,LocYear,d1: 0 to 4,d1: 12 to 14,d1: 15 to 17,d1: 5 to 11,d2: Female,d2: Male,d3: Foreign-born,d3: Native-born,d4: H or L,d4: AI or AN,d4: A,d4: B,d4: NH or PI,d4: 2 or more,d4: W,d5
35,AK2022,-0.2586706989872473,-0.2581036229683706,-0.2587022994813979,-0.2578489172713697,-0.25845426264804167,-0.25838931302147955,-0.22308471905296726,-0.24453884997954764,-0.22582412890572812,0.2099452008205825,-0.20900527616614092,-0.24780295755346932,0.03281388469323083,-0.18272209512796292,-0.25681053379707525,-0.22135842792954555
36,AK2023,-0.2589926132175659,-0.25818463859709573,-0.2584893074945209,-0.25811523879414483,-0.2586252639876715,-0.25855495496529446,-0.2193511456398644,-0.24497864213372794,-0.2255417581802697,0.19961183834222895,-0.20848821360204134,-0.24788481697795514,0.03924753300267616,-0.18250915623236638,-0.2571991342569522,-0.22554134140058757
37,AK2024,-0.25913214868980405,-0.25823802098811616,-0.2581782517482901,-0.258358521173858,-0.25870781635852724,-0.25864892291077934,-0.21561757222676156,-0.2451252395184547,-0.22518330564994088,0.1898697581855251,-0.20744141537178087,-0.247858691629715,0.046895077219564006,-0.18157674197740584,-0.2575919007729802,-0.15861263433746206
38,AL1990,-0.16472480651944973,-0.16769897370494788,-0.16396833567601068,-0.16512870884528583,-0.16527076253067458,-0.16546147393092578,-0.1521468242040133,-0.12396250104178205,-0.17573702580209993,-0.17647891360324147,-0.17738968845390424,-0.1734567477990291,-0.1865371057816317,-0.1423169396885222,-0.1351366978465268,-0.15861263433746206
39,AL1991,-0.16305549060227897,-0.1647711065645097,-0.16428563752156342,-0.16448361283955257,-0.16416132855197813,-0.1642794780224203,-0.1521468242040133,-0.12396250104178205,-0.17573702580209993,-0.17647891360324147,-0.17738968845390424,-0.1734567477990291,-0.1865371057816317,-0.1423169396885222,-0.1351366978465268,-0.15861263433746206
40,AL1992,-0.16114994702647395,-0.1614645384618913,-0.16243241985275447,-0.1647581626277069,-0.16289006571930253,-0.16297559464582462,-0.1521468242040133,-0.12396250104178205,-0.17573702580209993,-0.17647891360324147,-0.17738968845390424,-0.1734567477990291,-0.1865371057816317,-0.1423169396885222,-0.1351366978465268,-0.15861263433746206
41,AL1993,-0.15940241263331614,-0.15876904172942438,-0.16096458651210702,-0.16430697940941133,-0.16156507832781603,-0.16158670257353525,-0.1521468242040133,-0.12396250104178205,-0.17573702580209993,-0.17647891360324147,-0.17738968845390424,-0.1734567477990291,-0.1865371057816317,-0.1423169396885222,-0.1351366978465268,-0.15861263433746206
42,AL1994,-0.15868193792736512,-0.15708655437008637,-0.15828563451294234,-0.16354641341285595,-0.16035343665186957,-0.16033115747488302,-0.1521468242040133,-0.12396250104178205,-0.17573702580209993,-0.17647891360324147,-0.17738968845390424,-0.1734567477990291,-0.1865371057816317,-0.1423169396885222,-0.1351366978465268,-0.15861263433746206
43,AL1995,-0.1585258940330593,-0.15713554056419923,-0.15510824378788973,-0.16136126040363966,-0.15894873599222872,-0.15888496787485898,-0.1521468242040133,-0.12396250104178205,-0.17573702580209993,-0.17647891360324147,-0.17738968845390424,-0.1734567477990291,-0.1865371057816317,-0.1423169396885222,-0.1351366978465268,-0.15861263433746206
44,AL1996,-0.15999081996272624,-0.1586308755409009,-0.15368850541202092,-0.15988730379870328,-0.15880503371703536,-0.1587014074314616,-0.1521468242040133,-0.12396250104178205,-0.17573702580209993,-0.17647891360324147,-0.17738968845390424,-0.1734567477990291,-0.1865371057816317,-0.1423169396885222,-0.1351366978465268,-0.15861263433746206
45,AL1997,-0.1602282267943653,-0.15791555150122716,-0.15247114065418182,-0.1576061543600624,-0.15766327764604618,-0.15754024698758692,-0.1521468242040133,-0.12396250104178205,-0.17573702580209993,-0.17647891360324147,-0.17738968845390424,-0.1734567477990291,-0.1865371057816317,-0.1423169396885222,-0.1351366978465268,-0.15861263433746206
46,AL1998,-0.1612820144030149,-0.15841671794868956,-0.1544255451320056,-0.1570666544266962,-0.1581795575526679,-0.1580146705172303,-0.1521468242040133,-0.12396250104178205,-0.17573702580209993,-0.17647891360324147,-0.17738968845390424,-0.1734567477990291,-0.1865371057816317,-0.1423169396885222,-0.1351366978465268,-0.15861263433746206
47,AL1999,-0.16110199399094421,-0.15764675546173604,-0.15625127996379817,-0.15589440088566567,-0.1578611412650814,-0.15768609524000254,-0.1521468242040133,-0.12396250104178205,-0.17573702580209993,-0.17647891360324147,-0.17738968845390424,-0.1734567477990291,-0.1865371057816317,-0.1423169396885222,-0.1351366978465268,-0.15861263433746206
