,LocYear,educ4,educ6: A,educ6: B,educ6: G,educ6: H,educ6: N,educ13,educ16: 3y,educ16: 4y,educ16: 5-y,educ16: -3y,educ16: tot,Data,educ19
69,AL2020,-0.11718081634072425,-0.017193091182278887,0.006652189004460531,-0.23753829795623344,-0.0055178515990918844,-0.21802712627391574,-0.13546002260801102,-0.17220136867878433,-0.16898939926032508,-0.19050973990405187,-0.15950870851641205,-0.1682009925104903,-0.004029477331609247,-0.02666589082397953
70,AL2021,-0.69199911654049,-0.017193091182278887,-0.8254498877707205,0.15386930984450026,0.9147638324925342,-0.21802712627391574,-0.13546002260801102,-0.1637052904617628,-0.19868599456979574,-0.2331423752883341,-0.017995384996324647,-0.16800376201902997,0.6680172637141988,-0.02666589082397953
71,AL2022,-0.69199911654049,-0.017193091182278887,-0.8254498877707205,0.5452769176452344,0.9147638324925342,-0.5523005301055458,4.156593777427747,-0.15039312139497613,-0.20883441089404062,-0.22189365882810133,-0.008611787844551893,-0.1672735895612832,-0.004029477331609247,0.3022420101431713
72,AL2023,-0.69199911654049,0.5823768885924313,-0.5480825288456607,0.5452769176452344,0.45462299044672116,-0.8865739339371759,-0.13546002260801102,-0.17220136867878433,-0.16898939926032508,-0.19050973990405187,-0.15950870851641205,-0.1682009925104903,-0.34005284785451373,0.4666959606267458
73,AL2024,-0.69199911654049,-0.017193091182278887,-0.2707151699206001,0.9366845254459681,0.45462299044672116,-0.8865739339371759,-3.2829661426342334,-0.17220136867878433,-0.16898939926032508,-0.19050973990405187,-0.15950870851641205,-0.1682009925104903,-0.004029477331609247,-0.02666589082397953
74,AR1988,-0.11718081634072425,-0.017193091182278887,0.006652189004460531,-0.23753829795623344,-0.0055178515990918844,-0.21802712627391574,-0.13546002260801102,-0.21544739471949578,-0.19081681273148782,-0.22189365882810133,-0.21114561307414423,-0.21108393702609046,-0.004029477331609247,-0.02666589082397953
75,AR1989,-0.11718081634072425,-0.017193091182278887,0.006652189004460531,-0.23753829795623344,-0.0055178515990918844,-0.21802712627391574,-0.13546002260801102,-0.21107586610201667,-0.1922808465618707,-0.2225685818157153,-0.20984384237100812,-0.21016073047031866,-0.004029477331609247,-0.02666589082397953
76,AR1990,-0.11718081634072425,-0.017193091182278887,0.006652189004460531,-0.23753829795623344,-0.0055178515990918844,-0.21802712627391574,-0.13546002260801102,-0.21423719753160608,-0.19083344947956035,-0.2335923239467434,-0.21011504460082814,-0.2109580452230307,-0.004029477331609247,-0.02666589082397953
77,AR1991,-0.11718081634072425,-0.017193091182278887,0.006652189004460531,-0.23753829795623344,-0.0055178515990918844,-0.21802712627391574,-0.13546002260801102,-0.20670433748453756,-0.17985319575168887,-0.22729304272901305,-0.21038624683064816,-0.2026659717948258,-0.004029477331609247,-0.02666589082397953
78,AR1992,-0.11718081634072425,-0.017193091182278887,0.006652189004460531,-0.23753829795623344,-0.0055178515990918844,-0.21802712627391574,-0.13546002260801102,-0.19969013337513605,-0.1688895787718899,-0.22616817108298978,-0.2033892293012916,-0.19362694033513278,-0.004029477331609247,-0.02666589082397953
79,AR1993,-0.11718081634072425,-0.017193091182278887,0.006652189004460531,-0.23753829795623344,-0.0055178515990918844,-0.21802712627391574,-0.13546002260801102,-0.1949728341325456,-0.16413146882314558,-0.235167144251176,-0.20013480254345134,-0.18945572526041837,-0.004029477331609247,-0.02666589082397953
