,LocYear,econ1,econ3,econ4,econ5,econ6,econ7,econ8,econ9,econ10,econ11,econ12: 16-19,econ12: 16-24,econ12: 20-24
1926,TN2009,1.2552670647251225,1.3071614615676201,-0.27163934981736915,-0.12941056456691663,0.45047729579165263,0.9861692512045522,3.1713093619023702,0.5659316162978246,-1.2681464193477092,3.09538698989461,1.7150846099785741,2.143554415141957,2.7749721929315565
1927,TN2010,1.6665222333371168,1.7148145250212499,-0.27163934981736915,-0.684962345436905,0.9421045401139637,1.3422495072895788,2.307043234376097,0.5659316162978246,-1.3962761454691603,2.5504640533795877,1.7150846099785741,2.143554415141957,2.447909856705116
1928,TN2011,1.6665222333371168,1.7148145250212499,-0.27163934981736915,-0.8701462723935678,0.6143530438990891,0.8081291231620399,2.307043234376097,1.1519286692390716,-1.2498421727589304,2.5504640533795877,1.1080778598219658,2.143554415141957,2.447909856705116
1929,TN2012,1.6665222333371168,1.7148145250212499,-0.27163934981736915,-0.8701462723935678,0.45047729579165263,0.6300889951195267,2.307043234376097,1.4449271957096954,-1.1644223553446296,2.0055411168645656,1.1080778598219658,1.7115349886410993,2.1208475204786743
1930,TN2013,1.6665222333371168,1.9186410567480647,-0.27163934981736915,-1.0553301993502306,0.12272579957677798,0.8081291231620399,1.8749101706129607,1.4449271957096954,-1.1522195242854438,2.0055411168645656,1.1080778598219658,1.7115349886410993,2.1208475204786743
1931,TN2014,1.6665222333371168,1.7148145250212499,-0.08168763145898257,-1.2405141263068935,0.2866015476842153,0.45204886707701336,1.0106440430866872,1.7379257221803193,-1.1156110311078862,0.9156952438345215,1.1080778598219658,1.2795155621402414,1.7937851842522332
1932,TN2015,1.2552670647251225,1.3071614615676201,-0.27163934981736915,-1.2405141263068935,-0.20502569663809667,0.27400873903450007,0.5785109793235509,1.4449271957096954,-1.066799706871143,0.3707723073194998,-0.10593564049124923,0.41547670913852663,0.4855358393464695
1933,TN2016,0.8440118961131282,1.103334929840806,-0.08168763145898257,-1.2405141263068935,-0.5327771928529704,0.27400873903450007,0.14637791556041393,1.1519286692390716,-0.8166416701578334,-0.17415062919552232,-0.10593564049124923,0.41547670913852663,0.8125981755729099
1934,TN2017,0.4327567275011334,0.6956818663871763,-0.27163934981736915,-1.2405141263068935,-0.6966529409604078,-0.26011164509303875,-0.28575514820272246,1.1519286692390716,-0.627497788740453,-0.17415062919552232,-0.10593564049124923,0.41547670913852663,0.4855358393464695
1935,TN2018,0.8440118961131282,0.8995083981139912,-0.27163934981736915,-0.8701462723935678,-0.368901444745534,-0.08207151705052648,-0.7178882119658592,1.1519286692390716,-0.43835390732307267,-0.7190735657105445,1.1080778598219658,0.8474961356393846,0.8125981755729099
1936,TN2019,0.021501558889139204,0.49185533466036213,-0.27163934981736915,-0.684962345436905,-0.8605286890678451,-0.26011164509303875,-0.7178882119658592,0.8589301427684476,-0.21260153272813478,-0.7190735657105445,-0.7129423906478576,-0.4485621438631887,-0.16858883310641323
1937,TN2020,0.021501558889139204,-0.11962426052008172,-0.27163934981736915,0.05577336238974617,-0.04114994853065934,-0.08207151705052648,0.5785109793235509,-0.02006543664342309,-0.19124657837455958,0.9156952438345215,-0.10593564049124923,-0.016542717362331354,-0.16858883310641323
1938,TN2021,0.4327567275011334,0.08420227120673252,-0.08168763145898257,-0.31459449152357943,-0.8605286890678451,0.0959686109919868,-0.7178882119658592,-0.02006543664342309,0.2083961388137764,-0.7190735657105445,-0.10593564049124923,0.41547670913852663,0.8125981755729099
1939,TN2022,0.4327567275011334,0.08420227120673252,-0.08168763145898257,-0.31459449152357943,-0.8605286890678451,-0.26011164509303875,-0.28575514820272246,0.5659316162978246,0.42194568234952845,-0.7190735657105445,-0.10593564049124923,-0.016542717362331354,-0.16858883310641323
1940,TN2022,0.4327567275011334,0.08420227120673252,-0.08168763145898257,-0.31459449152357943,-0.8605286890678451,-0.26011164509303875,-0.28575514820272246,0.5659316162978246,0.42194568234952845,-0.7190735657105445,-0.10593564049124923,-0.016542717362331354,-0.16858883310641323
1941,TN2023,0.4327567275011334,0.49185533466036213,0.2982158052577908,-0.31459449152357943,-0.8605286890678451,-0.26011164509303875,-0.7178882119658592,0.5659316162978246,0.73921928988836,-0.7190735657105445,-0.7129423906478576,-0.4485621438631887,-0.16858883310641323
1942,TN2024,0.8440118961131282,0.2880288029335473,-0.27163934981736915,0.05577336238974617,-0.04114994853065934,-0.26011164509303875,-1.1500212757289958,-0.02006543664342309,1.0198844042496342,-1.2639965022255664,-0.10593564049124923,-0.016542717362331354,-0.16858883310641323
1943,TX2000,0.4327567275011334,0.8995083981139912,2.0077812704832705,0.05577336238974617,-0.04114994853065934,0.45204886707701336,-0.28575514820272246,-0.02006543664342309,-0.19124657837455958,-0.17415062919552232,-0.10593564049124923,-0.016542717362331354,-0.16858883310641323
1944,TX2001,0.4327567275011334,0.6956818663871763,1.6278778337664974,0.05577336238974617,-0.04114994853065934,0.45204886707701336,-0.28575514820272246,-0.02006543664342309,-0.19124657837455958,-0.17415062919552232,-0.10593564049124923,-0.016542717362331354,-0.16858883310641323
1945,TX2002,0.4327567275011334,0.8995083981139912,1.6278778337664974,0.05577336238974617,-0.04114994853065934,0.6300889951195267,-0.28575514820272246,-0.02006543664342309,-0.19124657837455958,-0.17415062919552232,-0.10593564049124923,-0.016542717362331354,-0.16858883310641323
1946,TX2003,0.8440118961131282,1.103334929840806,1.4379261154081107,0.05577336238974617,-0.04114994853065934,0.6300889951195267,-0.28575514820272246,-0.02006543664342309,-0.19124657837455958,-0.17415062919552232,-0.10593564049124923,-0.016542717362331354,-0.16858883310641323
1947,TX2004,0.8440118961131282,1.103334929840806,1.247974397049724,0.05577336238974617,-0.04114994853065934,0.9861692512045522,-0.28575514820272246,-0.02006543664342309,-0.19124657837455958,-0.17415062919552232,-0.10593564049124923,-0.016542717362331354,-0.16858883310641323
1948,TX2005,1.2552670647251225,1.510987993294435,1.4379261154081107,0.05577336238974617,0.9421045401139637,0.9861692512045522,-0.28575514820272246,-0.02006543664342309,-1.5122030405314257,-0.17415062919552232,-0.10593564049124923,-0.016542717362331354,-0.16858883310641323
1949,TX2006,0.8440118961131282,1.3071614615676201,1.247974397049724,-0.12941056456691663,0.9421045401139637,0.8081291231620399,-0.28575514820272246,-0.02006543664342309,-1.3291605746436383,-0.17415062919552232,-0.10593564049124923,-0.016542717362331354,-0.16858883310641323
1950,TX2007,0.8440118961131282,1.103334929840806,1.247974397049724,-0.31459449152357943,0.7782287920065264,0.6300889951195267,-0.28575514820272246,-0.02006543664342309,-1.1583209398150367,-0.17415062919552232,-0.10593564049124923,-0.016542717362331354,-0.16858883310641323
