,LocYear,hth1_2,hth3_4,hth5_6,hth7,hth8_9,hth10,hth11,hth12,hth13,hth14,hth151617,hth1819,hth2021,hth2223,hth2425,hth26,hth27,hth28,hth29,hth30,hth31,hth32,hth33
2155,MN2016,0.781,0.09,0.09,0.32,0.04,21.0,151,0.03,0.11,0.06,0.22,0.79,0.07,0.07,0.18,,356,4570.0,0.05,0.1,130,69749.0,2200.0
2156,MN2016,0.781,0.09,0.09,0.32,0.04,21.0,151,0.03,0.11,0.06,0.22,0.79,0.07,0.07,0.18,,356,4570.0,0.05,0.1,130,69749.0,2200.0
2157,MN2017,0.697,0.08,0.08,0.32,0.04,22.0,138,0.03,0.11,0.06,0.2,0.78,0.83,0.07,0.17,N.A.,328,4626.0,0.05,0.11,167,68595.0,2113.0
2158,MN2018,0.682,0.07,0.07,0.32,0.04,21.0,145,0.03,0.13,0.06,0.2,0.78,0.82,0.06,0.16,,342,4617.0,0.05,0.11,143,67344.0,1794.0
2159,MN2019,0.863,0.07,0.07,0.32,0.04,22.0,149,0.03,0.14,0.07,0.21,0.75,0.82,0.05,0.16,N.A.,302,4537.0,0.05,0.11,153,66027.0,1791.0
2160,MN2020,0.77,0.07,0.07,0.33,0.03,24.0,148,,0.13,,0.21,0.74,0.82,0.05,0.17,,264,4229.0,,0.11,185,63443.0,1611.0
2161,MN2021,0.714,0.06,0.06,0.32,0.03,26.0,160,0.03,0.15,0.07,0.24,0.77,0.82,0.05,0.19,N.A.,309,4665.0,0.04,0.11,210,64425.0,1561.0
2162,MN2022,0.784,0.04,0.04,0.32,0.04,26.0,169,0.03,0.17,0.06,0.27,0.78,0.81,0.06,0.21,,289,4618.0,0.05,0.11,187,64015.0,1496.0
2163,MN2023,0.716,0.03,0.03,0.32,0.04,25.0,159,0.03,,,,,,,,N.A.,294,4439.0,0.04,0.11,187,61715.0,1465.0
2164,MN2024,,,,,,,,0.04,,,,,,,,,,,,,,,
2165,MO1990,,,,0.286,,,342,,,,,,,,,,748,5637.0,,0.107,360,79260.0,11227.0
2166,MO1991,,,,0.302,,,330,,,,,,,,,,806,5900.0,,0.114,385,78677.0,11121.0
2167,MO1992,,,,0.315,,,351,,,,,,,,,,649,5587.0,,0.112,353,76301.0,10857.0
2168,MO1993,,,,0.324,,,344,,,,,,,,,,633,5644.0,,0.115,398,75253.0,10431.0
2169,MO1994,,,,0.325,,,295,,,,,,,,,,597,5569.0,,0.115,444,73543.0,10584.0
2170,MO1995,,,,0.321,,,313,,,,,,,,,,541,5561.0,,0.115,387,73028.0,10282.0
2171,MO1996,,,,0.332,,,323,,,,,,,,,,560,5540.0,,0.113,357,73832.0,10262.0
2172,MO1997,,,,0.331,,,295,,,,,,,,,,564,5703.0,,0.116,365,74037.0,10095.0
2173,MO1998,,,,0.341,,,290,,,,,,,,,,577,5890.0,,0.12,357,75358.0,10281.0
2174,MO1999,,,,0.341,,,250,,,,,,,,,,585,5831.0,,0.124,378,75432.0,10006.0
2175,MO2000,,,,0.346,,,297,,,,,,,,,,547,5798.0,,0.119,371,76463.0,9852.0
2176,MO2001,,,,0.348,,,263,,,,,,,,0.15,,558,5741.0,,0.127,375,75464.0,9317.0
2177,MO2002,0.601,,,0.352,,,270,,,,,,,,,,637,6034.0,,0.13,343,75251.0,8835.0
2178,MO2003,0.744,N.C.,N.C.,0.356,N.C.,,255,,,,,,0.72,0.08,,,610,6169.0,,0.131,302,77045.0,8670.0
2179,MO2003,0.744,N.C.,N.C.,0.356,0.022,,255,,,,,,0.72,0.08,,,610,6169.0,,0.131,302,77045.0,8670.0
2180,MO2003,0.744,N.C.,0.181,0.356,N.C.,,255,,,,,,0.72,0.08,,,610,6169.0,,0.131,302,77045.0,8670.0
2181,MO2003,0.744,N.C.,0.181,0.356,0.022,,255,,,,,,0.72,0.08,,,610,6169.0,,0.131,302,77045.0,8670.0
2182,MO2003,0.744,0.181,N.C.,0.356,N.C.,,255,,,,,,0.72,0.08,,,610,6169.0,,0.131,302,77045.0,8670.0
2183,MO2003,0.744,0.181,N.C.,0.356,0.022,,255,,,,,,0.72,0.08,,,610,6169.0,,0.131,302,77045.0,8670.0
2184,MO2003,0.744,0.181,0.181,0.356,N.C.,,255,,,,,,0.72,0.08,,,610,6169.0,,0.131,302,77045.0,8670.0
2185,MO2003,0.744,0.181,0.181,0.356,0.022,,255,,,,,,0.72,0.08,,,610,6169.0,,0.131,302,77045.0,8670.0
2186,MO2004,0.752,N.C.,N.C.,0.37,N.C.,,274,,,,,,,,,,584,6429.0,,0.13,331,77765.0,8754.0
2187,MO2004,0.752,N.C.,N.C.,0.37,0.023,,274,,,,,,,,,,584,6429.0,,0.13,331,77765.0,8754.0
2188,MO2004,0.752,N.C.,0.182,0.37,N.C.,,274,,,,,,,,,,584,6429.0,,0.13,331,77765.0,8754.0
2189,MO2004,0.752,N.C.,0.182,0.37,0.023,,274,,,,,,,,,,584,6429.0,,0.13,331,77765.0,8754.0
2190,MO2004,0.752,0.182,N.C.,0.37,N.C.,,274,,,,,,,,,,584,6429.0,,0.13,331,77765.0,8754.0
2191,MO2004,0.752,0.182,N.C.,0.37,0.023,,274,,,,,,,,,,584,6429.0,,0.13,331,77765.0,8754.0
2192,MO2004,0.752,0.182,0.182,0.37,N.C.,,274,,,,,,,,,,584,6429.0,,0.13,331,77765.0,8754.0
2193,MO2004,0.752,0.182,0.182,0.37,0.023,,274,,,,,,,,,,584,6429.0,,0.13,331,77765.0,8754.0
2194,MO2005,0.731,N.C.,N.C.,0.378,N.C.,38.0,226,,,,,,,,0.16,,590,6347.0,,0.133,351,78618.0,8611.0
2195,MO2005,0.731,N.C.,N.C.,0.378,0.023,38.0,226,,,,,,,,0.16,,590,6347.0,,0.133,351,78618.0,8611.0
2196,MO2005,0.731,N.C.,0.186,0.378,N.C.,38.0,226,,,,,,,,0.16,,590,6347.0,,0.133,351,78618.0,8611.0
2197,MO2005,0.731,N.C.,0.186,0.378,0.023,38.0,226,,,,,,,,0.16,,590,6347.0,,0.133,351,78618.0,8611.0
2198,MO2005,0.731,0.186,N.C.,0.378,N.C.,38.0,226,,,,,,,,0.16,,590,6347.0,,0.133,351,78618.0,8611.0
2199,MO2005,0.731,0.186,N.C.,0.378,0.023,38.0,226,,,,,,,,0.16,,590,6347.0,,0.133,351,78618.0,8611.0
2200,MO2005,0.731,0.186,0.186,0.378,N.C.,38.0,226,,,,,,,,0.16,,590,6347.0,,0.133,351,78618.0,8611.0
2201,MO2005,0.731,0.186,0.186,0.378,0.023,38.0,226,,,,,,,,0.16,,590,6347.0,,0.133,351,78618.0,8611.0
2202,MO2006,0.806,N.C.,N.C.,0.393,N.C.,39.0,232,,,,,,,,,,603,6555.0,,0.128,358,81385.0,9183.0
2203,MO2006,0.806,N.C.,N.C.,0.393,0.023,39.0,232,,,,,,,,,,603,6555.0,,0.128,358,81385.0,9183.0
2204,MO2006,0.806,N.C.,0.187,0.393,N.C.,39.0,232,,,,,,,,,,603,6555.0,,0.128,358,81385.0,9183.0
2205,MO2006,0.806,N.C.,0.187,0.393,0.023,39.0,232,,,,,,,,,,603,6555.0,,0.128,358,81385.0,9183.0
2206,MO2006,0.806,0.187,N.C.,0.393,N.C.,39.0,232,,,,,,,,,,603,6555.0,,0.128,358,81385.0,9183.0
2207,MO2006,0.806,0.187,N.C.,0.393,0.023,39.0,232,,,,,,,,,,603,6555.0,,0.128,358,81385.0,9183.0
2208,MO2006,0.806,0.187,0.187,0.393,N.C.,39.0,232,,,,,,,,,,603,6555.0,,0.128,358,81385.0,9183.0
2209,MO2006,0.806,0.187,0.187,0.393,0.023,39.0,232,,,,,,,,,,603,6555.0,,0.128,358,81385.0,9183.0
2210,MO2007,0.761,N.C.,N.C.,0.405,N.C.,38.0,245,,,,0.16,0.75,0.72,0.11,0.21,,613,6438.0,,0.125,331,81930.0,9244.0
2211,MO2007,0.761,N.C.,N.C.,0.405,0.025,38.0,245,,,,0.16,0.75,0.72,0.11,0.21,,613,6438.0,,0.125,331,81930.0,9244.0
2212,MO2007,0.761,N.C.,0.181,0.405,N.C.,38.0,245,,,,0.16,0.75,0.72,0.11,0.21,,613,6438.0,,0.125,331,81930.0,9244.0
2213,MO2007,0.761,N.C.,0.181,0.405,0.025,38.0,245,,,,0.16,0.75,0.72,0.11,0.21,,613,6438.0,,0.125,331,81930.0,9244.0
2214,MO2007,0.761,0.181,N.C.,0.405,N.C.,38.0,245,,,,0.16,0.75,0.72,0.11,0.21,,613,6438.0,,0.125,331,81930.0,9244.0
2215,MO2007,0.761,0.181,N.C.,0.405,0.025,38.0,245,,,,0.16,0.75,0.72,0.11,0.21,,613,6438.0,,0.125,331,81930.0,9244.0
2216,MO2007,0.761,0.181,0.181,0.405,N.C.,38.0,245,,,,0.16,0.75,0.72,0.11,0.21,,613,6438.0,,0.125,331,81930.0,9244.0
2217,MO2007,0.761,0.181,0.181,0.405,0.025,38.0,245,,,,0.16,0.75,0.72,0.11,0.21,,613,6438.0,,0.125,331,81930.0,9244.0
2218,MO2008,0.729,N.C.,N.C.,0.409,N.C.,36.0,213,0.07,,,,,,,,,585,6573.0,,0.123,339,80963.0,9160.0
2219,MO2008,0.729,N.C.,N.C.,0.409,0.025,36.0,213,0.07,,,,,,,,,585,6573.0,,0.123,339,80963.0,9160.0
2220,MO2008,0.729,N.C.,0.179,0.409,N.C.,36.0,213,0.07,,,,,,,,,585,6573.0,,0.123,339,80963.0,9160.0
2221,MO2008,0.729,N.C.,0.179,0.409,0.025,36.0,213,0.07,,,,,,,,,585,6573.0,,0.123,339,80963.0,9160.0
2222,MO2008,0.729,0.179,N.C.,0.409,N.C.,36.0,213,0.07,,,,,,,,,585,6573.0,,0.123,339,80963.0,9160.0
2223,MO2008,0.729,0.179,N.C.,0.409,0.025,36.0,213,0.07,,,,,,,,,585,6573.0,,0.123,339,80963.0,9160.0
2224,MO2008,0.729,0.179,0.179,0.409,N.C.,36.0,213,0.07,,,,,,,,,585,6573.0,,0.123,339,80963.0,9160.0
2225,MO2008,0.729,0.179,0.179,0.409,0.025,36.0,213,0.07,,,,,,,,,585,6573.0,,0.123,339,80963.0,9160.0
2226,MO2009,0.379,N.C.,N.C.,0.41,N.C.,34.0,226,0.07,,0.21,,,,,,0.27,565,6393.0,0.16,0.12,299,78905.0,8499.0
2227,MO2009,0.379,N.C.,N.C.,0.41,0.02,34.0,226,0.07,,0.21,,,,,,0.27,565,6393.0,0.16,0.12,299,78905.0,8499.0
2228,MO2009,0.379,N.C.,0.17,0.41,N.C.,34.0,226,0.07,,0.21,,,,,,0.27,565,6393.0,0.16,0.12,299,78905.0,8499.0
2229,MO2009,0.379,N.C.,0.17,0.41,0.02,34.0,226,0.07,,0.21,,,,,,0.27,565,6393.0,0.16,0.12,299,78905.0,8499.0
2230,MO2009,0.379,0.17,N.C.,0.41,N.C.,34.0,226,0.07,,0.21,,,,,,0.27,565,6393.0,0.16,0.12,299,78905.0,8499.0
2231,MO2009,0.379,0.17,N.C.,0.41,0.02,34.0,226,0.07,,0.21,,,,,,0.27,565,6393.0,0.16,0.12,299,78905.0,8499.0
2232,MO2009,0.379,0.17,0.17,0.41,N.C.,34.0,226,0.07,,0.21,,,,,,0.27,565,6393.0,0.16,0.12,299,78905.0,8499.0
2233,MO2009,0.379,0.17,0.17,0.41,0.02,34.0,226,0.07,,0.21,,,,,,0.27,565,6393.0,0.16,0.12,299,78905.0,8499.0
2234,MO2010,0.581,0.19,0.19,0.4,0.04,31.0,191,0.07,,0.21,,,,,,,507,6286.0,0.16,0.121,283,76759.0,7669.0
2235,MO2010,0.581,0.19,0.19,0.4,N.C.,31.0,191,0.07,,0.21,,,,,,,507,6286.0,0.16,0.121,283,76759.0,7669.0
2236,MO2010,0.581,0.19,N.C.,0.4,0.04,31.0,191,0.07,,0.21,,,,,,,507,6286.0,0.16,0.121,283,76759.0,7669.0
2237,MO2010,0.581,0.19,N.C.,0.4,N.C.,31.0,191,0.07,,0.21,,,,,,,507,6286.0,0.16,0.121,283,76759.0,7669.0
2238,MO2010,0.581,N.C.,0.19,0.4,0.04,31.0,191,0.07,,0.21,,,,,,,507,6286.0,0.16,0.121,283,76759.0,7669.0
2239,MO2010,0.581,N.C.,0.19,0.4,N.C.,31.0,191,0.07,,0.21,,,,,,,507,6286.0,0.16,0.121,283,76759.0,7669.0
2240,MO2010,0.581,N.C.,N.C.,0.4,0.04,31.0,191,0.07,,0.21,,,,,,,507,6286.0,0.16,0.121,283,76759.0,7669.0
2241,MO2010,0.581,N.C.,N.C.,0.4,N.C.,31.0,191,0.07,,0.21,,,,,,,507,6286.0,0.16,0.121,283,76759.0,7669.0
2242,MO2011,0.683,0.18,0.18,0.4,0.05,32.0,220,0.07,,,0.16,0.73,0.74,0.1,0.2,N.R.,485,5995.0,,0.116,267,76117.0,6944.0
2243,MO2012,0.687,0.18,0.18,0.4,0.05,31.0,217,0.07,,,,,,,,,500,5809.0,,0.117,247,75446.0,6317.0
2244,MO2013,0.718,0.18,0.18,0.4,0.06,29.0,201,0.07,,,,,,,,0.27,491,6033.0,,0.113,227,75296.0,5814.0
2245,MO2014,0.714,0.17,0.17,0.4,0.06,28.0,198,0.07,,0.19,,,,,,,457,6163.0,0.14,0.12,216,75360.0,5232.0
2246,MO2015,0.76,0.16,0.16,0.4,0.05,32.0,215,0.06,,0.16,,,,,,0.28,490,6248.0,0.11,0.12,261,75061.0,4838.0
2247,MO2016,0.72,0.15,0.15,0.4,0.05,32.0,200,0.05,0.11,0.15,0.21,0.71,0.1,0.1,0.23,,488,6473.0,0.11,0.12,272,74705.0,4505.0
2248,MO2016,0.72,0.15,0.15,0.4,0.05,32.0,200,0.05,0.11,0.15,0.22,0.71,0.1,0.1,0.23,,488,6473.0,0.11,0.12,272,74705.0,4505.0
2249,MO2017,0.721,0.14,0.14,0.4,0.06,36.0,241,0.05,0.13,0.15,0.24,0.72,0.74,0.11,0.23,0.31,456,6336.0,0.11,0.12,280,73034.0,4301.0
2250,MO2018,0.683,0.14,0.14,0.4,0.06,34.0,198,0.06,0.12,0.16,0.23,0.74,0.75,0.08,0.22,,460,6389.0,0.11,0.12,293,73269.0,4109.0
2251,MO2019,0.722,0.13,0.13,0.4,0.07,32.0,205,0.07,0.11,0.17,0.2,0.72,0.78,0.07,0.2,0.33,433,6356.0,0.12,0.13,265,72127.0,3851.0
2252,MO2020,0.788,0.12,0.12,0.41,0.06,35.0,221,,0.12,,0.2,0.7,0.77,0.07,0.2,,392,6020.0,,0.12,286,69285.0,3556.0
2253,MO2021,0.722,0.1,0.1,0.4,0.06,39.0,236,0.06,0.14,0.16,0.24,0.72,0.76,0.07,0.21,0.33,394,6168.0,0.11,0.13,331,69453.0,3312.0
2254,MO2022,0.745,0.08,0.08,0.39,0.07,41.0,235,0.06,0.16,0.14,0.27,0.75,0.75,0.09,0.24,,460,6285.0,0.1,0.13,356,68985.0,3270.0
2255,MO2023,0.747,0.07,0.07,0.39,0.07,37.0,235,0.05,,,,,,,,0.44,392,5972.0,0.08,0.12,314,67123.0,3166.0
2256,MO2024,,,,,,,,0.07,,,,,,,,,,,,,,,
2257,MS1990,,,,0.405,,,262,,,,,,,,,,529,4159.0,,0.151,266,43563.0,8909.0
2258,MS1991,,,,0.424,,,239,,,,,,,,,,494,4197.0,,0.154,257,43204.0,9062.0
2259,MS1992,,,,0.429,,,255,,,,,,,,,,509,4221.0,,0.154,261,42681.0,8810.0
2260,MS1993,,,,0.444,,,241,,,,,,,,,,484,4248.0,,0.159,269,42149.0,8768.0
2261,MS1994,,,,0.454,,,241,,,,,,,,,,460,4133.0,,0.156,280,41954.0,8897.0
2262,MS1995,,,,0.453,,,246,,,,,,,,,,436,4053.0,,0.154,273,41344.0,8848.0
2263,MS1996,,,,0.45,,,235,,,,,,,,,,452,4047.0,,0.153,272,40987.0,8451.0
2264,MS1997,,,,0.454,,,208,,,,,,,,,,442,4191.0,,0.156,268,41533.0,8307.0
2265,MS1998,,,,0.454,,,243,,,,,,,,,,435,4337.0,,0.16,232,42939.0,8318.0
2266,MS1999,,,,0.459,,,230,,,,,,,,,,433,4412.0,,0.16,245,42684.0,8200.0
2267,MS2000,,,,0.46,,,219,,,,,,,,,,470,4694.0,,0.162,241,44075.0,8028.0
2268,MS2001,,,,0.463,,,207,,,,,,,,0.13,,445,4505.0,,0.17,200,42282.0,7340.0
2269,MS2002,0.639,,,0.471,,,218,,,,,,,,,,428,4635.0,,0.172,219,41518.0,6961.0
2270,MS2003,0.782,N.C.,N.C.,0.47,N.C.,,197,,,,,,0.61,0.08,,,455,4846.0,,0.179,194,42380.0,6625.0
2271,MS2003,0.782,N.C.,N.C.,0.47,0.029,,197,,,,,,0.61,0.08,,,455,4846.0,,0.179,194,42380.0,6625.0
2272,MS2003,0.782,N.C.,0.115,0.47,N.C.,,197,,,,,,0.61,0.08,,,455,4846.0,,0.179,194,42380.0,6625.0
2273,MS2003,0.782,N.C.,0.115,0.47,0.029,,197,,,,,,0.61,0.08,,,455,4846.0,,0.179,194,42380.0,6625.0
2274,MS2003,0.782,0.115,N.C.,0.47,N.C.,,197,,,,,,0.61,0.08,,,455,4846.0,,0.179,194,42380.0,6625.0
2275,MS2003,0.782,0.115,N.C.,0.47,0.029,,197,,,,,,0.61,0.08,,,455,4846.0,,0.179,194,42380.0,6625.0
2276,MS2003,0.782,0.115,0.115,0.47,N.C.,,197,,,,,,0.61,0.08,,,455,4846.0,,0.179,194,42380.0,6625.0
2277,MS2003,0.782,0.115,0.115,0.47,0.029,,197,,,,,,0.61,0.08,,,455,4846.0,,0.179,194,42380.0,6625.0
2278,MS2004,0.804,N.C.,N.C.,0.483,N.C.,,181,,,,,,,,,,420,4956.0,,0.179,220,42827.0,6543.0
2279,MS2004,0.804,N.C.,N.C.,0.483,0.027,,181,,,,,,,,,,420,4956.0,,0.179,220,42827.0,6543.0
2280,MS2004,0.804,N.C.,0.12,0.483,N.C.,,181,,,,,,,,,,420,4956.0,,0.179,220,42827.0,6543.0
2281,MS2004,0.804,N.C.,0.12,0.483,0.027,,181,,,,,,,,,,420,4956.0,,0.179,220,42827.0,6543.0
2282,MS2004,0.804,0.12,N.C.,0.483,N.C.,,181,,,,,,,,,,420,4956.0,,0.179,220,42827.0,6543.0
2283,MS2004,0.804,0.12,N.C.,0.483,0.027,,181,,,,,,,,,,420,4956.0,,0.179,220,42827.0,6543.0
2284,MS2004,0.804,0.12,0.12,0.483,N.C.,,181,,,,,,,,,,420,4956.0,,0.179,220,42827.0,6543.0
2285,MS2004,0.804,0.12,0.12,0.483,0.027,,181,,,,,,,,,,420,4956.0,,0.179,220,42827.0,6543.0
2286,MS2005,0.791,N.C.,N.C.,0.494,N.C.,51.0,190,,,,,,,,0.15,,481,5016.0,,0.188,219,42395.0,6411.0
2287,MS2005,0.791,N.C.,N.C.,0.494,0.03,51.0,190,,,,,,,,0.15,,481,5016.0,,0.188,219,42395.0,6411.0
2288,MS2005,0.791,N.C.,0.122,0.494,N.C.,51.0,190,,,,,,,,0.15,,481,5016.0,,0.188,219,42395.0,6411.0
2289,MS2005,0.791,N.C.,0.122,0.494,0.03,51.0,190,,,,,,,,0.15,,481,5016.0,,0.188,219,42395.0,6411.0
2290,MS2005,0.791,0.122,N.C.,0.494,N.C.,51.0,190,,,,,,,,0.15,,481,5016.0,,0.188,219,42395.0,6411.0
2291,MS2005,0.791,0.122,N.C.,0.494,0.03,51.0,190,,,,,,,,0.15,,481,5016.0,,0.188,219,42395.0,6411.0
2292,MS2005,0.791,0.122,0.122,0.494,N.C.,51.0,190,,,,,,,,0.15,,481,5016.0,,0.188,219,42395.0,6411.0
2293,MS2005,0.791,0.122,0.122,0.494,0.03,51.0,190,,,,,,,,0.15,,481,5016.0,,0.188,219,42395.0,6411.0
2294,MS2006,0.733,N.C.,N.C.,0.528,N.C.,46.0,172,,,,,,,,,,488,5698.0,,0.188,201,46056.0,7404.0
2295,MS2006,0.733,N.C.,N.C.,0.528,0.032,46.0,172,,,,,,,,,,488,5698.0,,0.188,201,46056.0,7404.0
2296,MS2006,0.733,N.C.,0.127,0.528,N.C.,46.0,172,,,,,,,,,,488,5698.0,,0.188,201,46056.0,7404.0
2297,MS2006,0.733,N.C.,0.127,0.528,0.032,46.0,172,,,,,,,,,,488,5698.0,,0.188,201,46056.0,7404.0
2298,MS2006,0.733,0.127,N.C.,0.528,N.C.,46.0,172,,,,,,,,,,488,5698.0,,0.188,201,46056.0,7404.0
2299,MS2006,0.733,0.127,N.C.,0.528,0.032,46.0,172,,,,,,,,,,488,5698.0,,0.188,201,46056.0,7404.0
2300,MS2006,0.733,0.127,0.127,0.528,N.C.,46.0,172,,,,,,,,,,488,5698.0,,0.188,201,46056.0,7404.0
2301,MS2006,0.733,0.127,0.127,0.528,0.032,46.0,172,,,,,,,,,,488,5698.0,,0.188,201,46056.0,7404.0
2302,MS2007,0.771,N.C.,N.C.,0.537,N.C.,52.0,203,,,,0.15,0.76,0.67,0.11,0.21,,467,5703.0,,0.183,216,46491.0,7811.0
2303,MS2007,0.771,N.C.,N.C.,0.537,0.035,52.0,203,,,,0.15,0.76,0.67,0.11,0.21,,467,5703.0,,0.183,216,46491.0,7811.0
2304,MS2007,0.771,N.C.,0.125,0.537,N.C.,52.0,203,,,,0.15,0.76,0.67,0.11,0.21,,467,5703.0,,0.183,216,46491.0,7811.0
2305,MS2007,0.771,N.C.,0.125,0.537,0.035,52.0,203,,,,0.15,0.76,0.67,0.11,0.21,,467,5703.0,,0.183,216,46491.0,7811.0
2306,MS2007,0.771,0.125,N.C.,0.537,N.C.,52.0,203,,,,0.15,0.76,0.67,0.11,0.21,,467,5703.0,,0.183,216,46491.0,7811.0
2307,MS2007,0.771,0.125,N.C.,0.537,0.035,52.0,203,,,,0.15,0.76,0.67,0.11,0.21,,467,5703.0,,0.183,216,46491.0,7811.0
2308,MS2007,0.771,0.125,0.125,0.537,N.C.,52.0,203,,,,0.15,0.76,0.67,0.11,0.21,,467,5703.0,,0.183,216,46491.0,7811.0
2309,MS2007,0.771,0.125,0.125,0.537,0.035,52.0,203,,,,0.15,0.76,0.67,0.11,0.21,,467,5703.0,,0.183,216,46491.0,7811.0
2310,MS2008,0.758,N.C.,N.C.,0.545,N.C.,43.0,167,0.12,,,,,,,,,448,5306.0,,0.18,181,44947.0,7193.0
2311,MS2008,0.758,N.C.,N.C.,0.545,0.037,43.0,167,0.12,,,,,,,,,448,5306.0,,0.18,181,44947.0,7193.0
2312,MS2008,0.758,N.C.,0.125,0.545,N.C.,43.0,167,0.12,,,,,,,,,448,5306.0,,0.18,181,44947.0,7193.0
2313,MS2008,0.758,N.C.,0.125,0.545,0.037,43.0,167,0.12,,,,,,,,,448,5306.0,,0.18,181,44947.0,7193.0
2314,MS2008,0.758,0.125,N.C.,0.545,N.C.,43.0,167,0.12,,,,,,,,,448,5306.0,,0.18,181,44947.0,7193.0
2315,MS2008,0.758,0.125,N.C.,0.545,0.037,43.0,167,0.12,,,,,,,,,448,5306.0,,0.18,181,44947.0,7193.0
2316,MS2008,0.758,0.125,0.125,0.545,N.C.,43.0,167,0.12,,,,,,,,,448,5306.0,,0.18,181,44947.0,7193.0
2317,MS2008,0.758,0.125,0.125,0.545,0.037,43.0,167,0.12,,,,,,,,,448,5306.0,,0.18,181,44947.0,7193.0
2318,MS2009,0.623,N.C.,N.C.,0.55,N.C.,47.0,185,0.11,,0.27,,,,,,0.29,431,5249.0,0.22,0.18,195,42901.0,6945.0
2319,MS2009,0.623,N.C.,N.C.,0.55,0.03,47.0,185,0.11,,0.27,,,,,,0.29,431,5249.0,0.22,0.18,195,42901.0,6945.0
2320,MS2009,0.623,N.C.,0.12,0.55,N.C.,47.0,185,0.11,,0.27,,,,,,0.29,431,5249.0,0.22,0.18,195,42901.0,6945.0
2321,MS2009,0.623,N.C.,0.12,0.55,0.03,47.0,185,0.11,,0.27,,,,,,0.29,431,5249.0,0.22,0.18,195,42901.0,6945.0
2322,MS2009,0.623,0.12,N.C.,0.55,N.C.,47.0,185,0.11,,0.27,,,,,,0.29,431,5249.0,0.22,0.18,195,42901.0,6945.0
2323,MS2009,0.623,0.12,N.C.,0.55,0.03,47.0,185,0.11,,0.27,,,,,,0.29,431,5249.0,0.22,0.18,195,42901.0,6945.0
2324,MS2009,0.623,0.12,0.12,0.55,N.C.,47.0,185,0.11,,0.27,,,,,,0.29,431,5249.0,0.22,0.18,195,42901.0,6945.0
2325,MS2009,0.623,0.12,0.12,0.55,0.03,47.0,185,0.11,,0.27,,,,,,0.29,431,5249.0,0.22,0.18,195,42901.0,6945.0
2326,MS2010,0.653,N.C.,N.C.,0.55,N.C.,38.0,149,0.09,,0.28,,,,,,,387,4852.0,0.23,0.176,157,40036.0,6077.0
2327,MS2010,0.653,N.C.,N.C.,0.55,0.03,38.0,149,0.09,,0.28,,,,,,,387,4852.0,0.23,0.176,157,40036.0,6077.0
2328,MS2010,0.653,N.C.,0.12,0.55,N.C.,38.0,149,0.09,,0.28,,,,,,,387,4852.0,0.23,0.176,157,40036.0,6077.0
2329,MS2010,0.653,N.C.,0.12,0.55,0.03,38.0,149,0.09,,0.28,,,,,,,387,4852.0,0.23,0.176,157,40036.0,6077.0
2330,MS2010,0.653,0.12,N.C.,0.55,N.C.,38.0,149,0.09,,0.28,,,,,,,387,4852.0,0.23,0.176,157,40036.0,6077.0
2331,MS2010,0.653,0.12,N.C.,0.55,0.03,38.0,149,0.09,,0.28,,,,,,,387,4852.0,0.23,0.176,157,40036.0,6077.0
2332,MS2010,0.653,0.12,0.12,0.55,N.C.,38.0,149,0.09,,0.28,,,,,,,387,4852.0,0.23,0.176,157,40036.0,6077.0
2333,MS2010,0.653,0.12,0.12,0.55,0.03,38.0,149,0.09,,0.28,,,,,,,387,4852.0,0.23,0.176,157,40036.0,6077.0
2334,MS2011,0.702,N.A.,N.A.,0.54,N.C.,40.0,173,0.09,,,0.2,0.74,0.71,0.11,0.21,0.26,374,4710.0,,0.169,151,39860.0,5363.0
2335,MS2012,0.787,N.A.,N.A.,0.55,N.A.,36.0,159,0.08,,,,,,,,,341,4502.0,,0.171,124,38669.0,4781.0
2336,MS2013,0.762,0.11,0.11,0.54,0.05,36.0,149,0.08,,,,,,,,0.28,373,4458.0,,0.166,132,38634.0,4347.0
2337,MS2014,0.726,0.11,0.11,0.54,0.04,39.0,130,0.06,,0.23,,,,,,,319,4374.0,0.18,0.16,170,38736.0,3853.0
2338,MS2015,0.713,0.1,0.1,0.54,0.05,40.0,158,0.05,,0.2,,,,,,0.3,356,4387.0,0.16,0.16,150,38394.0,3536.0
2339,MS2016,0.731,0.1,0.1,0.53,0.05,40.0,150,0.05,0.11,0.19,0.27,0.79,0.12,0.12,0.25,,325,4345.0,0.15,0.16,153,37928.0,3326.0
2340,MS2016,0.731,0.1,0.1,0.53,0.05,40.0,150,0.05,0.11,0.19,0.27,0.79,0.12,0.12,0.25,,325,4345.0,0.15,0.16,153,37928.0,3326.0
2341,MS2017,0.721,0.09,0.09,0.54,0.05,40.0,147,0.05,0.11,0.18,0.26,0.77,0.73,0.12,0.24,N.R.,322,4333.0,0.14,0.17,156,37357.0,3137.0
2342,MS2018,0.731,0.09,0.09,0.54,0.05,42.0,157,0.05,0.1,0.19,0.25,0.75,0.74,0.11,0.22,,306,4484.0,0.15,0.17,163,37000.0,2808.0
2343,MS2019,0.768,0.09,0.09,0.55,0.05,43.0,158,0.06,0.1,0.2,0.27,0.75,0.75,0.1,0.21,0.36,322,4510.0,0.17,0.17,163,36636.0,2869.0
2344,MS2020,0.747,0.08,0.08,0.56,0.05,46.0,166,,0.11,,0.26,0.72,0.76,0.1,0.23,,293,4192.0,,0.17,174,35473.0,2711.0
