,LocYear,fam1: A,fam1: B,fam1: G,fam1: H,fam1: N,fam4,fam5,fam7,fam8,Data_x,Data_y,Data,fam15,fam16,fam18,fam19
874,MI1996,,,,,,,,,,,,,,15909.0,,
875,MI1997,,,,,,,,,,,,,,15383.0,,
876,MI1998,,,,,,,,,,,,,,15261.0,,
877,MI1999,,,,,,,,,,,,,,14547.0,,
878,MI2000,,,,,,0.32,,0.06,0.05,,,,0.07,14122.0,,0.37
879,MI2001,,,,,,0.31,,0.06,0.06,,,,0.08,13457.0,,
880,MI2002,,,,,,0.3,,0.05,0.05,,,,0.08,12261.0,0.21,
881,MI2003,,,,,,0.3,,0.06,0.05,,,0.131,0.08,12223.0,,
882,MI2004,,,,,,0.31,,0.06,0.05,,,,0.08,12243.0,,0.55
883,MI2005,0.09,0.16,0.1,0.53,0.12,0.31,0.03,0.06,0.05,,,,0.09,11809.0,,
884,MI2006,0.09,0.18,0.1,0.52,0.11,0.32,0.03,0.07,0.06,,,,0.09,12322.0,0.35,
885,MI2007,0.09,0.17,0.11,0.52,0.11,0.32,0.03,0.06,0.05,,,0.125,0.09,12497.0,,
886,MI2008,0.09,0.17,0.11,0.53,0.1,0.32,0.03,0.06,0.05,,,,0.09,11985.0,,0.51
887,MI2009,0.09,0.17,0.11,0.51,0.11,0.34,0.03,0.07,0.04,,,,0.1,11709.0,,
888,MI2010,0.1,0.18,0.11,0.51,0.1,0.34,0.03,0.07,0.05,,,,0.1,10835.0,0.22,
889,MI2011,0.1,0.18,0.11,0.51,0.1,0.35,0.03,0.07,0.04,0.1,0.279,0.131,0.1,9658.0,,
890,MI2012,0.1,0.19,0.11,0.49,0.1,0.35,0.03,0.08,0.05,,,,0.11,8913.0,,0.44
891,MI2013,0.1,0.19,0.12,0.49,0.1,0.36,0.03,0.09,0.05,,,,0.1,7872.0,,
892,MI2014,0.1,0.19,0.13,0.48,0.09,0.36,0.03,0.09,0.05,,,,0.1,6967.0,0.19,
893,MI2015,0.11,0.2,0.13,0.47,0.1,0.35,0.03,0.09,0.05,,,,0.11,6356.0,,
894,MI2016,0.1,0.2,0.13,0.48,0.09,0.35,0.03,0.08,0.05,0.08,0.22,0.06,0.11,5792.0,,0.38
895,MI2017,0.1,0.21,0.14,0.46,0.09,0.35,0.03,0.09,0.05,0.09,0.23,0.04,0.11,5307.0,,
896,MI2018,0.11,0.21,0.14,0.45,0.09,0.35,0.03,0.09,0.05,0.1,0.21,0.05,0.11,5042.0,0.34,
897,MI2019,0.1,0.22,0.14,0.46,0.08,0.35,0.03,,0.04,0.09,0.18,0.05,0.11,4758.0,,
898,MI2020,,,,,,,,,,0.07,0.18,0.04,,4190.0,,0.53
899,MI2021,0.1,0.22,0.15,0.44,0.08,0.34,0.03,,0.04,0.08,0.2,0.04,0.1,3871.0,,
900,MI2022,0.1,0.22,0.16,0.44,0.08,0.34,0.03,,0.05,0.08,0.21,0.04,0.11,3608.0,0.46,
901,MI2023,0.1,0.22,0.16,0.43,0.08,0.34,0.03,,0.05,,,,0.11,3418.0,,
902,MI2024,,,,,,0.33,0.03,,,,,,0.11,,,0.58
903,MN1990,,,,,,,,,,,,,,5342.0,,
904,MN1991,,,,,,,,,,,,,,5345.0,,
905,MN1992,,,,,,,,,,,,,,5210.0,,
906,MN1993,,,,,,,,,,,,,,5216.0,,
907,MN1994,,,,,,,,,,,,,,5336.0,,
908,MN1995,,,,,,,,,,,,,,5241.0,,
909,MN1996,,,,,,,,,,,,,,5417.0,,
910,MN1997,,,,,,,,,,,,,,5583.0,,
911,MN1998,,,,,,,,,,,,,,5522.0,,
912,MN1999,,,,,,,,,,,,,,5503.0,,
913,MN2000,,,,,,0.21,,0.05,0.04,,,,0.1,5495.0,,0.46
914,MN2001,,,,,,0.24,,0.05,0.04,,,,0.11,5240.0,,
915,MN2002,,,,,,0.24,,0.06,0.04,,,,0.12,5079.0,0.46,
916,MN2003,,,,,,0.23,,0.05,0.03,,,0.095,0.1,4898.0,,
917,MN2004,,,,,,0.24,,0.06,0.04,,,,0.12,4916.0,,0.69
918,MN2005,0.12,0.23,0.11,0.46,0.08,0.25,0.02,0.06,0.04,,,,0.11,4780.0,,
919,MN2006,0.12,0.24,0.11,0.46,0.08,0.25,0.01,0.07,0.04,,,,0.11,5090.0,0.37,
920,MN2007,0.12,0.24,0.12,0.44,0.08,0.26,0.02,0.07,0.04,,,0.088,0.12,5193.0,,
921,MN2008,0.11,0.26,0.12,0.44,0.07,0.25,0.02,0.07,0.03,,,,0.13,4885.0,,0.63
922,MN2009,0.12,0.24,0.12,0.43,0.08,0.26,0.02,0.07,0.03,,,,0.13,4384.0,,
923,MN2010,0.12,0.24,0.12,0.44,0.08,0.28,0.02,0.08,0.03,,,,0.13,4035.0,0.28,
924,MN2011,0.13,0.25,0.12,0.42,0.08,0.28,0.02,0.08,0.03,0.05,0.212,0.068,0.13,3464.0,,
925,MN2012,0.14,0.25,0.13,0.4,0.08,0.29,0.02,0.08,0.03,,,,0.14,3295.0,,0.59
926,MN2013,0.13,0.26,0.13,0.4,0.08,0.29,0.02,0.09,0.04,,,,0.13,2950.0,,
927,MN2014,0.14,0.26,0.13,0.39,0.08,0.28,0.02,0.09,0.04,,,,0.14,2709.0,0.22,
928,MN2015,0.14,0.26,0.14,0.37,0.08,0.28,0.02,0.08,0.03,,,,0.14,2386.0,,
929,MN2016,0.13,0.27,0.14,0.38,0.08,0.28,0.02,0.09,0.04,0.07,0.17,0.02,0.14,2200.0,,0.55
930,MN2017,0.13,0.27,0.16,0.35,0.08,0.27,0.02,0.09,0.04,0.07,0.17,0.03,0.15,2113.0,,
931,MN2018,0.14,0.27,0.16,0.35,0.08,0.28,0.02,0.08,0.04,0.07,0.16,0.03,0.15,1794.0,0.43,
932,MN2019,0.13,0.28,0.16,0.35,0.07,0.29,0.02,,0.04,0.05,0.15,0.03,0.15,1791.0,,
933,MN2020,,,,,,,,,,0.03,0.14,0.03,,1611.0,,0.69
934,MN2021,0.14,0.28,0.17,0.34,0.07,0.28,0.02,,0.04,0.03,0.13,0.02,0.13,1561.0,,
935,MN2022,0.13,0.29,0.17,0.33,0.08,0.27,0.02,,0.04,0.03,0.14,0.03,0.14,1496.0,0.37,
936,MN2023,0.14,0.29,0.18,0.33,0.07,0.27,0.02,,0.03,,,,0.14,1465.0,,
937,MN2024,,,,,,0.28,0.01,,,,,,0.14,,,0.66
938,MO1990,,,,,,,,,,,,,,11227.0,,
939,MO1991,,,,,,,,,,,,,,11121.0,,
940,MO1992,,,,,,,,,,,,,,10857.0,,
941,MO1993,,,,,,,,,,,,,,10431.0,,
942,MO1994,,,,,,,,,,,,,,10584.0,,
943,MO1995,,,,,,,,,,,,,,10282.0,,
944,MO1996,,,,,,,,,,,,,,10262.0,,
945,MO1997,,,,,,,,,,,,,,10095.0,,
946,MO1998,,,,,,,,,,,,,,10281.0,,
947,MO1999,,,,,,,,,,,,,,10006.0,,
948,MO2000,,,,,,0.32,,0.07,0.07,,,,0.05,9852.0,,0.31
949,MO2001,,,,,,0.3,,0.06,0.07,,,,0.05,9317.0,,
950,MO2002,,,,,,0.29,,0.05,0.05,,,,0.07,8835.0,0.24,
951,MO2003,,,,,,0.3,,0.05,0.05,,,0.134,0.05,8670.0,,
952,MO2004,,,,,,0.31,,0.07,0.05,,,,0.05,8754.0,,0.52
953,MO2005,0.07,0.17,0.09,0.54,0.13,0.32,0.03,0.06,0.06,,,,0.06,8611.0,,
954,MO2006,0.08,0.17,0.09,0.53,0.13,0.32,0.03,0.06,0.06,,,,0.06,9183.0,0.23,
955,MO2007,0.07,0.17,0.09,0.54,0.11,0.32,0.03,0.07,0.06,,,0.114,0.07,9244.0,,
956,MO2008,0.08,0.18,0.09,0.53,0.12,0.32,0.04,0.07,0.05,,,,0.06,9160.0,,0.56
957,MO2009,0.08,0.17,0.1,0.52,0.12,0.35,0.04,0.08,0.05,,,,0.07,8499.0,,
958,MO2010,0.09,0.18,0.1,0.52,0.12,0.34,0.04,0.07,0.05,,,,0.07,7669.0,0.2,
959,MO2011,0.09,0.18,0.1,0.51,0.11,0.35,0.03,0.08,0.05,0.07,0.231,0.093,0.07,6944.0,,
960,MO2012,0.09,0.18,0.11,0.51,0.11,0.35,0.03,0.08,0.05,,,,0.07,6317.0,,0.43
961,MO2013,0.09,0.19,0.11,0.51,0.1,0.35,0.04,0.08,0.06,,,,0.07,5814.0,,
962,MO2014,0.1,0.2,0.12,0.47,0.1,0.35,0.04,0.08,0.06,,,,0.06,5232.0,0.15,
963,MO2015,0.09,0.21,0.12,0.48,0.09,0.35,0.04,0.08,0.05,,,,0.07,4838.0,,
964,MO2016,0.1,0.2,0.13,0.47,0.1,0.34,0.04,0.08,0.06,0.11,0.25,0.02,0.07,4505.0,,0.48
965,MO2017,0.1,0.21,0.13,0.47,0.09,0.35,0.04,0.08,0.06,0.1,0.22,0.04,0.07,4301.0,,
966,MO2018,0.1,0.21,0.14,0.46,0.09,0.34,0.03,0.08,0.06,0.06,0.17,0.06,0.07,4109.0,0.41,
967,MO2019,0.09,0.21,0.14,0.47,0.09,0.34,0.05,,0.07,0.08,0.17,0.05,0.07,3851.0,,
968,MO2020,,,,,,,,,,0.1,0.2,0.04,,3556.0,,0.56
969,MO2021,0.1,0.21,0.16,0.45,0.07,0.32,0.03,,0.06,0.09,0.19,0.04,0.06,3312.0,,
970,MO2022,0.09,0.22,0.15,0.46,0.08,0.33,0.03,,0.06,0.08,0.21,0.05,0.06,3270.0,0.27,
971,MO2023,0.1,0.23,0.15,0.44,0.08,0.32,0.03,,0.06,,,,0.07,3166.0,,
972,MO2024,,,,,,0.32,0.04,,,,,,0.08,,,0.42
973,MS1990,,,,,,,,,,,,,,8909.0,,
974,MS1991,,,,,,,,,,,,,,9062.0,,
975,MS1992,,,,,,,,,,,,,,8810.0,,
976,MS1993,,,,,,,,,,,,,,8768.0,,
977,MS1994,,,,,,,,,,,,,,8897.0,,
978,MS1995,,,,,,,,,,,,,,8848.0,,
979,MS1996,,,,,,,,,,,,,,8451.0,,
980,MS1997,,,,,,,,,,,,,,8307.0,,
981,MS1998,,,,,,,,,,,,,,8318.0,,
982,MS1999,,,,,,,,,,,,,,8200.0,,
983,MS2000,,,,,,0.43,,0.07,0.08,,,,0.03,8028.0,,0.43
984,MS2001,,,,,,0.42,,0.04,0.09,,,,0.03,7340.0,,
985,MS2002,,,,,,0.44,,0.05,0.08,,,,0.03,6961.0,0.16,
986,MS2003,,,,,,0.44,,0.05,0.07,,,0.164,0.02,6625.0,,
987,MS2004,,,,,,0.42,,0.06,0.08,,,,0.02,6543.0,,0.52
988,MS2005,0.09,0.11,0.06,0.54,0.2,0.47,0.08,0.06,0.09,,,,0.03,6411.0,,
989,MS2006,0.08,0.13,0.06,0.54,0.19,0.45,0.08,0.06,0.09,,,,0.03,7404.0,0.23,
990,MS2007,0.09,0.12,0.06,0.54,0.19,0.44,0.07,0.06,0.09,,,0.13,0.03,7811.0,,
991,MS2008,0.1,0.13,0.07,0.54,0.17,0.45,0.08,0.07,0.07,,,,0.03,7193.0,,0.52
992,MS2009,0.09,0.13,0.07,0.54,0.18,0.48,0.09,0.07,0.08,,,,0.03,6945.0,,
993,MS2010,0.1,0.13,0.06,0.53,0.17,0.46,0.08,0.08,0.07,,,,0.03,6077.0,0.28,
994,MS2011,0.11,0.13,0.06,0.53,0.16,0.47,0.07,0.07,0.07,0.07,0.284,0.123,0.04,5363.0,,
995,MS2012,0.12,0.14,0.07,0.53,0.14,0.49,0.08,0.07,0.07,,,,0.04,4781.0,,0.64
996,MS2013,0.11,0.13,0.08,0.53,0.15,0.48,0.08,0.08,0.07,,,,0.04,4347.0,,
997,MS2014,0.11,0.14,0.08,0.52,0.14,0.47,0.08,0.07,0.07,,,,0.04,3853.0,0.27,
998,MS2015,0.12,0.13,0.07,0.55,0.13,0.48,0.08,0.09,0.07,,,,0.04,3536.0,,
999,MS2016,0.12,0.14,0.09,0.52,0.13,0.45,0.08,0.06,0.07,0.12,0.26,0.04,0.05,3326.0,,0.47
1000,MS2017,0.14,0.14,0.09,0.5,0.13,0.46,0.07,0.07,0.07,0.11,0.22,0.04,0.04,3137.0,,
1001,MS2018,0.13,0.16,0.1,0.49,0.12,0.44,0.08,0.07,0.07,0.1,0.23,0.04,0.04,2808.0,0.27,
1002,MS2019,0.13,0.15,0.1,0.49,0.12,0.46,0.08,,0.08,0.1,0.23,0.06,0.04,2869.0,,
1003,MS2020,,,,,,,,,,0.09,0.22,0.06,,2711.0,,0.42
1004,MS2021,0.14,0.15,0.12,0.48,0.11,0.45,0.06,,0.07,0.09,0.24,0.05,0.04,2545.0,,
1005,MS2022,0.13,0.17,0.12,0.48,0.1,0.44,0.07,,0.07,0.09,0.22,0.04,0.04,2683.0,0.25,
1006,MS2023,0.14,0.16,0.11,0.49,0.1,0.44,0.08,,0.07,,,,0.04,2596.0,,
1007,MS2024,,,,,,0.45,0.07,,,,,,0.05,,,0.49
1008,MT1990,,,,,,,,,,,,,,1331.0,,
1009,MT1991,,,,,,,,,,,,,,1311.0,,
1010,MT1992,,,,,,,,,,,,,,1345.0,,
1011,MT1993,,,,,,,,,,,,,,1402.0,,
1012,MT1994,,,,,,,,,,,,,,1320.0,,
1013,MT1995,,,,,,,,,,,,,,1395.0,,
1014,MT1996,,,,,,,,,,,,,,1326.0,,
1015,MT1997,,,,,,,,,,,,,,1311.0,,
1016,MT1998,,,,,,,,,,,,,,1316.0,,
1017,MT1999,,,,,,,,,,,,,,1249.0,,
1018,MT2000,,,,,,0.25,,0.06,0.07,,,,0.05,1268.0,,0.42
1019,MT2001,,,,,,0.27,,0.05,0.05,,,,0.05,1258.0,,
1020,MT2002,,,,,,0.25,,0.06,0.06,,,,0.05,1266.0,S,
1021,MT2003,,,,,,0.28,,0.07,0.05,,,0.082,0.03,1205.0,,
1022,MT2004,,,,,,0.27,,0.06,0.06,,,,0.03,1218.0,,0.46
1023,MT2005,0.1,0.17,0.07,0.59,0.07,0.28,0.03,0.06,0.06,,,,0.04,1185.0,,
1024,MT2006,0.1,0.2,0.09,0.52,0.08,0.25,0.03,0.06,0.06,,,,0.05,1283.0,0.34,
1025,MT2007,0.1,0.2,0.08,0.53,0.08,0.26,0.03,0.07,0.06,,,0.079,0.04,1200.0,,
1026,MT2008,0.12,0.2,0.08,0.51,0.09,0.29,0.03,0.08,0.05,,,,0.05,1312.0,,0.42
1027,MT2009,0.08,0.2,0.09,0.53,0.09,0.31,0.04,0.08,0.06,,,,0.04,1264.0,,
1028,MT2010,0.09,0.2,0.09,0.52,0.08,0.29,0.03,0.08,0.06,,,,0.05,1128.0,0.21,
1029,MT2011,0.11,0.21,0.09,0.51,0.06,0.3,0.03,0.07,0.05,0.08,0.292,0.084,0.05,930.0,,
1030,MT2012,0.1,0.21,0.09,0.51,0.08,0.3,0.04,0.06,0.06,,,,0.04,892.0,,0.42
1031,MT2013,0.11,0.21,0.1,0.52,0.07,0.33,0.04,0.08,0.05,,,,0.03,855.0,,
1032,MT2014,0.1,0.22,0.1,0.51,0.07,0.3,0.05,0.09,0.05,,,,0.03,807.0,0.21,
1033,MT2015,0.1,0.23,0.12,0.48,0.06,0.28,0.04,0.08,0.06,,,,0.05,770.0,,
1034,MT2016,0.11,0.26,0.11,0.46,0.05,0.25,0.05,0.06,0.06,0.13,0.28,0.03,0.03,720.0,,0.4
1035,MT2017,0.12,0.24,0.11,0.47,0.05,0.28,0.05,0.06,0.06,0.13,0.27,0.03,0.05,645.0,,
1036,MT2018,0.11,0.22,0.14,0.48,0.05,0.29,0.05,0.07,0.07,0.09,0.26,0.04,0.04,531.0,0.39,
1037,MT2019,0.12,0.24,0.12,0.47,0.04,0.32,0.04,,0.07,0.1,0.26,0.04,0.04,502.0,,
1038,MT2020,,,,,,,,,,0.13,0.26,0.04,,411.0,,0.58
1039,MT2021,0.11,0.25,0.16,0.43,0.04,0.29,0.04,,0.06,0.12,0.26,0.04,0.04,442.0,,
1040,MT2022,0.11,0.25,0.15,0.44,0.05,0.28,0.05,,0.07,0.1,0.25,0.04,0.04,401.0,0.32,
1041,MT2023,0.13,0.24,0.13,0.43,0.06,0.28,0.04,,0.06,,,,0.05,398.0,,
1042,MT2024,,,,,,0.27,0.05,,,,,,0.04,,,0.47
1043,NC1990,,,,,,,,,,,,,,16506.0,,
1044,NC1991,,,,,,,,,,,,,,16132.0,,
1045,NC1992,,,,,,,,,,,,,,15653.0,,
1046,NC1993,,,,,,,,,,,,,,15113.0,,
1047,NC1994,,,,,,,,,,,,,,15224.0,,
1048,NC1995,,,,,,,,,,,,,,15049.0,,
1049,NC1996,,,,,,,,,,,,,,15296.0,,
1050,NC1997,,,,,,,,,,,,,,15032.0,,
1051,NC1998,,,,,,,,,,,,,,15325.0,,
1052,NC1999,,,,,,,,,,,,,,15049.0,,
1053,NC2000,,,,,,0.33,,0.04,0.08,,,,0.08,15353.0,,0.31
1054,NC2001,,,,,,0.33,,0.05,0.07,,,,0.07,14336.0,,
1055,NC2002,,,,,,0.33,,0.05,0.07,,,,0.09,13756.0,0.12,
1056,NC2003,,,,,,0.33,,0.06,0.08,,,0.132,0.08,13174.0,,
1057,NC2004,,,,,,0.34,,0.05,0.07,,,,0.09,13567.0,,0.43
1058,NC2005,0.09,0.18,0.08,0.5,0.16,0.34,0.04,0.06,0.07,,,,0.1,13933.0,,
1059,NC2006,0.09,0.17,0.08,0.49,0.16,0.35,0.04,0.06,0.07,,,,0.11,14701.0,0.21,
1060,NC2007,0.09,0.18,0.09,0.5,0.14,0.34,0.04,0.06,0.06,,,0.114,0.11,15079.0,,
1061,NC2008,0.09,0.18,0.09,0.48,0.16,0.34,0.05,0.06,0.06,,,,0.12,15136.0,,0.53
1062,NC2009,0.09,0.19,0.1,0.48,0.14,0.36,0.04,0.06,0.05,,,,0.13,14093.0,,
1063,NC2010,0.1,0.19,0.09,0.49,0.14,0.37,0.05,0.07,0.05,,,,0.14,12309.0,0.21,
1064,NC2011,0.1,0.18,0.1,0.47,0.14,0.39,0.05,0.07,0.05,0.08,0.235,0.105,0.14,11070.0,,
1065,NC2012,0.1,0.19,0.1,0.46,0.14,0.37,0.05,0.08,0.05,,,,0.15,10077.0,,0.5
1066,NC2013,0.1,0.2,0.11,0.46,0.14,0.38,0.05,0.08,0.05,,,,0.14,9020.0,,
1067,NC2014,0.1,0.2,0.11,0.45,0.14,0.37,0.05,0.07,0.05,,,,0.15,8280.0,0.23,
1068,NC2015,0.1,0.2,0.12,0.44,0.14,0.37,0.04,0.08,0.05,,,,0.15,7641.0,,
1069,NC2016,0.1,0.21,0.12,0.43,0.13,0.36,0.04,0.08,0.06,0.1,0.23,0.04,0.15,7190.0,,0.51
1070,NC2017,0.1,0.22,0.13,0.44,0.13,0.37,0.05,0.08,0.05,0.09,0.19,0.05,0.15,6845.0,,
1071,NC2018,0.11,0.2,0.13,0.43,0.12,0.36,0.04,0.08,0.06,0.07,0.15,0.04,0.16,6303.0,0.32,
1072,NC2019,0.1,0.21,0.14,0.42,0.12,0.37,0.04,,0.06,0.06,0.16,0.05,0.16,6168.0,,
1073,NC2020,,,,,,,,,,0.06,0.18,0.05,,5841.0,,0.49
1074,NC2021,0.11,0.22,0.16,0.4,0.11,0.36,0.04,,0.06,0.07,0.18,0.04,0.16,5474.0,,
1075,NC2022,0.1,0.24,0.15,0.4,0.11,0.36,0.04,,0.06,0.07,0.17,0.03,0.16,5167.0,0.23,
1076,NC2023,0.1,0.23,0.16,0.4,0.11,0.35,0.04,,0.06,,,,0.17,5238.0,,
1077,NC2024,,,,,,0.35,0.04,,,,,,0.18,,,0.52
1078,ND1990,,,,,,,,,,,,,,793.0,,
1079,ND1991,,,,,,,,,,,,,,769.0,,
1080,ND1992,,,,,,,,,,,,,,811.0,,
1081,ND1993,,,,,,,,,,,,,,822.0,,
1082,ND1994,,,,,,,,,,,,,,796.0,,
1083,ND1995,,,,,,,,,,,,,,800.0,,
1084,ND1996,,,,,,,,,,,,,,793.0,,
1085,ND1997,,,,,,,,,,,,,,751.0,,
1086,ND1998,,,,,,,,,,,,,,775.0,,
1087,ND1999,,,,,,,,,,,,,,703.0,,
1088,ND2000,,,,,,0.23,,0.07,0.04,,,,0.05,706.0,,S
1089,ND2001,,,,,,0.23,,0.04,0.04,,,,0.04,673.0,,
1090,ND2002,,,,,,0.23,,0.05,0.03,,,,0.04,653.0,S,
1091,ND2003,,,,,,0.24,,0.05,0.04,,,0.061,0.05,626.0,,
1092,ND2004,,,,,,0.24,,0.06,0.04,,,,0.05,622.0,,S
1093,ND2005,0.16,0.2,0.09,0.48,0.07,0.23,0.02,0.06,0.04,,,,0.06,661.0,,
1094,ND2006,0.16,0.25,0.07,0.47,0.06,0.24,0.02,0.06,0.06,,,,0.05,633.0,S,
1095,ND2007,0.15,0.23,0.07,0.49,0.05,0.24,0.03,0.06,0.05,,,0.06,0.06,696.0,,
1096,ND2008,0.16,0.24,0.09,0.44,0.08,0.24,0.02,0.06,0.04,,,,0.06,666.0,,S
1097,ND2009,0.14,0.24,0.09,0.48,0.05,0.25,0.02,0.07,0.03,,,,0.05,663.0,,
1098,ND2010,0.15,0.23,0.11,0.46,0.04,0.25,0.02,0.08,0.03,,,,0.05,659.0,S,
1099,ND2011,0.17,0.23,0.08,0.47,0.05,0.26,0.02,0.07,0.04,0.07,0.206,0.06,0.05,647.0,,
1100,ND2012,0.16,0.24,0.11,0.43,0.05,0.28,0.02,0.09,0.04,,,,0.05,603.0,,S
1101,ND2013,0.17,0.26,0.1,0.41,0.05,0.28,0.03,0.07,0.03,,,,0.04,563.0,,
1102,ND2014,0.17,0.23,0.1,0.45,0.05,0.29,0.02,0.11,0.05,,,,0.04,564.0,0.27,
1103,ND2015,0.18,0.25,0.11,0.41,0.05,0.26,0.02,0.08,0.04,,,,0.04,527.0,,
1104,ND2016,0.17,0.26,0.13,0.38,0.06,0.26,0.02,0.08,0.05,0.07,0.18,0.02,0.04,469.0,,0.48
1105,ND2017,0.16,0.3,0.08,0.4,0.05,0.27,0.03,0.07,0.05,0.08,0.2,0.02,0.04,368.0,,
1106,ND2018,0.16,0.28,0.11,0.4,0.05,0.27,0.03,0.08,0.04,0.1,0.21,0.03,0.06,372.0,S,
1107,ND2019,0.17,0.26,0.13,0.4,0.05,0.28,0.03,,0.04,0.09,0.19,0.03,0.03,355.0,,
1108,ND2020,,,,,,,,,,0.07,0.16,0.02,,319.0,,S
1109,ND2021,0.17,0.29,0.11,0.4,0.04,0.27,0.02,,0.04,0.08,0.17,0.02,0.05,317.0,,
1110,ND2022,0.16,0.24,0.14,0.39,0.06,0.24,0.03,,0.05,0.09,0.19,0.03,0.07,305.0,S,
1111,ND2023,0.14,0.29,0.14,0.38,0.04,0.23,0.03,,0.05,,,,0.04,299.0,,
1112,ND2024,,,,,,0.25,0.03,,,,,,0.08,,,S
1113,NE1990,,,,,,,,,,,,,,2352.0,,
1114,NE1991,,,,,,,,,,,,,,2329.0,,
1115,NE1992,,,,,,,,,,,,,,2285.0,,
1116,NE1993,,,,,,,,,,,,,,2305.0,,
1117,NE1994,,,,,,,,,,,,,,2509.0,,
1118,NE1995,,,,,,,,,,,,,,2283.0,,
1119,NE1996,,,,,,,,,,,,,,2434.0,,
1120,NE1997,,,,,,,,,,,,,,2397.0,,
1121,NE1998,,,,,,,,,,,,,,2451.0,,
1122,NE1999,,,,,,,,,,,,,,2470.0,,
1123,NE2000,,,,,,0.24,,0.05,0.04,,,,0.08,2477.0,,0.32
1124,NE2001,,,,,,0.24,,0.04,0.05,,,,0.08,2393.0,,
1125,NE2002,,,,,,0.24,,0.05,0.04,,,,0.1,2394.0,0.19,
1126,NE2003,,,,,,0.21,,0.03,0.05,,,0.093,0.09,2304.0,,
1127,NE2004,,,,,,0.23,,0.06,0.05,,,,0.1,2265.0,,0.42
1128,NE2005,0.11,0.21,0.1,0.47,0.11,0.25,0.02,0.05,0.04,,,,0.11,2147.0,,
1129,NE2006,0.11,0.2,0.1,0.48,0.11,0.25,0.02,0.06,0.05,,,,0.11,2112.0,0.24,
1130,NE2007,0.11,0.22,0.1,0.47,0.1,0.27,0.02,0.07,0.05,,,0.113,0.11,2280.0,,
1131,NE2008,0.11,0.21,0.1,0.48,0.09,0.26,0.02,0.07,0.05,,,,0.13,2286.0,,0.44
1132,NE2009,0.12,0.23,0.1,0.44,0.11,0.26,0.03,0.06,0.05,,,,0.13,2209.0,,
1133,NE2010,0.11,0.23,0.1,0.45,0.11,0.28,0.03,0.08,0.05,,,,0.14,1958.0,0.11,
1134,NE2011,0.12,0.22,0.09,0.46,0.1,0.29,0.03,0.07,0.04,0.09,0.22,0.087,0.12,1731.0,,
1135,NE2012,0.11,0.22,0.11,0.44,0.11,0.3,0.02,0.08,0.04,,,,0.15,1671.0,,0.4
1136,NE2013,0.12,0.23,0.11,0.42,0.12,0.3,0.02,0.08,0.04,,,,0.14,1552.0,,
1137,NE2014,0.12,0.23,0.12,0.41,0.12,0.29,0.02,0.08,0.04,,,,0.14,1390.0,0.16,
1138,NE2015,0.13,0.23,0.12,0.41,0.09,0.29,0.02,0.07,0.05,,,,0.13,1388.0,,
1139,NE2016,0.11,0.25,0.13,0.4,0.11,0.29,0.02,0.07,0.04,0.09,0.2,0.03,0.14,1213.0,,0.53
1140,NE2017,0.12,0.23,0.13,0.41,0.11,0.29,0.02,0.07,0.04,0.09,0.2,0.03,0.15,1158.0,,
1141,NE2018,0.12,0.24,0.15,0.4,0.09,0.28,0.02,0.08,0.04,0.08,0.18,0.02,0.13,1073.0,0.32,
1142,NE2019,0.13,0.26,0.14,0.38,0.09,0.27,0.02,,0.05,0.07,0.16,0.03,0.14,993.0,,
1143,NE2020,,,,,,,,,,0.06,0.17,0.03,,984.0,,0.42
1144,NE2021,0.12,0.26,0.15,0.37,0.1,0.28,0.02,,0.04,0.06,0.18,0.02,0.14,944.0,,
1145,NE2022,0.13,0.27,0.14,0.38,0.08,0.28,0.02,,0.04,0.06,0.17,0.02,0.12,937.0,0.14,
1146,NE2023,0.13,0.28,0.14,0.37,0.08,0.28,0.02,,0.04,,,,0.14,896.0,,
1147,NE2024,,,,,,0.27,0.02,,,,,,0.16,,,0.41
1148,NH1990,,,,,,,,,,,,,,1258.0,,
1149,NH1991,,,,,,,,,,,,,,1156.0,,
1150,NH1992,,,,,,,,,,,,,,1062.0,,
1151,NH1993,,,,,,,,,,,,,,1046.0,,
1152,NH1994,,,,,,,,,,,,,,1051.0,,
1153,NH1995,,,,,,,,,,,,,,1103.0,,
1154,NH1996,,,,,,,,,,,,,,1072.0,,
1155,NH1997,,,,,,,,,,,,,,1111.0,,
1156,NH1998,,,,,,,,,,,,,,1094.0,,
1157,NH1999,,,,,,,,,,,,,,997.0,,
1158,NH2000,,,,,,0.25,,0.06,0.06,,,,0.04,995.0,,0.35
1159,NH2001,,,,,,0.23,,0.06,0.05,,,,0.06,914.0,,
1160,NH2002,,,,,,0.23,,0.08,0.05,,,,0.06,881.0,0.22,
1161,NH2003,,,,,,0.26,,0.07,0.04,,,0.087,0.05,825.0,,
1162,NH2004,,,,,,0.26,,0.07,0.05,,,,0.05,846.0,,0.56
1163,NH2005,0.1,0.23,0.14,0.48,0.06,0.24,0.02,0.07,0.04,,,,0.06,850.0,,
1164,NH2006,0.11,0.24,0.13,0.45,0.07,0.25,0.02,0.08,0.04,,,,0.05,865.0,0.13,
1165,NH2007,0.11,0.25,0.13,0.44,0.07,0.25,0.02,0.08,0.05,,,0.07,0.06,924.0,,
1166,NH2008,0.11,0.25,0.14,0.45,0.06,0.25,0.02,0.08,0.03,,,,0.07,902.0,,0.58
