,LocYear,safe1: 1,safe1: 2,safe4,safe5,safe6,safe7,safe9_10,safe1112: E,safe1112: M,Neglect,safe1112: O,safe1112: P,safe1112: S,safe1415: 1,safe1415: 2,safe161718: 1,safe161718: 2,safe1920: 1,safe1920: 2,safe212223
608,LA2013,0.07,0.34,3475.0,3429.0,731.0,961,9,49,N.R.,8312,N.R.,1852,685,,,,,0.06,0.16,0.06
609,LA2014,,,4080.0,3613.0,622.0,1033,11,60,N.R.,10267,N.R.,1998,605,,,,,0.05,0.16,
610,LA2015,0.06,0.37,4099.0,3766.0,662.0,1220,11,60,N.R.,10746,N.R.,1946,675,,,,,0.06,0.17,0.04
611,LA2016,0.05,0.36,3729.0,3715.0,727.0,1297,10,48,N.R.,9648,1,1679,601,,,,,0.06,0.19,0.04
612,LA2017,0.05,0.35,3527.0,3444.0,766.0,1378,9,37,N.R.,8874,8,1561,543,,,,,0.05,0.19,0.04
613,LA2018,0.05,0.33,3654.0,3458.0,905.0,1395,9,21,N.R.,8104,8,1355,472,,,,,0.05,0.18,0.03
614,LA2019,,,2769.0,3317.0,895.0,1337,8,17,N.R.,7359,7,1041,436,,,,,,,
615,LA2020,,,2414.0,2752.0,749.0,1164,6,20,N.R.,6009,10,772,410,,,,,,,
616,LA2021,0.04,0.29,2358.0,2551.0,602.0,1041,6,6,N.R.,5712,4,623,331,0.01,0.12,0.01,0.12,0.07,0.24,0.13
617,LA2021,0.04,0.29,2358.0,2551.0,602.0,1041,6,6,N.R.,5712,4,623,331,0.01,0.12,0.01,0.12,0.07,0.24,0.13
618,LA2021,0.04,0.29,2358.0,2551.0,602.0,1041,6,6,N.R.,5712,4,623,331,0.01,0.12,0.01,0.12,0.07,0.24,0.13
619,LA2021,0.04,0.29,2358.0,2551.0,602.0,1041,6,6,N.R.,5712,4,623,331,0.01,0.12,0.01,0.12,0.07,0.24,0.13
620,LA2021,0.04,0.29,2358.0,2551.0,602.0,1041,6,6,N.R.,5712,4,623,331,0.01,0.12,0.01,0.12,0.07,0.24,0.13
621,LA2021,0.04,0.29,2358.0,2551.0,602.0,1041,6,6,N.R.,5712,4,623,331,0.01,0.12,0.01,0.12,0.07,0.24,0.13
622,LA2022,0.04,0.3,3064.0,2635.0,,973,7,19,N.R.,6726,15,755,406,0.01,0.13,0.01,0.13,0.06,0.22,0.1
623,LA2022,0.04,0.3,3064.0,2635.0,,973,7,19,N.R.,6726,15,755,406,0.01,0.13,0.01,0.13,0.06,0.22,0.1
624,LA2022,0.04,0.3,3064.0,2635.0,,973,7,19,N.R.,6726,15,755,406,0.01,0.13,0.01,0.13,0.06,0.22,0.1
625,LA2022,0.04,0.3,3064.0,2635.0,,973,7,19,N.R.,6726,15,755,406,0.01,0.13,0.01,0.13,0.06,0.22,0.1
626,LA2022,0.04,0.3,3064.0,2635.0,,973,7,19,N.R.,6726,15,755,406,0.01,0.13,0.01,0.13,0.06,0.22,0.1
627,LA2022,0.04,0.3,3064.0,2635.0,,973,7,19,N.R.,6726,15,755,406,0.01,0.13,0.01,0.13,0.06,0.22,0.1
628,LA2023,,,3705.0,3022.0,,1149,8,33,N.R.,7966,36,957,453,,,,,,,
629,LA2024,,,,,,,8,,,,,,,,,,,,,
630,MA2000,,,7381.0,6392.0,861.0,3141,20,196,N.R.,27203,44,8304,1637,,,,,,,
631,MA2001,,,7174.0,6636.0,778.0,2907,20,139,N.R.,27879,35,8157,1517,,,,,,,
632,MA2002,0.14,0.47,6555.0,5548.0,808.0,3107,21,157,N.R.,28414,60,8070,1656,,,,,0.11,0.25,
633,MA2003,0.14,0.53,6507.0,6139.0,733.0,3052,22,159,N.R.,29731,14,8243,1571,,,,,0.1,0.26,
634,MA2004,0.12,0.53,6616.0,6347.0,812.0,3006,22,118,N.R.,29927,12,7592,1521,,,,,0.09,0.25,
635,MA2005,0.11,0.52,6252.0,6329.0,832.0,2925,22,114,N.R.,29720,14,7159,1372,,,,,0.09,0.24,0.09
636,MA2006,0.12,0.53,6377.0,6747.0,874.0,2705,22,115,N.R.,29910,11,6728,1354,,,,,0.09,0.23,0.09
637,MA2007,0.11,0.49,6413.0,6202.0,795.0,2868,23,68,N.R.,31337,14,6856,1239,,,,,0.08,0.22,0.08
638,MA2008,0.1,0.47,6688.0,6475.0,712.0,2846,26,77,N.R.,34507,18,7602,1338,,,,,0.09,0.25,0.07
639,MA2009,0.09,0.49,6171.0,6673.0,790.0,2837,24,82,N.R.,32348,13,6975,1310,,,,,0.1,0.28,0.08
640,MA2010,0.09,0.48,5515.0,5960.0,726.0,2758,17,31,N.R.,22306,4,3357,822,,,,,0.11,0.28,0.09
641,MA2011,0.08,0.47,5370.0,5464.0,724.0,2675,14,27,N.R.,18246,10,2955,762,,,,,0.11,0.26,0.07
642,MA2012,0.08,0.46,5300.0,5118.0,754.0,2469,14,30,N.R.,17320,9,2774,799,,,,,0.09,0.27,0.06
643,MA2013,0.07,0.44,5425.0,5112.0,799.0,2489,15,22,N.R.,18432,16,2682,804,,,,,0.09,0.29,0.05
644,MA2014,,,6687.0,5059.0,589.0,2771,23,36,N.R.,29838,19,3448,840,,,,,0.09,0.27,
645,MA2015,0.06,0.47,6245.0,5660.0,623.0,3052,22,35,N.R.,29276,13,2991,705,,,,,0.09,0.28,0.05
646,MA2016,0.07,0.51,6661.0,5769.0,669.0,3481,23,30,N.R.,30382,18,2854,763,,,,,0.09,0.3,0.04
647,MA2017,0.07,0.47,6103.0,5836.0,657.0,3656,18,N.R.,N.R.,23520,24,2211,860,,,,,0.09,0.31,0.04
648,MA2018,0.05,0.43,5789.0,5844.0,826.0,3381,19,N.R.,N.R.,24206,2,2191,825,,,,,0.1,0.31,0.04
649,MA2019,,,5419.0,5930.0,998.0,3646,18,N.R.,N.R.,23480,2,1990,796,,,,,,,
650,MA2020,,,4594.0,4969.0,762.0,3548,17,N.R.,N.R.,21161,N.R.,1765,732,,,,,,,
651,MA2021,0.04,0.37,4400.0,4404.0,755.0,3486,17,N.R.,N.R.,21361,5,1614,793,0.01,0.1,0.01,0.1,0.08,0.33,0.08
652,MA2021,0.04,0.37,4400.0,4404.0,755.0,3486,17,N.R.,N.R.,21361,5,1614,793,0.01,0.1,0.01,0.1,0.08,0.33,0.08
653,MA2021,0.04,0.37,4400.0,4404.0,755.0,3486,17,N.R.,N.R.,21361,5,1614,793,0.01,0.1,0.01,0.1,0.08,0.33,0.08
654,MA2021,0.04,0.37,4400.0,4404.0,755.0,3486,17,N.R.,N.R.,21361,5,1614,793,0.01,0.1,0.01,0.1,0.08,0.33,0.08
655,MA2021,0.04,0.37,4400.0,4404.0,755.0,3486,17,N.R.,N.R.,21361,5,1614,793,0.01,0.1,0.01,0.1,0.08,0.33,0.08
656,MA2021,0.04,0.37,4400.0,4404.0,755.0,3486,17,N.R.,N.R.,21361,5,1614,793,0.01,0.1,0.01,0.1,0.08,0.33,0.08
657,MA2022,0.04,0.34,3836.0,4082.0,,3342,16,N.R.,N.R.,20588,4,1796,792,0.02,0.11,0.02,0.11,0.09,0.37,0.09
658,MA2022,0.04,0.34,3836.0,4082.0,,3342,16,N.R.,N.R.,20588,4,1796,792,0.02,0.11,0.02,0.11,0.09,0.37,0.09
659,MA2022,0.04,0.34,3836.0,4082.0,,3342,16,N.R.,N.R.,20588,4,1796,792,0.02,0.11,0.02,0.11,0.09,0.37,0.09
660,MA2022,0.04,0.34,3836.0,4082.0,,3342,16,N.R.,N.R.,20588,4,1796,792,0.02,0.11,0.02,0.11,0.09,0.37,0.09
661,MA2022,0.04,0.34,3836.0,4082.0,,3342,16,N.R.,N.R.,20588,4,1796,792,0.02,0.11,0.02,0.11,0.09,0.37,0.09
662,MA2022,0.04,0.34,3836.0,4082.0,,3342,16,N.R.,N.R.,20588,4,1796,792,0.02,0.11,0.02,0.11,0.09,0.37,0.09
663,MA2023,,,3604.0,3444.0,,3275,16,N.R.,N.R.,20231,5,1809,726,,,,,,,
664,MA2024,,,,,,,15,,,,,,,,,,,,,
665,MD2000,,,3928.0,3110.0,552.0,3043,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,,,,,,,
666,MD2001,,,3662.0,3064.0,815.0,3244,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,,,,,,,
667,MD2002,0.09,0.4,3563.0,3445.0,949.0,2931,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,,,,,0.08,0.19,
668,MD2003,0.09,0.38,3470.0,3062.0,742.0,2499,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,,,,,0.07,0.18,
669,MD2004,0.09,0.37,3564.0,3265.0,915.0,2202,10,47,N.R.,8426,N.R.,4551,1871,,,,,0.07,0.14,
670,MD2005,0.09,0.38,3353.0,2679.0,620.0,1953,10,46,N.R.,8402,N.R.,3901,1923,,,,,0.06,0.13,0.07
671,MD2006,0.1,0.4,3174.0,1329.0,364.0,2168,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,,,,,0.06,0.16,0.08
672,MD2007,0.09,0.41,2840.0,2793.0,203.0,1760,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,,,,,0.06,0.16,0.07
673,MD2008,0.08,0.37,2593.0,3264.0,603.0,1438,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,,,,,0.07,0.16,0.06
674,MD2009,0.08,0.36,2772.0,3265.0,734.0,1220,11,74,N.R.,10360,N.R.,3960,1857,,,,,0.07,0.19,0.06
675,MD2010,0.07,0.4,2793.0,3649.0,644.0,883,10,31,N.R.,8731,N.R.,3107,1617,,,,,0.06,0.18,0.06
676,MD2011,0.07,0.43,2839.0,3167.0,530.0,772,10,20,N.R.,9092,N.R.,3215,1802,,,,,0.08,0.18,0.06
677,MD2012,0.07,0.39,2653.0,3047.0,455.0,559,10,29,N.R.,8905,N.R.,2966,1742,,,,,0.08,0.2,0.05
678,MD2013,0.06,0.35,2302.0,2594.0,355.0,498,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,N.R.,,,,,0.08,0.23,0.06
679,MD2014,,,2097.0,2397.0,344.0,464,12,21,N.R.,10566,N.R.,4298,1590,,,,,0.09,0.25,
680,MD2015,0.05,0.43,2114.0,2131.0,294.0,508,5,19,N.R.,4020,N.R.,1529,1617,,,,,0.08,0.27,0.04
681,MD2016,0.05,0.4,2250.0,2176.0,361.0,468,5,14,N.R.,4155,N.R.,1587,1693,,,,,0.07,0.26,0.03
682,MD2017,0.04,0.37,2366.0,2196.0,348.0,481,6,10,N.R.,4568,N.R.,1680,1770,,,,,0.07,0.25,0.03
683,MD2018,0.04,0.37,2413.0,2237.0,353.0,385,6,20,N.R.,4779,N.R.,1507,1888,,,,,0.07,0.26,0.04
684,MD2019,,,1917.0,1949.0,291.0,370,6,12,N.R.,4648,N.R.,1554,1912,,,,,,,
685,MD2020,,,1705.0,1359.0,237.0,347,5,16,N.R.,4220,N.R.,1407,2056,,,,,,,
686,MD2021,0.03,0.3,1538.0,1858.0,220.0,354,5,4,N.R.,3491,N.R.,1159,2046,0.01,0.12,0.01,0.12,0.06,0.28,0.08
687,MD2021,0.03,0.3,1538.0,1858.0,220.0,354,5,4,N.R.,3491,N.R.,1159,2046,0.01,0.12,0.01,0.12,0.06,0.28,0.08
688,MD2021,0.03,0.3,1538.0,1858.0,220.0,354,5,4,N.R.,3491,N.R.,1159,2046,0.01,0.12,0.01,0.12,0.06,0.28,0.08
689,MD2021,0.03,0.3,1538.0,1858.0,220.0,354,5,4,N.R.,3491,N.R.,1159,2046,0.01,0.12,0.01,0.12,0.06,0.28,0.08
690,MD2021,0.03,0.3,1538.0,1858.0,220.0,354,5,4,N.R.,3491,N.R.,1159,2046,0.01,0.12,0.01,0.12,0.06,0.28,0.08
691,MD2021,0.03,0.3,1538.0,1858.0,220.0,354,5,4,N.R.,3491,N.R.,1159,2046,0.01,0.12,0.01,0.12,0.06,0.28,0.08
692,MD2022,0.03,0.26,1541.0,1725.0,,372,5,12,N.R.,3691,N.R.,1306,1971,0.01,0.09,0.01,0.09,0.07,0.25,0.09
693,MD2022,0.03,0.26,1541.0,1725.0,,372,5,12,N.R.,3691,N.R.,1306,1971,0.01,0.09,0.01,0.09,0.07,0.25,0.09
694,MD2022,0.03,0.26,1541.0,1725.0,,372,5,12,N.R.,3691,N.R.,1306,1971,0.01,0.09,0.01,0.09,0.07,0.25,0.09
695,MD2022,0.03,0.26,1541.0,1725.0,,372,5,12,N.R.,3691,N.R.,1306,1971,0.01,0.09,0.01,0.09,0.07,0.25,0.09
696,MD2022,0.03,0.26,1541.0,1725.0,,372,5,12,N.R.,3691,N.R.,1306,1971,0.01,0.09,0.01,0.09,0.07,0.25,0.09
697,MD2022,0.03,0.26,1541.0,1725.0,,372,5,12,N.R.,3691,N.R.,1306,1971,0.01,0.09,0.01,0.09,0.07,0.25,0.09
698,MD2023,,,1284.0,1441.0,,412,4,6,N.R.,3496,N.R.,1304,1647,,,,,,,
699,MD2024,,,,,,,5,,,,,,,,,,,,,
700,ME2000,,,1052.0,721.0,379.0,1128,15,2794,N.R.,3452,N.R.,1870,1157,,,,,,,
701,ME2001,,,1047.0,715.0,367.0,1012,14,2511,N.R.,3256,N.R.,1526,1077,,,,,,,
702,ME2002,0.11,0.45,850.0,740.0,318.0,989,12,2255,N.R.,2937,N.R.,1378,816,,,,,0.11,0.23,
703,ME2003,0.11,0.44,904.0,933.0,287.0,841,15,2948,N.R.,3698,N.R.,1729,896,,,,,0.12,0.24,
704,ME2004,0.12,0.43,808.0,967.0,308.0,850,13,2480,N.R.,3390,N.R.,1491,717,,,,,0.12,0.25,
705,ME2005,0.11,0.46,727.0,991.0,316.0,834,11,1694,N.R.,2577,N.R.,1020,545,,,,,0.11,0.28,0.11
706,ME2006,0.11,0.46,737.0,967.0,331.0,730,12,1594,N.R.,2730,N.R.,836,516,,,,,0.1,0.26,0.09
707,ME2007,0.1,0.43,843.0,929.0,329.0,615,14,1855,N.R.,3097,N.R.,1007,464,,,,,0.09,0.23,0.08
708,ME2008,0.08,0.45,897.0,979.0,322.0,619,13,1873,N.R.,3150,N.R.,919,432,,,,,0.08,0.26,0.07
709,ME2009,0.08,0.46,753.0,959.0,323.0,571,14,2095,N.R.,3237,N.R.,953,369,,,,,0.09,0.27,0.06
710,ME2010,0.07,0.42,760.0,841.0,276.0,575,12,1258,N.R.,2383,N.R.,513,218,,,,,0.09,0.24,0.06
711,ME2011,0.07,0.42,552.0,785.0,296.0,511,12,1248,N.R.,2181,N.R.,507,166,,,,,0.09,0.23,0.06
712,ME2012,0.07,0.43,911.0,667.0,291.0,480,14,1366,N.R.,2782,N.R.,712,254,,,,,0.09,0.25,0.05
713,ME2013,0.07,0.43,962.0,666.0,214.0,564,15,1345,N.R.,2738,N.R.,792,246,,,,,0.1,0.28,0.05
714,ME2014,,,916.0,788.0,295.0,590,15,1353,N.R.,2551,N.R.,932,278,,,,,0.1,0.3,
715,ME2015,0.07,0.41,902.0,890.0,328.0,666,13,1079,N.R.,2240,N.R.,970,233,,,,,0.1,0.31,0.05
716,ME2016,0.06,0.4,916.0,921.0,399.0,647,14,1152,N.R.,2176,N.R.,1063,276,,,,,0.1,0.34,0.05
717,ME2017,0.06,0.39,820.0,1067.0,456.0,576,14,1195,N.R.,2190,N.R.,1020,284,,,,,0.1,0.35,0.05
718,ME2018,0.05,0.36,1080.0,883.0,395.0,482,14,1194,N.R.,2093,N.R.,1051,301,,,,,0.11,0.35,0.05
719,ME2019,,,1246.0,901.0,294.0,510,18,1475,N.R.,2740,N.R.,1305,357,,,,,,,
720,ME2020,,,1115.0,892.0,247.0,610,19,1811,N.R.,2912,N.R.,1331,381,,,,,,,
721,ME2021,0.03,0.32,909.0,979.0,339.0,756,17,1619,N.R.,2533,N.R.,1024,303,0.02,0.16,0.02,0.16,0.07,0.34,0.09
722,ME2021,0.03,0.32,909.0,979.0,339.0,756,17,1619,N.R.,2533,N.R.,1024,303,0.02,0.16,0.02,0.16,0.07,0.34,0.09
723,ME2021,0.03,0.32,909.0,979.0,339.0,756,17,1619,N.R.,2533,N.R.,1024,303,0.02,0.16,0.02,0.16,0.07,0.34,0.09
724,ME2021,0.03,0.32,909.0,979.0,339.0,756,17,1619,N.R.,2533,N.R.,1024,303,0.02,0.16,0.02,0.16,0.07,0.34,0.09
725,ME2021,0.03,0.32,909.0,979.0,339.0,756,17,1619,N.R.,2533,N.R.,1024,303,0.02,0.16,0.02,0.16,0.07,0.34,0.09
726,ME2021,0.03,0.32,909.0,979.0,339.0,756,17,1619,N.R.,2533,N.R.,1024,303,0.02,0.16,0.02,0.16,0.07,0.34,0.09
727,ME2022,0.04,0.34,1130.0,863.0,,665,15,1252,N.R.,2446,N.R.,927,238,0.02,0.16,0.02,0.16,0.08,0.38,0.1
728,ME2022,0.04,0.34,1130.0,863.0,,665,15,1252,N.R.,2446,N.R.,927,238,0.02,0.16,0.02,0.16,0.08,0.38,0.1
729,ME2022,0.04,0.34,1130.0,863.0,,665,15,1252,N.R.,2446,N.R.,927,238,0.02,0.16,0.02,0.16,0.08,0.38,0.1
730,ME2022,0.04,0.34,1130.0,863.0,,665,15,1252,N.R.,2446,N.R.,927,238,0.02,0.16,0.02,0.16,0.08,0.38,0.1
731,ME2022,0.04,0.34,1130.0,863.0,,665,15,1252,N.R.,2446,N.R.,927,238,0.02,0.16,0.02,0.16,0.08,0.38,0.1
732,ME2022,0.04,0.34,1130.0,863.0,,665,15,1252,N.R.,2446,N.R.,927,238,0.02,0.16,0.02,0.16,0.08,0.38,0.1
733,ME2023,,,1072.0,899.0,,769,15,1297,N.R.,2292,N.R.,971,234,,,,,,,
734,ME2024,,,,,,,15,,,,,,,,,,,,,
735,MI2000,,,10707.0,7802.0,2804.0,7627,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,,,,,,,
736,MI2001,,,12283.0,8312.0,2980.0,7726,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,,,,,,,
737,MI2002,0.12,0.44,10019.0,9827.0,2848.0,6751,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,,,,,0.09,0.18,
738,MI2003,0.11,0.45,9650.0,8979.0,2622.0,6966,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,,,,,0.09,0.19,
739,MI2004,0.1,0.46,9741.0,9234.0,2801.0,6486,10,917,605,18725,933,5317,1390,,,,,0.07,0.19,
740,MI2005,0.1,0.48,9296.0,9546.0,2883.0,7059,9,521,438,17351,620,4274,1134,,,,,0.07,0.17,0.07
741,MI2006,0.1,0.46,9005.0,8695.0,2591.0,6163,10,540,450,19319,690,4573,1196,,,,,0.08,0.19,0.08
742,MI2007,0.09,0.44,9114.0,8550.0,2617.0,6116,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,,,,,0.07,0.19,0.08
743,MI2008,0.09,0.43,8715.0,9379.0,2731.0,5674,11,4282,812,22498,5321,5638,1174,,,,,0.08,0.19,0.08
744,MI2009,0.08,0.43,7863.0,10182.0,3200.0,4902,13,8011,852,24867,9140,6897,1236,,,,,0.08,0.2,0.07
745,MI2010,0.08,0.44,8203.0,9303.0,2597.0,5235,14,10602,977,27177,11235,7310,1157,,,,,0.08,0.21,0.07
746,MI2011,0.08,0.43,7420.0,8502.0,2500.0,4237,14,12266,1001,28065,12094,7674,1177,,,,,0.09,0.22,0.07
747,MI2012,0.06,0.42,7145.0,7869.0,2559.0,3586,15,13476,1015,28039,12663,8273,1227,,,,,0.09,0.22,0.06
748,MI2013,0.06,0.42,7716.0,7646.0,2374.0,3337,15,15071,920,28761,13797,8723,1344,,,,,0.08,0.23,0.05
749,MI2014,,,7581.0,7489.0,2137.0,3584,14,158,696,25317,N.R.,7526,974,,,,,0.08,0.23,
750,MI2015,0.06,0.4,6982.0,7360.0,1765.0,3875,16,133,614,28071,N.R.,8214,1083,,,,,0.08,0.22,0.05
751,MI2016,0.05,0.39,6512.0,6595.0,2078.0,3416,17,156,774,29940,1,8707,1130,,,,,0.08,0.24,0.04
752,MI2017,0.05,0.39,6854.0,6312.0,1970.0,3646,17,132,716,30149,N.R.,9426,1408,,,,,0.08,0.27,0.04
753,MI2018,0.05,0.39,6208.0,5984.0,1991.0,3898,17,225,746,30128,N.R.,8923,1406,,,,,0.07,0.29,0.04
754,MI2019,,,5758.0,6169.0,2161.0,3818,15,209,741,28778,1,5065,1304,,,,,,,
755,MI2020,,,4386.0,5360.0,1851.0,3660,13,166,583,23356,N.R.,4009,1197,,,,,,,
756,MI2021,0.03,0.3,3837.0,4945.0,1689.0,3321,11,187,511,21032,N.R.,3645,1368,0.01,0.11,0.01,0.11,0.07,0.3,0.08
757,MI2021,0.03,0.3,3837.0,4945.0,1689.0,3321,11,187,511,21032,N.R.,3645,1368,0.01,0.11,0.01,0.11,0.07,0.3,0.08
758,MI2021,0.03,0.3,3837.0,4945.0,1689.0,3321,11,187,511,21032,N.R.,3645,1368,0.01,0.11,0.01,0.11,0.07,0.3,0.08
759,MI2021,0.03,0.3,3837.0,4945.0,1689.0,3321,11,187,511,21032,N.R.,3645,1368,0.01,0.11,0.01,0.11,0.07,0.3,0.08
760,MI2021,0.03,0.3,3837.0,4945.0,1689.0,3321,11,187,511,21032,N.R.,3645,1368,0.01,0.11,0.01,0.11,0.07,0.3,0.08
761,MI2021,0.03,0.3,3837.0,4945.0,1689.0,3321,11,187,511,21032,N.R.,3645,1368,0.01,0.11,0.01,0.11,0.07,0.3,0.08
762,MI2022,0.03,0.3,3625.0,4242.0,,3167,11,156,563,19883,N.R.,3758,1282,0.01,0.11,0.01,0.11,0.06,0.3,0.08
763,MI2022,0.03,0.3,3625.0,4242.0,,3167,11,156,563,19883,N.R.,3758,1282,0.01,0.11,0.01,0.11,0.06,0.3,0.08
764,MI2022,0.03,0.3,3625.0,4242.0,,3167,11,156,563,19883,N.R.,3758,1282,0.01,0.11,0.01,0.11,0.06,0.3,0.08
765,MI2022,0.03,0.3,3625.0,4242.0,,3167,11,156,563,19883,N.R.,3758,1282,0.01,0.11,0.01,0.11,0.06,0.3,0.08
766,MI2022,0.03,0.3,3625.0,4242.0,,3167,11,156,563,19883,N.R.,3758,1282,0.01,0.11,0.01,0.11,0.06,0.3,0.08
767,MI2022,0.03,0.3,3625.0,4242.0,,3167,11,156,563,19883,N.R.,3758,1282,0.01,0.11,0.01,0.11,0.06,0.3,0.08
768,MI2023,,,3865.0,3934.0,,2704,11,140,563,18359,N.R.,4439,1436,,,,,,,
769,MI2024,,,,,,,11,,,,,,,,,,,,,
770,MN2000,,,10803.0,9939.0,614.0,1725,9,105,20,8348,N.R.,2767,930,,,,,,,
771,MN2001,,,10012.0,9269.0,567.0,1611,7,75,13,6799,N.R.,2325,937,,,,,,,
772,MN2002,0.13,0.5,10317.0,9700.0,626.0,1548,7,86,32,6921,N.R.,2303,983,,,,,0.09,0.17,
773,MN2003,0.13,0.48,8080.0,8195.0,644.0,1918,7,96,142,6352,N.R.,2000,1023,,,,,0.08,0.16,
774,MN2004,0.13,0.48,7806.0,7554.0,603.0,1795,6,55,111,5895,1,1582,893,,,,,0.08,0.17,
775,MN2005,0.13,0.5,8166.0,7308.0,732.0,1559,6,80,152,6116,N.R.,1578,971,,,,,0.08,0.17,0.09
776,MN2006,0.12,0.53,8017.0,7248.0,664.0,1363,6,75,129,5546,N.R.,1316,985,,,,,0.07,0.2,0.09
777,MN2007,0.1,0.54,7740.0,7480.0,549.0,1526,5,43,123,4894,N.R.,1226,966,,,,,0.07,0.21,0.09
778,MN2008,0.08,0.47,7190.0,7508.0,785.0,1393,4,63,61,4007,N.R.,1117,973,,,,,0.06,0.17,0.08
779,MN2009,0.08,0.46,5999.0,6283.0,660.0,1227,4,44,67,3313,N.R.,1043,814,,,,,0.06,0.17,0.07
780,MN2010,0.08,0.48,5643.0,5697.0,627.0,1073,3,32,51,3056,N.R.,894,818,,,,,0.07,0.19,0.08
781,MN2011,0.08,0.47,5946.0,5709.0,580.0,955,3,52,47,2984,N.R.,908,789,,,,,0.07,0.18,0.07
782,MN2012,0.07,0.45,5974.0,5276.0,498.0,983,3,29,50,2933,N.R.,800,844,,,,,0.07,0.17,0.05
783,MN2013,0.05,0.42,6059.0,5473.0,583.0,1219,3,29,39,2840,N.R.,878,745,,,,,0.07,0.2,0.04
784,MN2014,,,6212.0,5240.0,642.0,1188,3,29,40,2856,N.R.,753,851,,,,,0.06,0.19,
785,MN2015,0.05,0.46,6911.0,5351.0,735.0,1285,4,47,61,3467,N.R.,1152,930,,,,,0.06,0.17,0.05
786,MN2016,0.05,0.45,7277.0,5788.0,899.0,1541,6,70,70,4938,N.R.,2520,1288,,,,,0.06,0.19,0.04
787,MN2017,0.05,0.43,7408.0,6225.0,946.0,1990,7,135,20,5636,N.R.,2632,1524,,,,,0.06,0.22,0.04
788,MN2018,0.05,0.41,6743.0,6771.0,1284.0,2026,6,126,N.R.,5308,N.R.,1541,1591,,,,,0.07,0.22,0.05
789,MN2019,,,6045.0,6614.0,1347.0,1951,5,133,N.R.,4665,N.R.,986,1578,,,,,,,
790,MN2020,,,5007.0,5429.0,1043.0,1869,5,174,N.R.,4604,N.R.,911,1634,,,,,,,
791,MN2021,0.04,0.34,4552.0,5214.0,1001.0,1818,4,117,N.R.,3836,N.R.,608,1442,0.02,0.16,0.02,0.16,0.06,0.3,0.1
792,MN2021,0.04,0.34,4552.0,5214.0,1001.0,1818,4,117,N.R.,3836,N.R.,608,1442,0.02,0.16,0.02,0.16,0.06,0.3,0.1
793,MN2021,0.04,0.34,4552.0,5214.0,1001.0,1818,4,117,N.R.,3836,N.R.,608,1442,0.02,0.16,0.02,0.16,0.06,0.3,0.1
794,MN2021,0.04,0.34,4552.0,5214.0,1001.0,1818,4,117,N.R.,3836,N.R.,608,1442,0.02,0.16,0.02,0.16,0.06,0.3,0.1
795,MN2021,0.04,0.34,4552.0,5214.0,1001.0,1818,4,117,N.R.,3836,N.R.,608,1442,0.02,0.16,0.02,0.16,0.06,0.3,0.1
796,MN2021,0.04,0.34,4552.0,5214.0,1001.0,1818,4,117,N.R.,3836,N.R.,608,1442,0.02,0.16,0.02,0.16,0.06,0.3,0.1
797,MN2022,0.03,0.34,4213.0,4790.0,,1633,4,125,N.R.,3584,N.R.,700,1404,0.01,0.14,0.01,0.14,0.06,0.3,0.08
798,MN2022,0.03,0.34,4213.0,4790.0,,1633,4,125,N.R.,3584,N.R.,700,1404,0.01,0.14,0.01,0.14,0.06,0.3,0.08
799,MN2022,0.03,0.34,4213.0,4790.0,,1633,4,125,N.R.,3584,N.R.,700,1404,0.01,0.14,0.01,0.14,0.06,0.3,0.08
800,MN2022,0.03,0.34,4213.0,4790.0,,1633,4,125,N.R.,3584,N.R.,700,1404,0.01,0.14,0.01,0.14,0.06,0.3,0.08
801,MN2022,0.03,0.34,4213.0,4790.0,,1633,4,125,N.R.,3584,N.R.,700,1404,0.01,0.14,0.01,0.14,0.06,0.3,0.08
802,MN2022,0.03,0.34,4213.0,4790.0,,1633,4,125,N.R.,3584,N.R.,700,1404,0.01,0.14,0.01,0.14,0.06,0.3,0.08
803,MN2023,,,4127.0,4581.0,,1260,4,135,N.R.,3226,N.R.,581,1565,,,,,,,
804,MN2024,,,,,,,4,,,,,,,,,,,,,
805,MO2000,,,7216.0,5509.0,1265.0,3104,5,294,184,3102,363,1890,2033,,,,,,,
806,MO2001,,,7392.0,5703.0,1101.0,2990,5,636,247,4054,293,2205,2004,,,,,,,
807,MO2002,0.13,0.44,7139.0,6342.0,1542.0,2844,6,562,299,4315,246,2458,2475,,,,,0.07,0.19,
