,LocYear,safe1: 1,safe1: 2,safe4,safe5,safe6,safe7,safe9_10,safe1112: E,safe1112: M,Neglect,safe1112: O,safe1112: P,safe1112: S,safe1415: 1,safe1415: 2,safe161718: 1,safe161718: 2,safe1920: 1,safe1920: 2,safe212223
196,CO2021,0.05,0.32,3542.0,3899.0,790.0,872,9,224,174,9142,29,1081,1169,0.02,0.13,0.02,0.13,0.07,0.35,0.11
197,CO2021,0.05,0.32,3542.0,3899.0,790.0,872,9,224,174,9142,29,1081,1169,0.02,0.13,0.02,0.13,0.07,0.35,0.11
198,CO2021,0.05,0.32,3542.0,3899.0,790.0,872,9,224,174,9142,29,1081,1169,0.02,0.13,0.02,0.13,0.07,0.35,0.11
199,CO2021,0.05,0.32,3542.0,3899.0,790.0,872,9,224,174,9142,29,1081,1169,0.02,0.13,0.02,0.13,0.07,0.35,0.11
200,CO2021,0.05,0.32,3542.0,3899.0,790.0,872,9,224,174,9142,29,1081,1169,0.02,0.13,0.02,0.13,0.07,0.35,0.11
201,CO2021,0.05,0.32,3542.0,3899.0,790.0,872,9,224,174,9142,29,1081,1169,0.02,0.13,0.02,0.13,0.07,0.35,0.11
202,CO2022,0.04,0.28,3097.0,3022.0,,823,8,211,138,7964,37,935,1061,0.01,0.13,0.01,0.13,0.07,0.33,0.1
203,CO2022,0.04,0.28,3097.0,3022.0,,823,8,211,138,7964,37,935,1061,0.01,0.13,0.01,0.13,0.07,0.33,0.1
204,CO2022,0.04,0.28,3097.0,3022.0,,823,8,211,138,7964,37,935,1061,0.01,0.13,0.01,0.13,0.07,0.33,0.1
205,CO2022,0.04,0.28,3097.0,3022.0,,823,8,211,138,7964,37,935,1061,0.01,0.13,0.01,0.13,0.07,0.33,0.1
206,CO2022,0.04,0.28,3097.0,3022.0,,823,8,211,138,7964,37,935,1061,0.01,0.13,0.01,0.13,0.07,0.33,0.1
207,CO2022,0.04,0.28,3097.0,3022.0,,823,8,211,138,7964,37,935,1061,0.01,0.13,0.01,0.13,0.07,0.33,0.1
208,CO2023,,,3249.0,2562.0,,224,8,210,138,8209,30,974,883,,,,,,,
209,CO2024,,,,,,,7,,,,,,,,,,,,,
210,CT2000,,,2763.0,2368.0,499.0,998,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,,,,,,,
211,CT2001,,,2713.0,1943.0,444.0,979,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,,,,,,,
212,CT2002,0.11,0.48,2763.0,2787.0,617.0,1102,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,,,,,0.09,0.24,
213,CT2003,0.12,0.49,3130.0,2143.0,342.0,1374,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,,,,,0.09,0.24,
214,CT2004,0.12,0.49,2922.0,2119.0,349.0,1450,14,5736,494,9470,945,2218,766,,,,,0.09,0.24,
215,CT2005,0.12,0.5,2856.0,1904.0,740.0,1381,12,4743,428,8563,739,1510,640,,,,,0.08,0.23,0.09
216,CT2006,0.13,0.5,3126.0,1970.0,649.0,1502,11,559,442,8814,N.R.,1178,548,,,,,0.08,0.2,0.09
217,CT2007,0.13,0.47,2681.0,3150.0,702.0,1494,11,593,427,8394,N.R.,1074,479,,,,,0.08,0.2,0.08
218,CT2008,0.13,0.47,2673.0,2949.0,772.0,1430,11,3701,442,7175,N.R.,1012,453,,,,,0.08,0.23,0.08
219,CT2009,0.11,0.49,2466.0,2972.0,768.0,1354,11,630,392,8348,N.R.,1083,427,,,,,0.09,0.24,0.07
220,CT2010,0.1,0.48,2483.0,2652.0,665.0,1245,12,417,365,9147,N.R.,588,429,,,,,0.09,0.22,0.07
221,CT2011,0.08,0.47,,2099.0,611.0,1344,12,3179,349,7980,N.R.,585,461,,,,,0.09,0.24,0.07
222,CT2012,0.08,0.45,1693.0,1505.0,490.0,1385,10,2589,212,6577,N.R.,498,438,,,,,0.09,0.24,0.05
223,CT2013,0.06,0.42,1792.0,1558.0,490.0,1158,9,2394,294,5949,N.R.,464,396,,,,,0.08,0.22,0.05
224,CT2014,,,1891.0,1481.0,502.0,1227,10,2489,300,6245,N.R.,466,396,,,,,0.08,0.25,
225,CT2015,0.06,0.46,1765.0,1448.0,573.0,1197,9,2036,241,5866,N.R.,467,389,,,,,0.08,0.27,0.05
226,CT2016,0.06,0.47,2040.0,1483.0,529.0,1111,10,2300,230,6585,7,516,364,,,,,0.08,0.3,0.05
227,CT2017,0.06,0.47,2002.0,1527.0,488.0,1157,11,2434,305,7119,N.R.,510,392,,,,,0.08,0.3,0.04
228,CT2018,0.05,0.48,2073.0,1560.0,497.0,1235,10,2383,216,6523,N.R.,408,380,,,,,0.07,0.27,0.04
229,CT2019,,,2046.0,1647.0,633.0,1166,11,2560,245,6893,N.R.,433,371,,,,,,,
230,CT2020,,,1345.0,1397.0,450.0,1398,9,1933,165,5379,N.R.,350,372,,,,,,,
231,CT2021,0.04,0.35,1168.0,1553.0,460.0,1137,8,1493,151,4825,N.R.,256,385,0.01,0.1,0.01,0.1,0.07,0.3,0.08
232,CT2021,0.04,0.35,1168.0,1553.0,460.0,1137,8,1493,151,4825,N.R.,256,385,0.01,0.1,0.01,0.1,0.07,0.3,0.08
233,CT2021,0.04,0.35,1168.0,1553.0,460.0,1137,8,1493,151,4825,N.R.,256,385,0.01,0.1,0.01,0.1,0.07,0.3,0.08
234,CT2021,0.04,0.35,1168.0,1553.0,460.0,1137,8,1493,151,4825,N.R.,256,385,0.01,0.1,0.01,0.1,0.07,0.3,0.08
235,CT2021,0.04,0.35,1168.0,1553.0,460.0,1137,8,1493,151,4825,N.R.,256,385,0.01,0.1,0.01,0.1,0.07,0.3,0.08
236,CT2021,0.04,0.35,1168.0,1553.0,460.0,1137,8,1493,151,4825,N.R.,256,385,0.01,0.1,0.01,0.1,0.07,0.3,0.08
237,CT2022,0.04,0.37,1250.0,1412.0,,1062,7,1336,129,4292,N.R.,303,410,0.01,0.11,0.01,0.11,0.07,0.33,0.1
238,CT2022,0.04,0.37,1250.0,1412.0,,1062,7,1336,129,4292,N.R.,303,410,0.01,0.11,0.01,0.11,0.07,0.33,0.1
239,CT2022,0.04,0.37,1250.0,1412.0,,1062,7,1336,129,4292,N.R.,303,410,0.01,0.11,0.01,0.11,0.07,0.33,0.1
240,CT2022,0.04,0.37,1250.0,1412.0,,1062,7,1336,129,4292,N.R.,303,410,0.01,0.11,0.01,0.11,0.07,0.33,0.1
241,CT2022,0.04,0.37,1250.0,1412.0,,1062,7,1336,129,4292,N.R.,303,410,0.01,0.11,0.01,0.11,0.07,0.33,0.1
242,CT2022,0.04,0.37,1250.0,1412.0,,1062,7,1336,129,4292,N.R.,303,410,0.01,0.11,0.01,0.11,0.07,0.33,0.1
243,CT2023,,,1443.0,1357.0,,355,7,1403,149,4463,N.R.,286,436,,,,,,,
244,CT2024,,,,,,,8,,,,,,,,,,,,,
245,DE2000,,,950.0,886.0,103.0,333,9,327,63,568,281,367,168,,,,,,,
246,DE2001,,,939.0,916.0,117.0,335,8,320,32,499,250,370,161,,,,,,,
247,DE2002,0.1,0.43,918.0,928.0,133.0,227,7,266,43,532,184,274,113,,,,,0.09,0.22,
248,DE2003,0.1,0.45,861.0,810.0,101.0,170,6,278,49,438,80,301,153,,,,,0.07,0.21,
249,DE2004,0.1,0.43,880.0,749.0,73.0,218,8,385,50,453,191,410,205,,,,,0.07,0.2,
250,DE2005,0.1,0.43,925.0,681.0,78.0,274,9,519,49,558,246,570,186,,,,,0.07,0.18,0.08
251,DE2006,0.09,0.45,1021.0,791.0,94.0,302,9,516,49,836,160,371,162,,,,,0.07,0.19,0.07
252,DE2007,0.09,0.47,1110.0,939.0,118.0,311,10,566,36,928,233,389,141,,,,,0.07,0.22,0.07
253,DE2008,0.09,0.48,627.0,785.0,111.0,304,11,620,24,942,208,407,201,,,,,0.07,0.23,0.08
254,DE2009,0.09,0.45,445.0,555.0,125.0,239,10,649,23,846,180,362,153,,,,,0.08,0.21,0.08
255,DE2010,0.09,0.43,411.0,455.0,67.0,253,10,791,19,859,169,325,156,,,,,0.08,0.21,0.07
256,DE2011,0.07,0.43,537.0,421.0,95.0,244,12,1029,10,868,242,409,175,,,,,0.1,0.21,0.06
257,DE2012,0.06,0.41,484.0,487.0,91.0,243,11,1027,21,778,236,344,151,,,,,0.09,0.21,0.06
258,DE2013,0.06,0.41,379.0,458.0,112.0,218,9,701,20,694,165,338,163,,,,,0.08,0.21,0.05
259,DE2014,,,314.0,345.0,84.0,202,7,515,16,486,145,279,158,,,,,0.07,0.21,
260,DE2015,0.05,0.39,397.0,324.0,79.0,223,8,658,12,454,152,282,108,,,,,0.07,0.23,0.04
261,DE2016,0.04,0.38,501.0,383.0,99.0,254,8,604,24,451,206,301,141,,,,,0.07,0.24,0.04
262,DE2017,0.05,0.37,451.0,403.0,108.0,281,7,591,22,442,267,291,108,,,,,0.08,0.27,0.04
263,DE2018,0.04,0.35,406.0,370.0,116.0,252,6,N.R.,N.R.,749,203,258,127,,,,,0.08,0.28,0.04
264,DE2019,,,299.0,354.0,129.0,163,6,480,N.R.,376,163,215,132,,,,,,,
265,DE2020,,,275.0,340.0,116.0,149,6,454,N.R.,376,116,199,149,,,,,,,
266,DE2021,0.03,0.32,294.0,280.0,88.0,107,5,375,6,275,129,210,217,0.01,0.12,0.01,0.12,0.06,0.28,0.09
267,DE2021,0.03,0.32,294.0,280.0,88.0,107,5,375,6,275,129,210,217,0.01,0.12,0.01,0.12,0.06,0.28,0.09
268,DE2021,0.03,0.32,294.0,280.0,88.0,107,5,375,6,275,129,210,217,0.01,0.12,0.01,0.12,0.06,0.28,0.09
269,DE2021,0.03,0.32,294.0,280.0,88.0,107,5,375,6,275,129,210,217,0.01,0.12,0.01,0.12,0.06,0.28,0.09
270,DE2021,0.03,0.32,294.0,280.0,88.0,107,5,375,6,275,129,210,217,0.01,0.12,0.01,0.12,0.06,0.28,0.09
271,DE2021,0.03,0.32,294.0,280.0,88.0,107,5,375,6,275,129,210,217,0.01,0.12,0.01,0.12,0.06,0.28,0.09
272,DE2022,0.03,0.3,370.0,256.0,,148,5,301,14,321,158,233,195,0.02,0.11,0.02,0.11,0.07,0.28,0.1
273,DE2022,0.03,0.3,370.0,256.0,,148,5,301,14,321,158,233,195,0.02,0.11,0.02,0.11,0.07,0.28,0.1
274,DE2022,0.03,0.3,370.0,256.0,,148,5,301,14,321,158,233,195,0.02,0.11,0.02,0.11,0.07,0.28,0.1
275,DE2022,0.03,0.3,370.0,256.0,,148,5,301,14,321,158,233,195,0.02,0.11,0.02,0.11,0.07,0.28,0.1
276,DE2022,0.03,0.3,370.0,256.0,,148,5,301,14,321,158,233,195,0.02,0.11,0.02,0.11,0.07,0.28,0.1
277,DE2022,0.03,0.3,370.0,256.0,,148,5,301,14,321,158,233,195,0.02,0.11,0.02,0.11,0.07,0.28,0.1
278,DE2023,,,349.0,271.0,,212,4,207,14,255,159,204,158,,,,,,,
279,DE2024,,,,,,,4,,,,,,,,,,,,,
280,FL2000,,,18765.0,15510.0,1629.0,5368,24,5274,3205,40188,61440,21678,6313,,,,,,,
281,FL2001,,,18673.0,17061.0,1508.0,7769,30,6636,3835,47960,79297,27573,7419,,,,,,,
282,FL2002,0.1,0.39,20800.0,17340.0,2309.0,8080,29,5292,3716,45738,80690,25373,6977,,,,,0.09,0.18,
283,FL2003,0.09,0.39,20549.0,21585.0,2786.0,8173,32,4844,3774,48669,92403,27166,7174,,,,,0.07,0.17,
284,FL2004,0.09,0.39,19932.0,21097.0,3264.0,7691,30,3603,3137,45879,87085,23469,6283,,,,,0.07,0.18,
285,FL2005,0.09,0.38,22147.0,20539.0,3019.0,7379,29,3392,3097,46315,89080,21586,6023,,,,,0.07,0.18,0.08
286,FL2006,0.1,0.39,21999.0,21238.0,3046.0,7480,30,3629,3285,50557,90303,21058,5449,,,,,0.07,0.17,0.07
287,FL2007,0.1,0.38,18949.0,20967.0,3080.0,7824,12,1819,1496,30852,28812,7785,3077,,,,,0.07,0.16,0.07
288,FL2008,0.08,0.37,15838.0,18862.0,3870.0,7942,12,1713,1456,29310,28950,7425,2974,,,,,0.06,0.15,0.07
289,FL2009,0.08,0.36,14313.0,16400.0,3711.0,6349,11,1441,1507,28006,27970,6983,2741,,,,,0.07,0.17,0.07
290,FL2010,0.07,0.34,14356.0,14536.0,3385.0,5011,12,671,1026,25490,25021,5140,2292,,,,,0.07,0.19,0.07
291,FL2011,0.07,0.36,15846.0,14253.0,2945.0,4994,13,712,1086,26715,25339,5194,2343,,,,,0.07,0.19,0.06
292,FL2012,0.06,0.35,15674.0,15332.0,3294.0,5129,13,713,1177,28154,25412,5439,2489,,,,,0.08,0.19,0.06
293,FL2013,0.06,0.34,14290.0,15254.0,3415.0,3458,12,692,1114,24536,23717,4970,2329,,,,,0.08,0.2,0.06
294,FL2014,,,15804.0,13533.0,3267.0,5558,11,782,1008,23760,21361,4544,2491,,,,,0.07,0.21,
295,FL2015,0.05,0.37,17672.0,14476.0,3431.0,5945,11,622,1096,23556,20204,4181,2498,,,,,0.07,0.2,0.04
296,FL2016,0.05,0.36,17677.0,15433.0,3573.0,6870,10,496,1054,23352,19123,3600,2610,,,,,0.07,0.22,0.05
297,FL2017,0.05,0.32,16799.0,15094.0,3831.0,7977,9,438,1165,22961,17788,3222,2768,,,,,0.07,0.23,0.04
298,FL2018,0.04,0.3,16175.0,15505.0,4455.0,9144,9,452,1112,21526,15540,3041,2804,,,,,0.06,0.21,0.04
299,FL2019,,,15597.0,14572.0,4714.0,9283,8,429,1060,19211,13662,2763,2881,,,,,,,
300,FL2020,,,13392.0,13712.0,4534.0,9073,7,284,945,16750,11795,2319,2315,,,,,,,
301,FL2021,0.03,0.26,13212.0,12654.0,3938.0,9046,6,348,952,16147,10897,2195,2558,0.01,0.08,0.01,0.08,0.06,0.24,0.08
302,FL2021,0.03,0.26,13212.0,12654.0,3938.0,9046,6,348,952,16147,10897,2195,2558,0.01,0.08,0.01,0.08,0.06,0.24,0.08
303,FL2021,0.03,0.26,13212.0,12654.0,3938.0,9046,6,348,952,16147,10897,2195,2558,0.01,0.08,0.01,0.08,0.06,0.24,0.08
304,FL2021,0.03,0.26,13212.0,12654.0,3938.0,9046,6,348,952,16147,10897,2195,2558,0.01,0.08,0.01,0.08,0.06,0.24,0.08
305,FL2021,0.03,0.26,13212.0,12654.0,3938.0,9046,6,348,952,16147,10897,2195,2558,0.01,0.08,0.01,0.08,0.06,0.24,0.08
306,FL2021,0.03,0.26,13212.0,12654.0,3938.0,9046,6,348,952,16147,10897,2195,2558,0.01,0.08,0.01,0.08,0.06,0.24,0.08
307,FL2022,0.03,0.26,11088.0,11627.0,,8615,6,312,874,14347,9319,2166,2386,0.01,0.09,0.01,0.09,0.06,0.26,0.09
308,FL2022,0.03,0.26,11088.0,11627.0,,8615,6,312,874,14347,9319,2166,2386,0.01,0.09,0.01,0.09,0.06,0.26,0.09
309,FL2022,0.03,0.26,11088.0,11627.0,,8615,6,312,874,14347,9319,2166,2386,0.01,0.09,0.01,0.09,0.06,0.26,0.09
310,FL2022,0.03,0.26,11088.0,11627.0,,8615,6,312,874,14347,9319,2166,2386,0.01,0.09,0.01,0.09,0.06,0.26,0.09
311,FL2022,0.03,0.26,11088.0,11627.0,,8615,6,312,874,14347,9319,2166,2386,0.01,0.09,0.01,0.09,0.06,0.26,0.09
312,FL2022,0.03,0.26,11088.0,11627.0,,8615,6,312,874,14347,9319,2166,2386,0.01,0.09,0.01,0.09,0.06,0.26,0.09
313,FL2023,,,9734.0,11169.0,,7556,5,290,812,13664,8497,2132,2198,,,,,,,
314,FL2024,,,,,,,4,,,,,,,,,,,,,
315,GA2000,,,7028.0,4657.0,1091.0,2860,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,,,,,,,
316,GA2001,,,9065.0,7250.0,1001.0,4155,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,,,,,,,
317,GA2002,0.08,0.34,9766.0,9431.0,1135.0,3184,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,,,,,0.07,0.13,
318,GA2003,0.09,0.35,10568.0,9946.0,1109.0,2474,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,,,,,0.06,0.13,
319,GA2004,0.08,0.33,11699.0,11094.0,1283.0,2507,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,,,,,0.06,0.15,
320,GA2005,0.08,0.35,10887.0,11064.0,1127.0,2370,18,10519,2697,31538,520,6104,2512,,,,,0.06,0.15,0.07
321,GA2006,0.08,0.37,9764.0,10513.0,1250.0,2305,15,9272,2365,27731,179,5263,2009,,,,,0.06,0.14,0.07
322,GA2007,0.07,0.35,9057.0,9606.0,1271.0,2162,13,8069,2280,25575,163,4803,1804,,,,,0.05,0.15,0.06
323,GA2008,0.07,0.36,6722.0,8861.0,1340.0,2245,10,5389,1499,18990,117,3792,1407,,,,,0.05,0.16,0.06
324,GA2009,0.07,0.37,5857.0,7770.0,1389.0,1791,9,5396,1287,16479,93,3672,1404,,,,,0.06,0.15,0.06
325,GA2010,0.06,0.35,5469.0,6438.0,1196.0,1690,8,4868,1037,12450,N.R.,2720,1008,,,,,0.07,0.14,0.06
326,GA2011,0.06,0.32,6419.0,5612.0,1071.0,1567,7,4456,1002,11931,N.R.,2326,940,,,,,0.07,0.17,0.06
327,GA2012,0.06,0.31,6243.0,5954.0,915.0,1648,7,4309,831,12342,N.R.,2488,924,,,,,0.07,0.18,0.05
328,GA2013,0.05,0.32,6005.0,5935.0,1031.0,1799,8,5463,775,12269,N.R.,2155,800,,,,,0.06,0.18,0.05
329,GA2014,,,7519.0,6006.0,887.0,1983,9,5727,936,15483,N.R.,2205,663,,,,,0.07,0.19,
330,GA2015,0.04,0.34,8581.0,6512.0,912.0,2544,11,5732,850,19978,2,2889,926,,,,,0.06,0.18,0.04
331,GA2016,0.04,0.31,8551.0,6931.0,1121.0,2998,9,4426,488,16295,N.R.,2191,876,,,,,0.05,0.18,0.03
332,GA2017,0.04,0.29,7821.0,6891.0,1401.0,3404,4,1592,252,8039,N.R.,1032,622,,,,,0.06,0.2,0.03
333,GA2018,0.04,0.27,8082.0,7257.0,1469.0,3633,4,2135,255,7878,N.R.,1222,726,,,,,0.06,0.2,0.03
334,GA2019,,,6468.0,7309.0,1668.0,3456,4,1957,261,6756,N.R.,1175,846,,,,,,,
335,GA2020,,,4812.0,6248.0,1585.0,3012,3,2232,238,5245,N.R.,1092,763,,,,,,,
336,GA2021,0.03,0.27,4718.0,5539.0,1395.0,2907,4,2292,183,6236,N.R.,1091,720,0.01,0.12,0.01,0.12,0.06,0.22,0.09
337,GA2021,0.03,0.27,4718.0,5539.0,1395.0,2907,4,2292,183,6236,N.R.,1091,720,0.01,0.12,0.01,0.12,0.06,0.22,0.09
338,GA2021,0.03,0.27,4718.0,5539.0,1395.0,2907,4,2292,183,6236,N.R.,1091,720,0.01,0.12,0.01,0.12,0.06,0.22,0.09
339,GA2021,0.03,0.27,4718.0,5539.0,1395.0,2907,4,2292,183,6236,N.R.,1091,720,0.01,0.12,0.01,0.12,0.06,0.22,0.09
340,GA2021,0.03,0.27,4718.0,5539.0,1395.0,2907,4,2292,183,6236,N.R.,1091,720,0.01,0.12,0.01,0.12,0.06,0.22,0.09
341,GA2021,0.03,0.27,4718.0,5539.0,1395.0,2907,4,2292,183,6236,N.R.,1091,720,0.01,0.12,0.01,0.12,0.06,0.22,0.09
342,GA2022,0.03,0.28,5321.0,4953.0,,2928,4,2047,288,7038,N.R.,1458,651,0.01,0.1,0.01,0.1,0.07,0.23,0.09
343,GA2022,0.03,0.28,5321.0,4953.0,,2928,4,2047,288,7038,N.R.,1458,651,0.01,0.1,0.01,0.1,0.07,0.23,0.09
344,GA2022,0.03,0.28,5321.0,4953.0,,2928,4,2047,288,7038,N.R.,1458,651,0.01,0.1,0.01,0.1,0.07,0.23,0.09
345,GA2022,0.03,0.28,5321.0,4953.0,,2928,4,2047,288,7038,N.R.,1458,651,0.01,0.1,0.01,0.1,0.07,0.23,0.09
346,GA2022,0.03,0.28,5321.0,4953.0,,2928,4,2047,288,7038,N.R.,1458,651,0.01,0.1,0.01,0.1,0.07,0.23,0.09
347,GA2022,0.03,0.28,5321.0,4953.0,,2928,4,2047,288,7038,N.R.,1458,651,0.01,0.1,0.01,0.1,0.07,0.23,0.09
348,GA2023,,,4708.0,4893.0,,2609,4,1538,406,8173,2,1698,661,,,,,,,
349,GA2024,,,,,,,5,,,,,,,,,,,,,
350,HI2000,,,1929.0,1682.0,280.0,706,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,,,,,,,
351,HI2001,,,2193.0,1920.0,260.0,748,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,,,,,,,
352,HI2002,0.12,0.41,2350.0,2097.0,366.0,718,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,,,,,0.1,0.17,
353,HI2003,0.11,0.44,2327.0,2116.0,318.0,765,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,,,,,0.1,0.17,
354,HI2004,0.09,0.43,2305.0,2199.0,375.0,923,12,124,84,803,3112,629,256,,,,,0.08,0.17,
355,HI2005,0.09,0.4,1891.0,2017.0,452.0,955,9,63,78,609,2503,461,181,,,,,0.07,0.15,0.07
356,HI2006,0.09,0.42,1673.0,2008.0,397.0,787,7,50,42,476,1884,393,135,,,,,0.07,0.16,0.09
357,HI2007,0.07,0.41,1447.0,1785.0,265.0,733,7,38,49,409,1909,351,157,,,,,0.07,0.17,0.09
358,HI2008,0.07,0.39,1381.0,1653.0,273.0,555,6,35,47,389,1754,353,150,,,,,0.08,0.19,0.08
359,HI2009,0.08,0.41,1332.0,1447.0,279.0,401,7,17,37,396,1924,317,113,,,,,0.08,0.2,0.08
360,HI2010,0.08,0.42,1029.0,1248.0,216.0,322,6,9,22,209,1629,198,90,,,,,0.08,0.18,0.08
361,HI2011,0.07,0.39,1025.0,1118.0,198.0,296,4,11,15,226,1135,179,88,,,,,0.1,0.18,0.08
362,HI2012,0.06,0.39,1071.0,1099.0,187.0,223,5,8,16,205,1100,191,81,,,,,0.1,0.19,0.07
363,HI2013,0.06,0.42,1022.0,980.0,160.0,154,4,11,20,202,1045,151,69,,,,,0.08,0.16,0.05
364,HI2014,,,1076.0,919.0,121.0,187,4,11,25,210,1071,140,66,,,,,0.06,0.16,
365,HI2015,0.05,0.34,1189.0,978.0,176.0,142,5,12,23,230,1248,158,66,,,,,0.07,0.19,0.04
366,HI2016,0.04,0.34,1163.0,906.0,129.0,177,5,11,14,211,1301,152,74,,,,,0.07,0.17,0.04
367,HI2017,0.04,0.36,1179.0,1090.0,152.0,247,4,18,15,164,1136,109,60,,,,,0.05,0.17,0.04
368,HI2018,0.03,0.32,1224.0,1043.0,189.0,290,4,5,13,162,1146,101,74,,,,,0.06,0.19,0.04
369,HI2019,,,1272.0,1169.0,206.0,278,4,14,11,216,1213,139,77,,,,,,,
370,HI2020,,,1029.0,1089.0,206.0,273,4,27,10,279,1127,123,90,,,,,,,
371,HI2021,0.04,0.29,1037.0,1138.0,273.0,244,4,4,11,248,1184,72,73,0.01,0.15,0.01,0.15,0.09,0.24,0.09
372,HI2021,0.04,0.29,1037.0,1138.0,273.0,244,4,4,11,248,1184,72,73,0.01,0.15,0.01,0.15,0.09,0.24,0.09
373,HI2021,0.04,0.29,1037.0,1138.0,273.0,244,4,4,11,248,1184,72,73,0.01,0.15,0.01,0.15,0.09,0.24,0.09
374,HI2021,0.04,0.29,1037.0,1138.0,273.0,244,4,4,11,248,1184,72,73,0.01,0.15,0.01,0.15,0.09,0.24,0.09
375,HI2021,0.04,0.29,1037.0,1138.0,273.0,244,4,4,11,248,1184,72,73,0.01,0.15,0.01,0.15,0.09,0.24,0.09
376,HI2021,0.04,0.29,1037.0,1138.0,273.0,244,4,4,11,248,1184,72,73,0.01,0.15,0.01,0.15,0.09,0.24,0.09
377,HI2022,0.04,0.26,907.0,951.0,,249,4,12,15,226,1097,99,82,0.02,0.09,0.02,0.09,0.05,0.22,0.07
378,HI2022,0.04,0.26,907.0,951.0,,249,4,12,15,226,1097,99,82,0.02,0.09,0.02,0.09,0.05,0.22,0.07
379,HI2022,0.04,0.26,907.0,951.0,,249,4,12,15,226,1097,99,82,0.02,0.09,0.02,0.09,0.05,0.22,0.07
380,HI2022,0.04,0.26,907.0,951.0,,249,4,12,15,226,1097,99,82,0.02,0.09,0.02,0.09,0.05,0.22,0.07
381,HI2022,0.04,0.26,907.0,951.0,,249,4,12,15,226,1097,99,82,0.02,0.09,0.02,0.09,0.05,0.22,0.07
382,HI2022,0.04,0.26,907.0,951.0,,249,4,12,15,226,1097,99,82,0.02,0.09,0.02,0.09,0.05,0.22,0.07
383,HI2023,,,642.0,869.0,,180,3,5,5,145,754,78,42,,,,,,,
384,HI2024,,,,,,,3,,,,,,,,,,,,,
385,IA2000,,,5620.0,5414.0,729.0,1010,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,,,,,,,
386,IA2001,,,5829.0,5712.0,661.0,1113,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,,,,,,,
387,IA2002,0.14,0.49,5821.0,5647.0,886.0,1263,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,,,,,0.07,0.13,
388,IA2003,0.14,0.55,5736.0,5723.0,1130.0,1131,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,,,,,0.06,0.13,
389,IA2004,0.13,0.53,5962.0,5484.0,1061.0,1139,17,159,209,9442,1807,2160,875,,,,,0.06,0.12,
390,IA2005,0.11,0.51,6781.0,4725.0,947.0,1265,18,116,156,9967,1894,2112,873,,,,,0.07,0.13,0.1
391,IA2006,0.11,0.49,5591.0,5279.0,984.0,1439,18,101,182,10457,2051,2136,841,,,,,0.06,0.1,0.09
392,IA2007,0.1,0.49,5149.0,5379.0,1060.0,1298,18,97,148,10468,1885,1890,652,,,,,0.05,0.09,0.08
393,IA2008,0.11,0.5,4541.0,5532.0,1041.0,1158,14,88,132,8125,857,1701,591,,,,,0.07,0.12,0.08
394,IA2009,0.11,0.49,4728.0,4687.0,967.0,1003,16,95,153,9669,953,1766,643,,,,,0.07,0.14,0.08
395,IA2010,0.1,0.5,4725.0,4503.0,801.0,1068,16,66,117,9960,768,1471,535,,,,,0.06,0.16,0.07
396,IA2011,0.09,0.5,4423.0,4365.0,864.0,1088,15,77,131,8965,746,1417,534,,,,,0.07,0.17,0.06
397,IA2012,0.07,0.48,4324.0,4179.0,1032.0,961,15,58,108,8794,872,1312,509,,,,,0.06,0.16,0.05
398,IA2013,0.06,0.47,4500.0,4229.0,917.0,964,16,66,86,9391,981,1345,483,,,,,0.05,0.14,0.04
399,IA2014,,,3908.0,4054.0,878.0,1050,11,40,85,6078,848,1214,563,,,,,0.05,0.13,
400,IA2015,0.06,0.47,4011.0,3893.0,1017.0,1003,11,52,80,5762,919,1328,534,,,,,0.05,0.13,0.05
401,IA2016,0.06,0.46,4189.0,3982.0,992.0,1071,12,62,84,7037,32,1184,570,,,,,0.05,0.17,0.04
402,IA2017,0.06,0.45,4129.0,3436.0,1006.0,1137,15,72,99,8600,590,1274,785,,,,,0.05,0.18,0.04
403,IA2018,0.06,0.4,4181.0,3617.0,1074.0,1206,16,94,109,8540,3342,1289,723,,,,,0.06,0.16,0.05
404,IA2019,,,3769.0,3819.0,1228.0,1358,16,74,103,8313,3648,1183,705,,,,,,,
405,IA2020,,,2628.0,3654.0,1266.0,1116,15,93,78,9207,N.R.,1096,669,,,,,,,
