,LocYear,educ1: A,educ1: B,educ1: G,educ1: H,educ1: N,educ2,educ3: IS,educ3: OS,educ4,educ5: 3,educ5: 1,educ5: 2,educ6: A,educ6: B,educ6: G,educ6: H,educ6: N,educ7: 1,educ7: 2,educ7: 3,educ7: 4,educ8: 1,educ8: 2,educ8: 3,educ8: 4,educ9: 1,educ9: 2,educ9: 3,educ9: 4,educ10: 1,educ10: 2,educ10: 3,educ10: 4,educ11: 1,educ11: 2,educ11: 3,educ11: 4,educ12: 1,educ12: 2,educ12: 3,educ12: 4,educ13,educ14: yes,educ14: no,educ15: no,educ15: yes,educ16: 3y,educ16: 4y,educ16: 5-y,educ16: -3y,educ16: tot,Data,educ18,educ19
789,HI2005,0.11,0.17,0.09,0.55,0.09,,,,0.05,,,,0.1,0.21,0.06,0.56,0.07,0.56,0.18,0.44,0.82,0.58,0.18,0.42,0.82,,,,,0.73,0.27,0.27,0.73,0.57,0.19,0.43,0.81,,,,,0.22,,,,,1222.0,1865.0,44.0,557.0,3688.0,0.13,0.13,0.41
790,HI2006,0.11,0.19,0.09,0.53,0.09,,,,0.04,,,,0.12,0.22,0.07,0.54,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1180.0,1845.0,110.0,587.0,3722.0,0.13,0.13,0.37
791,HI2007,0.12,0.19,0.1,0.51,0.08,,,,0.04,0.041,0.074,0.057,0.13,0.22,0.07,0.53,0.05,0.59,0.21,0.41,0.79,0.62,0.2,0.38,0.8,0.81,0.2,0.19,0.8,0.77,0.33,0.23,0.67,,,,,,,,,0.22,,,,,1252.0,1995.0,8.0,587.0,3842.0,0.14,0.14,0.4
792,HI2008,0.11,0.18,0.09,0.53,0.09,,,,0.05,,,,0.12,0.22,0.07,0.54,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1222.0,1891.0,4.0,609.0,3726.0,0.13,,0.38
793,HI2009,0.11,0.17,0.1,0.53,0.08,,,,0.05,,,,0.13,0.21,0.07,0.54,0.04,0.65,0.25,0.35,0.75,0.67,0.22,0.33,0.78,,,,,0.77,0.37,0.23,0.63,,,,,,,,,0.21,0.85,0.66,0.64,0.81,963.0,1701.0,2.0,645.0,3311.0,0.14,,0.39
794,HI2010,0.11,0.18,0.09,0.54,0.08,,,,0.05,,,,0.1,0.22,0.07,0.56,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1058.0,1996.0,6.0,675.0,3735.0,0.17,,0.43
795,HI2011,0.11,0.17,0.08,0.55,0.09,1,<.5%,0.01,0.06,0.066,0.063,0.064,0.11,0.21,0.08,0.55,0.06,0.68,0.3,0.32,0.7,0.68,0.26,0.32,0.74,,,,,0.8,0.4,0.2,0.6,,,,,,,,,0.22,0.85,0.62,0.62,0.79,1092.0,1991.0,5.0,651.0,3739.0,0.16,,0.39
796,HI2012,0.12,0.18,0.11,0.52,0.08,,,,0.06,,,,0.11,0.22,0.07,0.54,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1030.0,2045.0,4.0,739.0,3818.0,0.14,,0.41
797,HI2013,0.11,0.19,0.11,0.52,0.07,S,0.01,0.03,0.07,,,,0.12,0.24,0.08,0.52,0.05,0.72,0.32,0.28,0.68,0.71,0.28,0.29,0.72,,,,,0.83,0.46,0.17,0.54,,,,,,,,,0.23,0.83,0.57,0.53,0.78,1174.0,1999.0,4.0,835.0,4012.0,0.13,,0.44
798,HI2014,0.11,0.2,0.11,0.51,0.07,,,,0.08,,,,0.11,0.22,0.07,0.54,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1010.0,2068.0,4.0,724.0,3806.0,0.15,,0.4
799,HI2015,0.13,0.2,0.11,0.48,0.08,5,0.01,0.04,0.05,,,,0.11,0.23,0.08,0.53,0.05,0.7,0.3,0.3,0.7,0.68,0.26,0.32,0.74,,,,,0.79,0.38,0.21,0.62,,,,,,,,,0.21,0.83,0.57,0.54,0.79,1104.0,1827.0,173.0,780.0,3884.0,0.12,,0.42
800,HI2016,0.13,0.22,0.09,0.49,0.07,,,,0.07,S,S,0.03,0.12,0.23,0.08,0.53,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1240.0,1785.0,14.0,900.0,3939.0,0.12,,0.42
801,HI2017,0.11,0.21,0.13,0.47,0.07,1,0.01,0.04,0.05,S,S,S,0.12,0.23,0.07,0.52,0.04,0.66,0.27,0.34,0.73,0.72,0.3,0.28,0.7,,,,,0.79,0.38,0.21,0.62,,,,,,,,,0.27,0.81,0.57,0.57,0.76,1126.0,1597.0,0.0,957.0,3680.0,0.12,,0.4
802,HI2018,0.13,0.22,0.12,0.46,0.06,,,,0.06,S,S,S,0.12,0.23,0.08,0.52,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1094.0,1526.0,0.0,720.0,3340.0,0.1,,0.42
803,HI2019,0.11,0.21,0.14,0.47,0.06,,,,0.05,0.04,S,0.04,0.12,0.25,0.09,0.51,0.04,0.65,0.28,0.35,0.72,0.68,0.29,0.32,0.71,,,,,0.78,0.4,0.22,0.6,,,,,,,,,0.27,0.78,0.56,0.54,0.75,1070.0,1498.0,0.0,1021.0,3589.0,0.12,,0.39
804,HI2020,,,,,,,,,,0.03,S,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
805,HI2021,0.14,0.22,0.15,0.44,0.05,,,,0.04,0.03,S,0.04,0.1,0.25,0.1,0.51,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,683.0,1126.0,4.0,776.0,2589.0,0.13,,0.46
806,HI2022,0.12,0.23,0.15,0.43,0.06,,,,0.04,0.04,0.08,0.06,0.12,0.25,0.1,0.48,0.06,0.58,0.22,0.42,0.78,0.68,0.31,0.32,0.69,,,,,0.77,0.37,0.23,0.63,,,,,,,,,0.44,0.79,0.54,0.51,0.72,775.0,1058.0,0.0,903.0,2699.0,0.11,,0.41
807,HI2023,0.11,0.24,0.16,0.43,0.06,,,,0.04,,,,0.12,0.26,0.11,0.45,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,0.42
808,HI2024,,,,,,,,,0.05,,,,0.11,0.27,0.1,0.47,0.05,0.58,0.23,0.42,0.77,0.67,0.29,0.33,0.71,,,,,0.77,0.42,0.23,0.58,,,,,,,,,0.35,0.82,0.58,0.57,0.77,,,,,,,,
809,Houston2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,,
810,Houston2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,,
811,Houston2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,
812,Houston2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,,
813,Houston2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,,
814,Houston2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,,
815,Houston2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,,
816,Houston2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,,
817,Houston2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,,
818,Houston2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,,
819,Houston2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,
820,Houston2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,
821,Houston2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,,
822,Houston2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,,
823,Houston2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,
824,IA1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.0,3427.0,345.0,12.0,4233.0,,,
825,IA1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487.0,3410.0,332.0,38.0,4267.0,,,
826,IA1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579.0,3459.0,298.0,49.0,4385.0,,,
827,IA1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,831.0,3856.0,325.0,69.0,5081.0,,,
828,IA1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1157.0,4097.0,302.0,141.0,5697.0,,,
829,IA1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1267.0,4447.0,268.0,148.0,6130.0,,,
830,IA1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1591.0,4678.0,132.0,157.0,6558.0,,,
831,IA1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1650.0,4849.0,281.0,74.0,6854.0,,,
832,IA1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1797.0,4840.0,236.0,69.0,6942.0,,,
833,IA1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1929.0,4583.0,327.0,183.0,7022.0,,,
834,IA1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2233.0,4497.0,189.0,226.0,7145.0,,,
835,IA1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2369.0,4353.0,338.0,379.0,7439.0,,,
836,IA2000,,,,,,,,,0.02,,,,0.12,0.24,0.06,0.51,0.07,N.A.,N.A.,N.A.,N.A.,,,,,,,,,0.75,0.26,0.25,0.74,0.79,0.36,0.21,0.64,,,,,,,,,,2755.0,4019.0,372.0,1088.0,8234.0,0.08,0.08,0.34
837,IA2001,,,,,,,,,0.02,,,,0.12,0.25,0.06,0.48,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2910.0,4323.0,429.0,1113.0,8775.0,0.08,0.08,0.42
838,IA2002,,,,,,,,,0.02,,,,0.12,0.25,0.05,0.49,0.08,,,,,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,,,,,,,,,0.89,0.27,0.11,0.73,,,,,,2782.0,4553.0,223.0,1435.0,8993.0,0.1,0.1,0.41
839,IA2003,,,,,,,,,0.02,0.053,0.043,0.048,0.13,0.24,0.06,0.49,0.09,0.76,0.33,0.24,0.67,0.79,0.36,0.21,0.64,,,,,0.83,0.36,0.17,0.64,,,,,,,,,0.26,,,,,3059.0,4463.0,152.0,1453.0,9127.0,0.09,0.09,0.41
840,IA2004,,,,,,,,,0.02,,,,0.13,0.25,0.07,0.49,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3128.0,4590.0,139.0,1538.0,9395.0,0.09,0.09,0.41
841,IA2005,0.12,0.18,0.09,0.52,0.09,,,,0.02,,,,0.13,0.24,0.07,0.49,0.08,0.75,0.34,0.25,0.66,0.79,0.34,0.21,0.66,,,,,0.85,0.37,0.15,0.63,N.A.,N.A.,N.A.,N.A.,,,,,0.18,,,,,3030.0,4740.0,176.0,1728.0,9674.0,0.11,0.11,0.43
842,IA2006,0.12,0.2,0.09,0.5,0.09,,,,0.02,,,,0.13,0.24,0.06,0.48,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3113.0,4783.0,83.0,1710.0,9689.0,0.08,0.08,0.5
843,IA2007,0.12,0.2,0.08,0.5,0.09,,,,0.02,0.062,0.063,0.063,0.13,0.24,0.07,0.48,0.09,0.77,0.35,0.23,0.65,0.8,0.36,0.2,0.64,0.88,0.32,0.12,0.68,0.87,0.43,0.13,0.57,,,,,,,,,0.18,,,,,3084.0,4704.0,126.0,1661.0,9575.0,0.1,0.1,0.52
844,IA2008,0.13,0.19,0.09,0.51,0.08,,,,0.02,,,,0.14,0.25,0.07,0.46,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3081.0,4168.0,685.0,1620.0,9554.0,0.08,,0.52
845,IA2009,0.13,0.21,0.08,0.49,0.08,,,,0.02,,,,0.14,0.25,0.07,0.46,0.08,0.76,0.34,0.24,0.66,0.77,0.32,0.23,0.68,,,,,0.87,0.41,0.13,0.59,,,,,,,,,0.16,0.79,0.58,0.57,0.73,3414.0,4291.0,83.0,1559.0,9347.0,0.1,,0.53
846,IA2010,0.13,0.21,0.1,0.48,0.09,,,,0.02,,,,0.14,0.24,0.07,0.46,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3273.0,4291.0,50.0,1771.0,9385.0,0.1,,0.53
847,IA2011,0.13,0.21,0.1,0.47,0.08,4,0.04,0.04,0.03,0.079,0.059,0.069,0.15,0.25,0.08,0.45,0.07,0.77,0.34,0.23,0.66,0.77,0.33,0.23,0.67,,,,,0.86,0.43,0.14,0.57,,,,,,,,,0.19,0.83,0.56,0.58,0.76,3183.0,4304.0,33.0,2068.0,9588.0,0.1,,0.53
848,IA2012,0.15,0.21,0.11,0.45,0.08,,,,0.02,,,,0.16,0.25,0.08,0.45,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3200.0,4336.0,27.0,2117.0,9680.0,0.1,,0.53
849,IA2013,0.14,0.22,0.09,0.46,0.08,4,0.03,0.03,0.02,,,,0.14,0.24,0.08,0.46,0.07,0.76,0.36,0.24,0.64,0.81,0.37,0.19,0.63,,,,,0.87,0.48,0.13,0.52,,,,,,,,,0.19,0.77,0.52,0.53,0.7,3226.0,4144.0,20.0,2355.0,9745.0,0.09,,0.53
850,IA2014,0.15,0.23,0.1,0.45,0.08,,,,0.02,,,,0.13,0.27,0.09,0.44,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2975.0,3827.0,16.0,2172.0,8990.0,0.1,,0.52
851,IA2015,0.14,0.23,0.11,0.44,0.08,9,0.03,0.03,0.02,,,,0.14,0.25,0.08,0.45,0.07,0.76,0.37,0.24,0.63,0.81,0.36,0.19,0.64,,,,,0.84,0.44,0.16,0.56,,,,,,,,,0.19,0.77,0.51,0.49,0.71,3011.0,3834.0,8.0,2261.0,9114.0,0.09,,0.53
852,IA2016,0.14,0.22,0.11,0.43,0.09,,,,0.03,0.05,S,0.05,0.13,0.25,0.09,0.45,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3026.0,3590.0,17.0,2470.0,9103.0,0.07,,0.52
853,IA2017,0.14,0.23,0.12,0.42,0.08,12,0.03,0.03,0.02,0.06,S,0.05,0.14,0.26,0.09,0.44,0.07,0.76,0.37,0.24,0.63,0.8,0.37,0.2,0.63,,,,,0.83,0.46,0.17,0.54,,,,,,,,,0.24,0.8,0.52,0.5,0.72,2908.0,3519.0,6.0,2498.0,8931.0,0.09,,0.53
854,IA2018,0.14,0.25,0.12,0.41,0.08,,,,0.02,0.04,S,0.03,0.14,0.26,0.08,0.46,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2971.0,3488.0,3.0,1767.0,8229.0,0.09,,0.52
855,IA2019,0.15,0.24,0.12,0.42,0.07,,,,0.02,0.04,S,0.03,0.13,0.27,0.09,0.45,0.06,0.72,0.33,0.28,0.67,0.73,0.33,0.27,0.67,,,,,0.81,0.42,0.19,0.58,,,,,,,,,0.25,0.78,0.54,0.55,0.74,2837.0,3463.0,2.0,2421.0,8723.0,0.1,,0.5
856,IA2020,,,,,,,,,,0.06,S,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,IA2021,0.14,0.25,0.14,0.39,0.08,,,,0.02,0.06,0.04,0.05,0.14,0.26,0.09,0.46,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1958.0,2631.0,4.0,2263.0,6856.0,0.09,,0.51
858,IA2022,0.15,0.26,0.14,0.38,0.08,,,,0.03,0.05,0.05,0.05,0.13,0.27,0.09,0.44,0.06,0.67,0.28,0.33,0.72,0.71,0.29,0.29,0.71,,,,,0.8,0.4,0.2,0.6,,,,,,,,,0.33,0.81,0.57,0.57,0.74,2474.0,2538.0,2.0,2380.0,7239.0,0.08,,0.5
859,IA2023,0.14,0.26,0.14,0.38,0.08,,,,0.03,,,,0.13,0.27,0.1,0.44,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,0.48
860,IA2024,,,,,,,,,0.02,,,,0.13,0.27,0.09,0.45,0.06,0.65,0.27,0.35,0.73,0.72,0.31,0.28,0.69,,,,,0.77,0.39,0.23,0.61,,,,,,,,,0.28,0.83,0.61,0.56,0.79,,,,,,,,
861,ID1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.0,1547.0,184.0,81.0,1972.0,,,
862,ID1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.0,1591.0,191.0,165.0,2184.0,,,
863,ID1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.0,1511.0,176.0,175.0,2105.0,,,
864,ID1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.0,1623.0,186.0,152.0,2267.0,,,
865,ID1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.0,1845.0,214.0,262.0,2638.0,,,
866,ID1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.0,1936.0,274.0,340.0,2943.0,,,
867,ID1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.0,2026.0,259.0,357.0,3053.0,,,
868,ID1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492.0,2283.0,286.0,390.0,3451.0,,,
869,ID1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468.0,2254.0,280.0,403.0,3405.0,,,
870,ID1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431.0,2250.0,298.0,431.0,3410.0,,,
871,ID1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.0,2134.0,293.0,455.0,3394.0,,,
872,ID1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,607.0,2291.0,134.0,606.0,3638.0,,,
873,ID2000,,,,,,,,,0.04,,,,0.1,0.17,0.05,0.58,0.1,0.7,0.26,0.3,0.74,,,,,,,,,0.68,0.2,0.32,0.8,0.74,0.29,0.26,0.71,,,,,,,,,,737.0,2340.0,104.0,660.0,3841.0,0.13,0.13,0.27
874,ID2001,,,,,,,,,0.03,,,,0.08,0.18,0.05,0.56,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,736.0,2563.0,78.0,596.0,3973.0,0.13,0.13,0.29
875,ID2002,,,,,,,,,0.02,,,,0.1,0.17,0.05,0.52,0.15,,,,,0.79,0.34,0.21,0.66,0.84,0.29,0.16,0.71,,,,,,,,,0.85,0.22,0.15,0.78,,,,,,847.0,2559.0,100.0,639.0,4145.0,0.14,0.14,0.38
876,ID2003,,,,,,,,,0.04,0.054,0.07,0.062,0.11,0.19,0.05,0.54,0.12,0.73,0.28,0.27,0.72,0.76,0.32,0.24,0.68,,,,,0.8,0.31,0.2,0.69,,,,,,,,,0.2,,,,,882.0,2811.0,137.0,849.0,4679.0,0.13,0.13,0.33
877,ID2004,,,,,,,,,0.03,,,,0.09,0.17,0.05,0.55,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890.0,2880.0,131.0,897.0,4798.0,0.14,0.14,0.35
878,ID2005,0.09,0.18,0.09,0.51,0.13,,,,0.02,,,,0.08,0.18,0.04,0.55,0.15,0.73,0.3,0.27,0.7,0.76,0.32,0.24,0.68,,,,,0.86,0.4,0.14,0.6,0.75,0.29,0.25,0.71,,,,,0.21,,,,,972.0,2753.0,126.0,922.0,4773.0,0.14,0.14,0.33
879,ID2006,0.1,0.18,0.08,0.51,0.13,,,,0.03,,,,0.1,0.17,0.04,0.56,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,957.0,2975.0,5.0,876.0,4813.0,0.12,0.12,0.37
880,ID2007,0.1,0.18,0.09,0.51,0.11,,,,0.02,0.081,0.041,0.062,0.1,0.19,0.05,0.55,0.11,0.75,0.34,0.25,0.66,0.78,0.32,0.22,0.68,0.88,0.29,0.12,0.71,0.85,0.4,0.15,0.6,,,,,,,,,0.21,,,,,910.0,2655.0,100.0,1084.0,4749.0,0.15,0.15,0.36
881,ID2008,0.1,0.17,0.08,0.52,0.12,,,,0.03,,,,0.1,0.19,0.05,0.55,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1053.0,2627.0,135.0,926.0,4741.0,0.14,,0.38
882,ID2009,0.09,0.17,0.09,0.51,0.13,,,,0.03,,,,0.09,0.17,0.05,0.58,0.1,0.78,0.38,0.22,0.62,0.77,0.33,0.23,0.67,,,,,0.85,0.41,0.15,0.59,,,,,,,,,0.17,0.79,0.59,0.6,0.73,928.0,2609.0,85.0,971.0,4593.0,0.18,,0.38
883,ID2010,0.1,0.19,0.09,0.5,0.12,,,,0.02,,,,0.09,0.18,0.05,0.59,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,892.0,2731.0,87.0,1201.0,4911.0,0.16,,0.43
884,ID2011,0.1,0.21,0.09,0.49,0.11,15,0.04,0.03,0.02,0.062,0.045,0.053,0.1,0.19,0.06,0.55,0.1,0.77,0.37,0.23,0.63,0.81,0.34,0.19,0.66,,,,,0.83,0.39,0.17,0.61,,,,,,,,,0.19,0.79,0.56,0.55,0.73,1134.0,2505.0,102.0,1166.0,4907.0,0.18,,0.45
885,ID2012,0.12,0.19,0.1,0.48,0.1,,,,0.02,,,,0.11,0.18,0.06,0.56,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1088.0,2576.0,90.0,1197.0,4951.0,0.15,,0.42
886,ID2013,0.1,0.21,0.09,0.48,0.12,6,0.03,0.03,0.03,,,,0.09,0.2,0.05,0.56,0.09,0.78,0.36,0.22,0.64,0.82,0.38,0.18,0.62,,,,,0.83,0.4,0.17,0.6,,,,,,,,,0.19,0.78,0.56,0.54,0.71,1058.0,2553.0,115.0,1340.0,5066.0,0.16,,0.4
887,ID2014,0.12,0.19,0.11,0.48,0.11,,,,0.03,,,,0.1,0.18,0.05,0.57,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1010.0,2334.0,107.0,1307.0,4758.0,0.15,,0.41
888,ID2015,0.12,0.22,0.09,0.46,0.1,6,0.03,0.02,0.02,,,,0.11,0.19,0.06,0.54,0.1,0.75,0.34,0.25,0.66,0.81,0.37,0.19,0.63,,,,,0.8,0.38,0.2,0.62,,,,,,,,,0.19,0.76,0.51,0.51,0.69,1100.0,2438.0,90.0,1407.0,5035.0,0.14,,0.41
889,ID2016,0.1,0.24,0.11,0.44,0.11,,,,0.04,0.03,S,0.02,0.11,0.21,0.05,0.54,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1115.0,2347.0,97.0,1608.0,5167.0,0.14,,0.43
890,ID2017,0.11,0.23,0.11,0.46,0.08,21,0.03,0.03,0.02,0.05,S,0.03,0.09,0.2,0.06,0.57,0.08,0.74,0.35,0.26,0.65,0.81,0.39,0.19,0.61,,,,,0.81,0.4,0.19,0.6,,,,,,,,,0.23,0.73,0.51,0.52,0.66,1084.0,2204.0,88.0,1549.0,4925.0,0.14,,0.39
891,ID2018,0.12,0.22,0.1,0.45,0.1,,,,0.03,0.07,S,0.04,0.1,0.22,0.06,0.54,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1185.0,2056.0,98.0,1102.0,4441.0,0.14,,0.39
892,ID2019,0.11,0.23,0.11,0.46,0.09,,,,0.01,0.08,S,0.05,0.1,0.21,0.06,0.55,0.07,0.74,0.37,0.26,0.63,0.77,0.37,0.23,0.63,,,,,0.82,0.43,0.18,0.57,,,,,,,,,0.26,0.74,0.51,0.48,0.69,1166.0,2074.0,96.0,1554.0,4890.0,0.11,,0.39
893,ID2020,,,,,,,,,,0.07,0.05,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,ID2021,0.12,0.23,0.13,0.44,0.08,,,,0.03,0.07,0.06,0.07,0.1,0.24,0.07,0.52,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,851.0,1441.0,61.0,1276.0,3629.0,0.11,,0.38
895,ID2022,0.1,0.27,0.13,0.43,0.07,,,,0.02,0.07,0.06,0.07,0.1,0.26,0.07,0.5,0.06,0.71,0.32,0.29,0.68,0.74,0.32,0.26,0.68,,,,,0.76,0.36,0.24,0.64,,,,,,,,,0.38,0.78,0.59,0.61,0.7,837.0,1455.0,58.0,1203.0,3492.0,0.11,,0.42
896,ID2023,0.09,0.26,0.14,0.44,0.07,,,,0.02,,,,0.08,0.25,0.06,0.53,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,,0.41
897,ID2024,,,,,,,,,0.02,,,,0.1,0.24,0.08,0.52,0.06,0.67,0.31,0.33,0.69,0.71,0.32,0.29,0.68,,,,,0.76,0.41,0.24,0.59,,,,,,,,,0.32,0.77,0.62,0.52,0.74,,,,,,,,
898,IL1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8534.0,16510.0,1169.0,703.0,26916.0,,,
899,IL1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8245.0,16773.0,1447.0,531.0,26996.0,,,
900,IL1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8042.0,16624.0,1436.0,751.0,26853.0,,,
901,IL1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9310.0,17042.0,1715.0,729.0,28796.0,,,
902,IL1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10362.0,16816.0,2375.0,744.0,30297.0,,,
903,IL1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10485.0,17672.0,3193.0,802.0,32152.0,,,
904,IL1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10830.0,18452.0,3260.0,776.0,33318.0,,,
905,IL1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11401.0,18963.0,3225.0,816.0,34405.0,,,
906,IL1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11772.0,19816.0,3307.0,746.0,35641.0,,,
907,IL1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11809.0,19048.0,3999.0,600.0,35456.0,,,
