,LocYear,d1: 0 to 4,d1: 12 to 14,d1: 15 to 17,d1: 5 to 11,d2: Female,d2: Male,d3: Foreign-born,d3: Native-born,d4: H or L,d4: AI or AN,d4: A,d4: B,d4: NH or PI,d4: 2 or more,d4: W,d5
1514,PR2019,117561,112500,114821,227919,281406,291395,5000,568000,,,,,,,,S
1515,PR2020,112623,112070,116288,224907,278200,287688,,,,,,,,,,
1516,PR2021,105060,109181,115558,214611,267581,276829,2000,543000,,,,,,,,S
1517,PR2022,99449,105283,112774,200191,254559,263138,3000,515000,,,,,,,,S
1518,PR2023,96971,102344,110262,188590,244963,253204,4000,494000,,,,,,,,S
1519,PR2024,94246,99509,108541,178433,235757,244972,3000,478000,,,,,,,,
1520,RI1990,68526,34212,35475,87710,109954,115969,,,,,,,,,,
1521,RI1991,70166,35472,34577,89233,111644,117804,,,,,,,,,,
1522,RI1992,71179,36457,34755,90239,113200,119430,,,,,,,,,,
1523,RI1993,71994,37537,35431,92256,115412,121806,,,,,,,,,,
1524,RI1994,71168,38283,36513,93136,116311,122789,,,,,,,,,,
1525,RI1995,69492,38607,37527,94927,117008,123545,,,,,,,,,,
1526,RI1996,67449,38541,38159,96420,117000,123569,,,,,,,,,,
1527,RI1997,65928,38830,39147,98174,117719,124360,,,,,,,,,,
1528,RI1998,64112,39169,39537,98942,117532,124228,,,,,,,,,,
1529,RI1999,64271,41036,40426,101281,120173,126841,,,,,,,,,,
1530,RI2000,63916,41869,40829,101451,120751,127314,,,35283,1587,7163,15238,139,5477,183178,
1531,RI2000-2002,,,,,,,,,,,,,,,,19000
1532,RI2001,63460,42944,41348,100544,120813,127483,,,36848,1575,7204,15609,148,5897,181015,
1533,RI2001-2003,,,,,,,,,,,,,,,,19000
1534,RI2002,63372,44498,42219,98601,121060,127630,,,38429,1597,7271,16025,155,6326,178887,
1535,RI2002-2004,,,,,,,,,,,,,,,,18000
1536,RI2003,63289,45251,42738,96797,120835,127240,,,40010,1604,7345,16338,162,6714,175902,
1537,RI2004,63118,45233,43509,94368,119983,126245,,,41216,1598,7245,16531,165,7144,172329,
1538,RI2005,61665,43792,44673,91802,117977,123955,9000,235000,41964,1588,7155,16486,172,7439,167128,25000
1539,RI2006,60286,42515,45117,89430,115629,121719,10000,228000,42682,1527,6995,16396,159,7783,161806,S
1540,RI2007,59745,41533,44921,87456,113904,119751,10000,225000,43461,1472,6906,16512,170,8145,156989,22000
1541,RI2008,59081,40404,43769,86544,112063,117735,8000,220000,44226,1424,6931,16416,147,8550,152104,18000
1542,RI2009,57731,39294,42851,86026,110149,115753,8000,219000,45075,1363,6873,16089,175,8864,147463,18000
1543,RI2010,57332,38650,42096,85415,109051,114442,8000,216000,46339,1210,6926,15777,154,9160,143927,S
1544,RI2011,56487,38210,41035,84815,107566,112981,10000,209000,47065,1174,7136,15710,156,9167,140139,S
1545,RI2012,55803,37742,40053,83935,106067,111466,10000,207000,47915,1166,7216,15410,149,9278,136399,S
1546,RI2013,55088,37299,39297,83177,104890,109971,8000,205000,48527,1186,7221,15329,157,9333,133108,S
1547,RI2014,54894,36778,38861,81942,103724,108751,8000,204000,49425,1177,7301,15251,169,9509,129643,S
1548,RI2015,54848,36527,38473,80839,102880,107807,8000,204000,50507,1162,7489,15205,164,9593,126567,S
1549,RI2016,54862,36350,37926,80043,102122,107059,10000,199000,51677,1127,7633,15108,165,9780,123691,S
1550,RI2017,54515,36112,37274,79041,101001,105941,9000,198000,52591,1101,7574,14976,160,9803,120737,S
1551,RI2018,54884,35868,37062,78245,100615,105444,8000,196000,54118,1088,7707,15041,169,9866,118070,S
1552,RI2019,54482,35307,36718,77416,99606,104317,11000,193000,54746,1060,7638,14996,161,9899,115423,S
1553,RI2020,55120,37598,38586,80406,103242,108468,,,57685,1058,8009,15631,160,10350,118817,
1554,RI2021,53781,36732,38230,79868,101832,106779,10000,199000,58722,1009,7776,15414,160,10226,115304,S
1555,RI2022,53347,35945,38279,79834,101275,106130,10000,193000,60624,958,7900,15458,148,10225,112092,S
1556,RI2023,52738,35016,38276,79599,100511,105118,8000,195000,62036,911,7779,15411,138,10312,109042,S
1557,RI2024,52400,34697,37804,79690,99994,104597,13000,191000,63670,856,7813,15415,143,10356,106338,
1558,SC1990,261856,148320,153283,357582,451584,469457,,,,,,,,,,
1559,SC1991,268362,153035,152402,362323,458800,477322,,,,,,,,,,
1560,SC1992,272307,157252,154494,363815,464345,483523,,,,,,,,,,
1561,SC1993,273197,160695,156416,366643,468582,488369,,,,,,,,,,
1562,SC1994,271896,164217,160772,372881,474632,495134,,,,,,,,,,
1563,SC1995,266692,164095,164739,380358,477427,498457,,,,,,,,,,
1564,SC1996,262908,164323,168444,391901,482966,504610,,,,,,,,,,
1565,SC1997,261505,166097,172085,401994,489751,511930,,,,,,,,,,
1566,SC1998,261052,167332,171871,406116,491790,514581,,,,,,,,,,
1567,SC1999,262066,168939,169924,406121,492014,515036,,,,,,,,,,
1568,SC2000,264500,170585,170286,405270,493707,516934,,,28277,3554,8768,368637,329,13455,587621,
1569,SC2000-2002,,,,,,,,,,,,,,,,16000
1570,SC2001,268388,174846,171773,401127,496670,519464,,,32408,3606,9125,366547,361,15103,588984,
1571,SC2001-2003,,,,,,,,,,,,,,,,17000
1572,SC2002,272167,181166,173276,393922,498911,521620,,,36901,3675,9597,363391,386,16697,589884,
1573,SC2002-2004,,,,,,,,,,,,,,,,21000
1574,SC2003,274275,185396,174558,389556,500952,522833,,,41316,3669,10121,360366,424,18337,589552,
1575,SC2004,277529,186144,178695,386743,503458,525653,,,46184,3749,10569,357547,427,19933,590702,
1576,SC2005,279623,183088,185845,388385,507599,529342,20000,1002000,51857,3817,11143,355155,471,21531,592967,29000
1577,SC2006,283666,180229,191212,394935,514214,535828,17000,1022000,58747,3825,11894,354314,485,23870,596907,31000
1578,SC2007,291718,178509,192912,401051,520811,543379,21000,1036000,66614,3903,12642,352956,498,26311,601266,S
1579,SC2008,299731,176979,190378,407028,526453,547663,20000,1047000,73736,3995,13150,351044,549,29012,602630,45000
1580,SC2009,302351,176343,187414,413621,529662,550067,20000,1060000,78299,4011,13608,349819,554,31460,601978,49000
1581,SC2010,301649,176224,184253,417393,529403,550116,19000,1062000,82206,4001,13981,347107,565,33310,598349,49000
1582,SC2011,298839,178102,180373,418869,527903,548280,17000,1065000,84493,3870,14410,341906,577,34654,596273,S
1583,SC2012,294777,182147,178558,421179,528911,547750,16000,1065000,86613,3729,14959,338577,546,36302,595935,49000
1584,SC2013,290689,184590,178930,423810,529748,548271,18000,1062000,88946,3642,15336,335493,592,37796,596214,49000
1585,SC2014,289770,184946,181232,427964,532968,550944,17000,1067000,92210,3598,16017,333822,600,39669,597996,55000
1586,SC2015,290817,183358,186063,432156,537112,555282,17000,1073000,95632,3558,16816,333176,658,41271,601283,46000
1587,SC2016,292054,183542,188585,434733,540402,558512,17000,1083000,98905,3503,17651,331671,689,42671,603824,56000
1588,SC2017,292800,185892,189331,436942,543143,561822,19000,1083000,103133,3471,18390,329826,685,43892,605568,51000
1589,SC2018,293623,189486,187739,437740,544974,563614,19000,1085000,107082,3397,19223,327505,687,45465,605229,55000
1590,SC2019,293430,194753,188216,437274,547196,566477,29000,1083000,110787,3349,20026,326283,698,46685,605845,60000
1591,SC2020,286219,204486,192889,435306,548717,570183,,,125887,3340,20354,322619,741,47329,598630,
1592,SC2021,285410,206244,197772,433503,550414,572515,20000,1096000,128845,3304,20667,321290,749,48699,599375,54000
1593,SC2022,289605,204987,204538,436764,557195,578699,17000,1100000,134021,3179,21448,320185,842,50468,605751,45000
1594,SC2023,292941,201062,211985,441334,562941,584381,18000,1124000,139199,3129,22589,318868,893,52040,610604,62000
1595,SC2024,295722,198081,214586,443682,565172,586899,28000,1122000,144257,3081,23455,316340,953,53391,610594,
1596,SD1990,55120,31988,29992,82353,97447,102006,,,,,,,,,,
1597,SD1991,54573,33501,30945,82730,98573,103176,,,,,,,,,,
1598,SD1992,54906,35588,32653,83485,100859,105773,,,,,,,,,,
1599,SD1993,54295,36966,33732,82982,101468,106507,,,,,,,,,,
1600,SD1994,53329,37745,35182,82187,101637,106806,,,,,,,,,,
1601,SD1995,52092,37734,36668,81396,101331,106559,,,,,,,,,,
1602,SD1996,51061,37034,37681,80004,100261,105519,,,,,,,,,,
1603,SD1997,50773,37057,38437,79711,100291,105687,,,,,,,,,,
1604,SD1998,50590,36581,38286,79329,99728,105058,,,,,,,,,,
1605,SD1999,50724,36462,37899,78652,99178,104559,,,,,,,,,,
1606,SD2000,51041,36139,37765,77736,98701,103980,,,4552,27105,1253,1632,61,4576,163502,
1607,SD2000-2002,,,,,,,,,,,,,,,,2000
1608,SD2001,50900,35554,37614,76727,97813,102982,,,5269,26922,1321,1862,68,4896,160457,
1609,SD2001-2003,,,,,,,,,,,,,,,,2000
1610,SD2002,50862,35381,37076,75375,96700,101994,,,5783,26802,1366,2120,82,5179,157362,
1611,SD2002-2004,,,,,,,,,,,,,,,,2000
1612,SD2003,51509,35011,36481,74325,96099,101227,,,6330,26765,1460,2307,83,5490,154891,
1613,SD2004,52485,34618,35983,73718,95966,100838,,,6943,26822,1544,2464,88,5795,153148,
1614,SD2005,53387,33737,35739,73613,95806,100670,4000,182000,7437,26696,1598,2610,98,6096,151941,5000
1615,SD2006,54768,33550,35414,73600,96094,101238,2000,192000,7971,26677,1685,2881,85,6411,151622,S
1616,SD2007,56508,32885,35205,74249,96804,102043,2000,N.A.!,8492,26821,1736,3145,86,6834,151733,S
1617,SD2008,57745,32672,34554,74877,97438,102410,1000,196000,9022,27016,1820,3381,93,7155,151361,S
1618,SD2009,58715,32116,34201,76172,97900,103304,3000,196000,9269,27082,1984,3564,88,7650,151567,S
1619,SD2010,59795,32164,33575,77681,98927,104288,4000,198000,9378,27221,2088,3711,75,8076,152666,S
1620,SD2011,59934,32310,33048,78767,99223,104836,3000,199000,10024,27314,2279,3803,80,8253,152306,S
1621,SD2012,59806,32707,32839,80244,100094,105502,3000,202000,10853,27383,2554,4158,65,8397,152186,S
1622,SD2013,60074,33030,32702,82077,101205,106678,4000,205000,11804,27486,2688,4404,73,8648,152780,S
1623,SD2014,60660,33053,32969,83159,102065,107776,4000,206000,12506,27571,2802,4709,75,8878,153300,S
1624,SD2015,61012,33143,33187,84054,102756,108640,4000,206000,13236,27723,3010,5148,83,9138,153058,S
1625,SD2016,61499,34067,33580,84643,103927,109862,5000,209000,14107,27793,3289,5707,106,9480,153307,S
1626,SD2017,61980,35078,33695,85355,105152,110956,3000,210000,15113,27888,3505,6206,120,9668,153608,S
1627,SD2018,61829,35913,33590,85390,105752,110970,4000,211000,15821,27851,3335,6323,140,9804,153448,S
1628,SD2019,61232,36435,34470,85680,106294,111523,5000,210000,16271,27586,3410,6560,154,10045,153791,S
1629,SD2020,59563,38201,35677,85687,106729,112399,,,16450,25913,3549,6916,167,10306,155827,
1630,SD2021,58742,38552,36695,85797,107035,112751,4000,217000,17233,25765,3706,7234,202,10580,155066,S
1631,SD2022,58217,38496,37793,86654,107892,113268,3000,216000,18357,25299,3908,7480,262,10946,154908,S
1632,SD2023,57593,37838,38847,87076,108043,113311,7000,212000,19321,24936,3965,7603,268,11176,154085,S
1633,SD2024,57344,37446,39085,86831,107634,113072,4000,214000,20329,24362,4106,7711,299,11424,152475,
1634,TN1990,339766,199009,206121,475304,593993,626207,,,,,,,,,,
1635,TN1991,345764,205131,204044,478321,600290,632970,,,,,,,,,,
1636,TN1992,354847,213035,207964,483612,612988,646470,,,,,,,,,,
1637,TN1993,361840,219183,212307,491714,625326,659718,,,,,,,,,,
1638,TN1994,365967,223963,220144,500914,637829,673159,,,,,,,,,,
1639,TN1995,366664,225282,227217,512453,647843,683773,,,,,,,,,,
1640,TN1996,364649,224794,231497,524783,654597,691126,,,,,,,,,,
1641,TN1997,364122,225464,234735,534709,661067,697963,,,,,,,,,,
1642,TN1998,366219,226747,234048,542973,666327,703660,,,,,,,,,,
1643,TN1999,370844,230750,232747,551656,673985,712012,,,,,,,,,,
1644,TN2000,374667,233709,233884,557425,680560,719125,,,39335,3275,14729,296717,539,20530,1024560,
1645,TN2000-2002,,,,,,,,,,,,,,,,28000
1646,TN2001,378216,237697,235357,556308,684881,722697,,,44605,3330,15473,298499,570,22761,1022340,
1647,TN2001-2003,,,,,,,,,,,,,,,,27000
1648,TN2002,381193,245091,237267,551306,689121,725736,,,50086,3377,16194,300130,599,24857,1019614,
1649,TN2002-2004,,,,,,,,,,,,,,,,32000
1650,TN2003,385343,251690,239055,548773,694579,730282,,,56190,3397,17156,301221,621,27169,1019107,
1651,TN2004,388506,253481,243425,547931,698707,734636,,,63044,3404,18026,301719,659,29217,1017274,
1652,TN2005,392265,252295,251942,552824,706644,742682,26000,1356000,71658,3387,19084,302461,673,31719,1020344,38000
1653,TN2006,395602,250880,259936,563748,717250,752916,30000,1417000,80748,3386,20207,305033,722,34564,1025506,49000
1654,TN2007,401096,250368,262369,568914,723684,759063,30000,1442000,89915,3438,21135,304077,737,37391,1026054,55000
1655,TN2008,406969,250724,261420,575241,729728,764626,29000,1450000,97953,3369,21993,303517,716,40343,1026463,64000
1656,TN2009,407229,249808,258139,579511,730690,763997,29000,1462000,103829,3424,22849,301156,763,42941,1019725,67000
1657,TN2010,407087,249130,256564,581985,730236,764530,31000,1467000,108975,3296,23518,299390,777,44797,1014013,68000
1658,TN2011,403863,251644,253983,582201,729573,762118,33000,1458000,113866,3185,24402,296146,793,46666,1006633,74000
1659,TN2012,402947,255330,251398,582522,730179,762018,29000,1465000,118421,3123,25088,294238,798,48713,1001816,73000
1660,TN2013,400495,256760,251063,584372,730692,761998,27000,1466000,122968,3034,25721,292896,817,50804,996450,70000
1661,TN2014,400955,255633,253747,585443,732257,763521,30000,1462000,127821,3024,26404,292102,837,52661,992929,81000
1662,TN2015,403523,253030,258120,585394,734479,765588,31000,1463000,132640,3012,27216,290991,842,54314,991052,89000
1663,TN2016,406111,252405,260155,585513,736786,767398,30000,1473000,138185,3075,27802,289481,872,55892,988877,86000
1664,TN2017,407272,254225,259474,586846,738440,769377,34000,1474000,144261,3030,28485,288193,891,57642,985315,95000
1665,TN2018,409162,256868,257337,587008,740151,770224,33000,1477000,149697,3023,29283,286622,895,59178,981677,81000
1666,TN2019,408883,259896,256912,585285,740295,770681,35000,1475000,153674,3067,29562,285751,951,60836,977135,87000
1667,TN2020,410633,277801,268415,597970,760051,794768,,,187888,3061,30234,287969,963,62652,982052,
1668,TN2021,407810,278034,272189,598358,760443,795948,39000,1498000,190701,2959,30503,286865,991,64192,980180,89000
1669,TN2022,411870,275183,278606,603469,766779,802349,45000,1490000,198196,2989,31806,285012,1058,65890,984177,91000
1670,TN2023,414020,268979,285975,609476,771405,807045,44000,1519000,206233,3018,32863,283244,1047,67179,984866,104000
1671,TN2024,416182,266260,287168,612907,773362,809155,55000,1521000,213883,3024,34150,280939,1096,68369,981056,
1672,TX1990,1432026,760676,761270,1952248,2395094,2511126,,,,,,,,,,
1673,TX1991,1460570,786505,767500,1986218,2440928,2559865,,,,,,,,,,
1674,TX1992,1492074,822726,787402,2007603,2493972,2615833,,,,,,,,,,
1675,TX1993,1522460,860758,803474,2031207,2546308,2671591,,,,,,,,,,
1676,TX1994,1549013,895844,832687,2053980,2601452,2730072,,,,,,,,,,
1677,TX1995,1561004,911147,868734,2080899,2645308,2776476,,,,,,,,,,
1678,TX1996,1575664,924412,909123,2142248,2708298,2843149,,,,,,,,,,
1679,TX1997,1584531,936069,944553,2190329,2759046,2896436,,,,,,,,,,
1680,TX1998,1601504,949166,964410,2243974,2809357,2949697,,,,,,,,,,
1681,TX1999,1617191,965504,971455,2286061,2849150,2991061,,,,,,,,,,
1682,TX2000,1628590,976260,982630,2318821,2881720,3024581,,,2409041,17579,144790,739697,3343,73155,2518696,
1683,TX2000-2002,,,,,,,,,,,,,,,,743000
1684,TX2001,1669530,990250,992922,2327485,2919700,3060487,,,2483740,17647,152556,744924,3512,79225,2498583,
1685,TX2001-2003,,,,,,,,,,,,,,,,789000
1686,TX2002,1711032,1015916,1008546,2324878,2959261,3101111,,,2567746,17671,160411,750246,3683,85136,2475479,
1687,TX2002-2004,,,,,,,,,,,,,,,,808000
1688,TX2003,1753005,1035422,1016974,2327579,2995620,3137360,,,2651364,17565,168043,753926,3846,91050,2447186,
1689,TX2004,1795044,1053945,1029420,2329850,3032633,3175626,,,2737057,17635,175740,757224,3983,96831,2419789,
1690,TX2005,1827344,1057659,1054222,2351745,3072679,3218291,361000,5940000,2824853,17664,184502,761336,4162,103130,2395323,911000
1691,TX2006,1863053,1075110,1083479,2425156,3148006,3298792,361000,6142000,2927949,17896,195641,798443,4372,111318,2391179,958000
1692,TX2007,1892086,1081813,1105472,2486501,3206892,3358980,345000,6284000,3039334,18131,206523,800689,4590,119001,2377604,1009000
1693,TX2008,1917615,1092447,1112664,2553191,3261615,3414302,337000,6389000,3142407,18352,217507,804031,4858,126636,2362126,1038000
1694,TX2009,1929162,1105048,1123867,2634830,3319020,3473887,328000,6560000,3247740,18730,228078,811050,5030,134015,2348264,1150000
1695,TX2010,1930013,1119464,1128044,2700398,3362084,3515835,344000,6544000,3329765,18845,237120,815515,5194,140819,2330661,1129000
1696,TX2011,1936842,1135721,1129082,2732841,3392823,3541663,321000,6637000,3375942,18509,246474,815402,5240,147721,2325198,1157000
1697,TX2012,1937281,1162051,1134283,2758658,3423469,3568804,308000,6673000,3415116,18328,257792,818209,5092,154773,2322963,1156000
1698,TX2013,1938507,1184480,1145065,2787115,3456161,3599006,302000,6739000,3453637,18085,270480,824893,5255,161153,2321664,1143000
1699,TX2014,1961901,1199179,1164222,2818670,3499946,3644026,306000,6809000,3500044,17950,285696,835994,5444,168658,2330186,1182000
1700,TX2015,1989915,1208259,1193997,2850527,3548578,3694120,317000,6892000,3550446,17930,302186,849552,5611,176708,2340265,1179000
1701,TX2016,2010613,1218766,1218034,2873396,3588003,3732806,305000,6986000,3593186,17900,317033,861848,5777,184095,2340970,1150000
1702,TX2017,2017302,1236024,1229966,2882495,3610030,3755757,327000,7038000,3618702,17689,330206,872990,5864,189966,2330370,1164000
1703,TX2018,2008065,1249017,1233783,2891821,3619467,3763219,319000,7080000,3628247,17604,339100,881188,6064,194860,2315623,1154000
1704,TX2019,1991556,1264525,1242897,2907799,3631595,3775182,319000,7078000,3642774,17664,345848,890541,6397,200220,2303333,1092000
1705,TX2020,1934796,1323767,1281754,2922343,3651947,3810713,,,3619153,17929,357894,919721,6830,209304,2331829,
1706,TX2021,1902853,1331068,1299002,2926076,3649771,3809228,341000,7116000,3614762,17837,360427,932595,6842,215109,2311427,1055000
1707,TX2022,1923140,1331833,1330525,2951671,3687295,3849874,355000,7084000,3650568,17823,378466,956279,7102,223861,2303070,979000
1708,TX2023,1953054,1318874,1365787,2978106,3726388,3889433,397000,7143000,3695534,17717,400446,975282,7303,231510,2288029,999000
1709,TX2024,1977474,1311449,1380140,2996160,3750861,3914362,435000,7222000,3732618,17609,420572,987132,7415,236370,2263507,
1710,US1990,18856447,10022830,10072432,25266803,31314433,32904079,,,,,,,,,,
1711,US1991,19208046,10363807,10067887,25673278,31843910,33469108,,,,,,,,,,
1712,US1992,19528041,10742617,10304269,25934250,32425415,34083762,,,,,,,,,,
1713,US1993,19729275,11096459,10498304,26270900,32949886,34645052,,,,,,,,,,
1714,US1994,19776862,11417713,10838108,26608252,33456197,35184738,,,,,,,,,,
1715,US1995,19626505,11551244,11201414,27093976,33859067,35614072,,,,,,,,,,
1716,US1996,19408272,11614075,11529601,27681564,34227251,36006261,,,,,,,,,,
1717,US1997,19232671,11713622,11833337,28141107,34563359,36357378,,,,,,,,,,
1718,US1998,19144923,11828664,11950974,28506845,34810399,36621007,,,,,,,,,,
1719,US1999,19135544,12028529,11990681,28791295,35062538,36883511,,,,,,,,,,
1720,US2000,19178293,12167203,12096348,28934345,35276989,37099200,,,12448116,693726,2514659,10747153,114849,1597395,44260291,
1721,US2000-2002,,,,,,,,,,,,,,,,5595000
1722,US2001,19298217,12356516,12220918,28795524,35434833,37236342,,,12906700,688723,2590804,10761189,117420,1693366,43912973,
1723,US2001-2003,,,,,,,,,,,,,,,,5737000
1724,US2002,19429192,12721885,12373427,28411953,35576621,37359836,,,13378633,684161,2663126,10765078,119668,1790718,43535073,
1725,US2002-2004,,,,,,,,,,,,,,,,5915000
1726,US2003,19592446,12956264,12472108,28079940,35665928,37434830,,,13839946,678758,2736558,10742709,122166,1891538,43089083,
1727,US2004,19785885,13052008,12645933,27813909,35768786,37528949,,,14310776,673979,2807366,10718694,124603,1998289,42664028,
1728,US2005,19917400,12913229,13004623,27688417,35882649,37641020,3091000,70041000,14813372,670362,2885286,10693481,127336,2108073,42225759,6400000
1729,US2006,19938883,12770063,13241005,27807763,36002251,37755463,3045000,70721000,15340694,666214,2959129,10662098,129999,2223691,41775889,6692000
1730,US2007,20125962,12658832,13337790,27896821,36135527,37883878,2973000,70935000,15886708,663101,3033164,10632954,132811,2346651,41324016,6932000
1731,US2008,20271127,12557587,13197218,28078670,36187739,37916863,2794000,71128000,16378400,658882,3111202,10566423,135626,2471731,40782338,6995000
1732,US2009,20244518,12460869,13046586,28382194,36209909,37924258,2762000,71735000,16817739,654762,3179996,10501290,138157,2596301,40245922,7392000
1733,US2010,20189578,12378442,12920210,28634403,36212546,37910087,2831000,71334000,17178149,650237,3245398,10424172,140236,2709438,39775003,7407000
1734,US2011,20126211,12381660,12740082,28668855,36130553,37786255,2634000,71277000,17367694,643810,3314235,10322002,141134,2785786,39342147,7342000
1735,US2012,19980936,12480887,12585516,28665635,36045817,37667157,2563000,71147000,17521880,638461,3387998,10234574,142276,2858211,38929574,7323000
1736,US2013,19855184,12525579,12503972,28706999,35998602,37593132,2517000,71070000,17676658,634577,3472789,10180004,143848,2930826,38553032,7255000
1737,US2014,19878806,12471283,12514381,28728747,36002711,37590506,2518000,71060000,17856378,631489,3558270,10161714,145319,3003841,38236206,7300000
1738,US2015,19924706,12364683,12623582,28740749,36031295,37622425,2485000,71145000,18054713,627746,3653064,10147434,147276,3076446,37947041,7304000
1739,US2016,19936737,12352444,12677999,28732113,36055039,37644254,2527000,71111000,18255321,622950,3741936,10128414,149329,3144513,37656830,7312000
1740,US2017,19895016,12429414,12623558,28684348,36022248,37610088,2579000,71070000,18417710,617203,3828537,10108544,151650,3206044,37302648,7156000
1741,US2018,19778527,12496331,12506174,28604469,35904512,37480989,2512000,70841000,18525094,608794,3877570,10068136,153185,3261237,36891485,6859000
1742,US2019,19571339,12559446,12475530,28482360,35760049,37328626,2541000,70426000,18588264,601581,3911060,10034057,154500,3310991,36488222,6633000
1743,US2020,19294289,13229663,12927576,28815243,36271407,37995364,,,19107975,593200,4027492,10207918,158550,3409053,36762583,
1744,US2021,18852206,13166669,13009571,28610938,35963565,37675819,2531000,70944000,19069207,582702,4013016,10162116,158326,3447086,36206931,6427000
1745,US2022,18710954,12983598,13187162,28521474,35849627,37553561,2622000,69703000,19237024,571290,4079203,10156681,160290,3489575,35709125,6186000
1746,US2023,18632397,12725278,13408304,28502436,35788035,37480380,2871000,69777000,19464803,559503,4163641,10151595,162282,3527712,35238879,6502000
1747,US2024,18599314,12603580,13434580,28495246,35727465,37405255,3178000,69752000,19688847,547124,4269721,10138247,164740,3558300,34765741,
1748,UT1990,171465,106237,91299,258121,305327,321795,,,,,,,,,,
1749,UT1991,172026,111997,97308,255885,310122,327094,,,,,,,,,,
1750,UT1992,174410,115914,106150,252251,315636,333089,,,,,,,,,,
1751,UT1993,177939,119443,113966,251620,322432,340536,,,,,,,,,,
1752,UT1994,180607,121419,120984,250925,327654,346281,,,,,,,,,,
1753,UT1995,183265,120639,125093,250639,330283,349353,,,,,,,,,,
1754,UT1996,187679,118763,127953,252683,333744,353334,,,,,,,,,,
1755,UT1997,194425,117637,129973,257493,339721,359807,,,,,,,,,,
1756,UT1998,201144,116361,129135,262746,344396,364990,,,,,,,,,,
1757,UT1999,206433,115605,126314,267046,347203,368195,,,,,,,,,,
1758,UT2000,210022,115616,125000,271048,350386,371300,,,79192,10364,9342,5807,6523,14609,595849,
1759,UT2000-2002,,,,,,,,,,,,,,,,34000
1760,UT2001,214928,116304,123207,272380,353144,373675,,,84132,10058,9559,6231,6759,15737,594343,
1761,UT2001-2003,,,,,,,,,,,,,,,,39000
1762,UT2002,220066,117991,121963,273497,356579,376938,,,89544,9838,9723,6605,6943,16730,594134,
1763,UT2002-2004,,,,,,,,,,,,,,,,37000
1764,UT2003,225164,119225,120138,275956,360039,380444,,,94499,9566,9909,6777,7117,17771,594844,
1765,UT2004,230418,119634,120499,281220,365609,386162,,,99351,9312,10188,7238,7348,18687,599647,
1766,UT2005,235437,120038,122767,289646,373503,394385,22000,717000,105455,9094,10419,7663,7614,19859,607784,43000
1767,UT2006,242865,120955,125065,301072,383989,405968,23000,769000,113483,8947,10819,8385,7890,21285,619148,52000
1768,UT2007,251261,124120,126950,313165,396193,419303,27000,791000,123563,9010,11235,9061,8222,22873,631532,58000
1769,UT2008,257272,126832,127666,325488,407002,430256,24000,826000,132811,8743,11798,9388,8668,24268,641582,61000
1770,UT2009,261099,131172,128206,337376,417165,440688,22000,848000,140071,8795,12311,9727,9079,25572,652298,59000
1771,UT2010,264328,134046,129880,345799,425237,448816,22000,852000,144549,8647,12743,9742,9301,26968,662103,64000
1772,UT2011,262384,137670,131048,351029,429184,452947,21000,860000,146833,8447,13223,9698,9276,27614,667040,66000
1773,UT2012,258460,141728,133543,355122,432314,456539,22000,865000,148224,8259,13873,9809,9318,28239,671131,64000
1774,UT2013,256160,145180,136337,360150,436829,460998,20000,876000,150822,8094,14154,9913,9449,28934,676461,62000
1775,UT2014,254155,147291,139827,362992,439833,464432,18000,887000,152633,8104,14493,9911,9547,29608,679969,61000
1776,UT2015,252750,149447,144035,364931,443348,467815,15000,898000,155450,8024,14797,9993,9749,30221,682929,60000
1777,UT2016,253625,152838,147866,366952,448168,473113,16000,906000,158570,7966,15377,10371,9984,31116,687897,65000
1778,UT2017,253713,156347,150713,367289,451232,476830,19000,906000,162076,7934,15961,10770,10196,32002,689123,69000
1779,UT2018,249486,158729,153481,368466,452919,477243,22000,910000,164449,7803,16213,11009,10473,32736,687479,62000
1780,UT2019,245571,161249,156566,366554,452750,477190,18000,912000,166577,7847,16599,11119,10669,33485,683644,46000
1781,UT2020,242748,171411,164770,370958,461618,488269,,,179135,7774,17507,11453,10958,34959,688101,
1782,UT2021,238338,172679,168081,369513,461105,487506,18000,928000,182940,7645,18087,11597,11097,36550,680695,52000
1783,UT2022,234965,171108,171933,366456,458955,485507,16000,914000,188974,7448,18973,11729,11392,37718,668228,52000
1784,UT2023,232385,166908,176496,362964,456403,482350,22000,912000,195530,7253,20112,11941,11443,38707,653767,52000
1785,UT2024,230987,163769,178016,360857,454165,479464,27000,905000,201525,7081,21410,12333,11515,39474,640291,
1786,VA1990,453664,234226,239807,592973,742701,777969,,,,,,,,,,
1787,VA1991,461753,242481,237716,606308,756217,792041,,,,,,,,,,
1788,VA1992,469133,252321,242555,617535,772464,809080,,,,,,,,,,
1789,VA1993,471089,260027,246432,627210,783791,820967,,,,,,,,,,
1790,VA1994,469996,267736,253909,637070,795488,833223,,,,,,,,,,
1791,VA1995,464815,271284,262075,650831,805448,843557,,,,,,,,,,
1792,VA1996,458549,272564,269208,663826,812802,851345,,,,,,,,,,
1793,VA1997,455641,275939,276865,675321,822474,861292,,,,,,,,,,
1794,VA1998,456967,281703,280688,686903,833518,872743,,,,,,,,,,
1795,VA1999,458449,288514,282700,693462,841818,881307,,,,,,,,,,
1796,VA2000,462256,294235,286973,697956,850727,890693,,,103885,4516,63259,405070,870,44045,1119775,
