,LocYear,d1: 0 to 4,d1: 12 to 14,d1: 15 to 17,d1: 5 to 11,d2: Female,d2: Male,d3: Foreign-born,d3: Native-born,d4: H or L,d4: AI or AN,d4: A,d4: B,d4: NH or PI,d4: 2 or more,d4: W,d5
500,ID1996,91023,63380,65728,133693,171812,182012,,,,,,,,,,
501,ID1997,92224,62959,67037,135559,173783,183996,,,,,,,,,,
502,ID1998,93867,62611,67250,138461,175949,186240,,,,,,,,,,
503,ID1999,96186,62884,66795,140824,178154,188535,,,,,,,,,,
504,ID2000,97916,62951,66489,143074,179979,190451,,,43455,5230,2779,1683,369,7113,309801,
505,ID2000-2002,,,,,,,,,,,,,,,,16000
506,ID2001,99882,63438,66201,143624,181318,191827,,,45631,5238,2864,1969,414,7475,309554,
507,ID2001-2003,,,,,,,,,,,,,,,,18000
508,ID2002,101754,64963,65509,143760,183000,192986,,,47697,5218,2926,2215,421,7902,309607,
509,ID2002-2004,,,,,,,,,,,,,,,,18000
510,ID2003,104308,66123,65036,143774,184438,194803,,,49768,5174,3050,2436,426,8395,309992,
511,ID2004,107239,66572,65693,145188,186981,197711,,,52453,5145,3166,2598,464,8817,312049,
512,ID2005,111036,66901,67823,148891,191623,203028,10000,363000,55978,5215,3441,2831,478,9443,317265,17000
513,ID2006,114699,66925,69244,153885,196743,208010,11000,384000,60508,5188,3649,3080,512,10065,321751,S
514,ID2007,118768,67391,70056,158809,201583,213441,9000,399000,64746,5174,3969,3267,593,10693,326582,S
515,ID2008,121572,68073,69988,162714,205116,217231,10000,403000,68626,5086,4134,3368,601,11197,329335,S
516,ID2009,121829,69189,69219,165839,207222,218854,11000,408000,71223,4996,4251,3338,627,11733,329908,S
517,ID2010,121488,69348,69202,169212,208973,220277,9000,420000,73500,4966,4371,3254,650,12233,330276,S
518,ID2011,119478,70161,69239,170025,209139,219764,8000,420000,74300,4915,4491,3335,619,12448,328795,S
519,ID2012,116908,71420,69262,170394,208778,219206,7000,417000,75149,4774,4570,3289,622,12790,326790,S
520,ID2013,114935,72789,70070,171193,209457,219530,10000,417000,76515,4694,4626,3387,678,12898,326189,S
521,ID2014,114092,73333,71278,172611,210594,220720,9000,422000,77607,4647,4828,3485,708,13202,326837,S
522,ID2015,113960,73572,73131,173273,212208,221728,6000,426000,78874,4654,5059,3612,714,13468,327555,S
523,ID2016,114832,74599,74987,173728,214637,223509,7000,429000,80100,4632,5312,3726,758,13986,329632,S
524,ID2017,116215,76623,75457,174748,217087,225956,8000,435000,81623,4554,5303,3779,794,14313,332677,S
525,ID2018,115485,78191,76004,175454,217736,227398,6000,439000,82595,4508,5284,3726,811,14764,333446,S
526,ID2019,115266,79555,77410,175885,218916,229200,5000,445000,83781,4480,5341,3736,789,15342,334647,S
527,ID2020,113556,84475,81633,178675,223429,234910,,,86564,4527,5569,3915,821,16033,340910,
528,ID2021,113921,85987,84219,181658,226996,238789,10000,460000,89676,4458,5803,4086,852,16898,344012,S
529,ID2022,114128,85851,86793,182703,228726,240749,9000,456000,92611,4346,6289,4316,873,17663,343377,19000
530,ID2023,113668,83955,88710,182538,228593,240278,8000,459000,94802,4154,6642,4671,900,18095,339607,S
531,ID2024,114514,82521,89270,182142,228465,239982,7000,460000,97001,4003,7021,5122,907,18491,335902,
532,IL1990,862317,459327,463246,1155947,1434114,1506723,,,,,,,,,,
533,IL1991,881354,474726,461865,1170770,1457464,1531251,,,,,,,,,,
534,IL1992,899484,490633,471734,1171576,1479315,1554112,,,,,,,,,,
535,IL1993,910156,504122,478529,1173734,1495317,1571224,,,,,,,,,,
536,IL1994,918958,516463,492349,1183168,1516874,1594064,,,,,,,,,,
537,IL1995,920110,519918,509010,1203946,1537348,1615636,,,,,,,,,,
538,IL1996,913517,520503,525001,1233895,1556758,1636158,,,,,,,,,,
539,IL1997,903767,523362,536724,1258261,1571117,1650997,,,,,,,,,,
540,IL1998,890686,524365,537051,1273150,1572664,1652588,,,,,,,,,,
541,IL1999,881966,530485,534653,1292930,1580081,1659953,,,,,,,,,,
542,IL2000,875385,533869,536318,1299372,1582702,1662242,,,556754,4880,100995,601725,756,51836,1927998,
543,IL2000-2002,,,,,,,,,,,,,,,,266000
544,IL2001,873939,540510,537641,1291527,1582607,1661010,,,575751,4804,104199,596264,779,55383,1906437,
545,IL2001-2003,,,,,,,,,,,,,,,,268000
546,IL2002,872761,555842,539413,1270346,1580765,1657597,,,593781,4760,107223,590523,765,58773,1882537,
547,IL2002-2004,,,,,,,,,,,,,,,,276000
548,IL2003,871830,563575,540197,1249945,1575126,1650421,,,610922,4697,110411,581882,736,62215,1854684,
549,IL2004,871631,564493,545057,1230418,1568048,1643551,,,627538,4649,113279,573733,712,65775,1825913,
550,IL2005,865706,557447,558680,1215485,1560759,1636559,139000,3093000,642919,4653,116395,565155,704,69227,1798265,280000
551,IL2006,853782,551558,565813,1210093,1553992,1627254,137000,3079000,658820,4624,119515,556426,678,72972,1768211,320000
552,IL2007,851327,548761,567221,1202825,1549703,1620431,132000,3067000,677105,4644,122926,546920,667,77249,1740623,313000
553,IL2008,847663,544190,561844,1199704,1541885,1611516,120000,3060000,694467,4548,126064,536903,658,81432,1709329,330000
554,IL2009,840275,535916,556843,1205372,1535105,1603301,107000,3067000,710923,4518,129137,526465,647,85474,1681242,333000
555,IL2010,834800,527697,553226,1207559,1528166,1595116,110000,3016000,724217,4468,132232,515822,631,89210,1656702,348000
556,IL2011,825416,522534,544064,1200670,1513979,1578705,106000,2990000,725855,4428,136114,502431,641,91188,1632027,337000
557,IL2012,813920,522016,533440,1190509,1498694,1561191,101000,2962000,725436,4374,139953,490040,677,93179,1606226,334000
558,IL2013,801267,520042,523532,1180619,1481952,1543508,103000,2919000,722319,4280,143796,479197,700,94726,1580442,328000
559,IL2014,793669,514052,517737,1167762,1465997,1527223,82000,2903000,719462,4217,146361,470406,732,96186,1555856,310000
560,IL2015,786656,505836,516211,1154182,1450474,1512411,92000,2868000,716508,4167,148633,462341,754,98032,1532450,317000
561,IL2016,779155,501452,513415,1137387,1435091,1496318,86000,2837000,712988,4096,150279,453601,759,99321,1510365,292000
562,IL2017,769825,498380,507737,1121113,1418703,1478352,83000,2812000,707534,4056,153042,445335,748,100056,1486284,298000
563,IL2018,759748,494318,499596,1103687,1398947,1458402,80000,2776000,700528,4001,154202,438422,752,100645,1458799,273000
564,IL2019,745655,489101,495586,1086970,1379112,1438200,68000,2746000,692748,3958,154618,431439,778,101081,1432690,242000
565,IL2020,735482,515759,514258,1104220,1402490,1467229,,,727626,3933,158335,437822,796,103367,1437840,
566,IL2021,706982,507570,511394,1086162,1374437,1437671,79000,2721000,712565,3867,156530,429744,803,103550,1405049,252000
567,IL2022,685967,494295,509903,1068521,1348820,1409866,78000,2638000,701094,3781,157005,421003,798,103517,1371488,236000
568,IL2023,670440,480280,512773,1060774,1332178,1392089,99000,2603000,695713,3744,158965,414515,777,104136,1346417,245000
569,IL2024,660380,471527,509749,1055805,1319305,1378156,106000,2587000,690957,3707,163226,409515,741,104492,1324823,
570,IN1990,397897,233969,237783,567560,699906,737303,,,,,,,,,,
571,IN1991,400938,240871,237866,571084,706452,744307,,,,,,,,,,
572,IN1992,404719,247570,241655,567706,711712,749938,,,,,,,,,,
573,IN1993,408217,252656,244950,567184,717162,755845,,,,,,,,,,
574,IN1994,411390,257682,251931,570799,726270,765532,,,,,,,,,,
575,IN1995,412588,258035,259664,577629,734101,773815,,,,,,,,,,
576,IN1996,411916,256073,264404,585568,738942,779019,,,,,,,,,,
577,IN1997,414777,257770,268984,597739,749306,789964,,,,,,,,,,
578,IN1998,417466,259250,268149,607095,755499,796461,,,,,,,,,,
579,IN1999,420905,262370,265681,617123,762442,803637,,,,,,,,,,
580,IN2000,422866,263148,265739,623236,766961,808028,,,77099,3613,13987,164145,436,27757,1287952,
581,IN2000-2002,,,,,,,,,,,,,,,,33000
582,IN2001,425239,265736,265872,622680,769496,810031,,,84247,3608,15076,166271,433,30181,1279711,
583,IN2001-2003,,,,,,,,,,,,,,,,35000
584,IN2002,425714,272267,266959,615874,770369,810445,,,90392,3575,16146,167997,432,32639,1269633,
585,IN2002-2004,,,,,,,,,,,,,,,,41000
586,IN2003,426699,276411,267174,612276,771698,810862,,,97718,3507,17317,169492,428,35124,1258974,
587,IN2004,428845,278248,269333,609855,773013,813268,,,105626,3483,18388,171075,443,37735,1249531,
588,IN2005,429617,275942,276824,611515,776765,817133,27000,1566000,114965,3476,19747,173046,445,40571,1241648,44000
589,IN2006,429937,274283,281908,616979,781488,821619,30000,1550000,124941,3425,21108,175192,464,43643,1234334,50000
590,IN2007,433395,272022,284166,619911,784689,824805,30000,1557000,133975,3400,22453,176273,472,46780,1226141,53000
591,IN2008,436073,272178,281572,621671,786316,825178,28000,1556000,142116,3335,23626,176849,500,49536,1215532,57000
592,IN2009,434729,270186,279277,625512,785397,824307,31000,1555000,149450,3296,24736,177150,510,52389,1202173,65000
593,IN2010,433087,269481,276918,626706,784241,821951,34000,1572000,154902,3200,25874,176726,494,54810,1190186,66000
594,IN2011,429236,270171,274365,624879,781045,817606,32000,1565000,157780,3065,27300,175888,500,56271,1177847,71000
595,IN2012,423807,273036,271575,621688,777018,813088,27000,1562000,159931,2985,29002,174813,488,57655,1165232,66000
596,IN2013,420629,274174,270812,620883,775608,810890,29000,1559000,162942,2926,30704,174609,529,58990,1155798,69000
597,IN2014,420017,271992,271492,619151,773611,809041,30000,1553000,165543,2835,32471,174512,556,60359,1146376,71000
598,IN2015,419878,268199,274302,616608,771641,807346,23000,1557000,168248,2754,33879,174627,565,61592,1137322,71000
599,IN2016,420795,267059,275724,613234,769919,806893,31000,1547000,171421,2673,35870,175263,585,63099,1127901,79000
600,IN2017,420420,267904,273700,611881,768299,805606,33000,1541000,174577,2651,37294,176165,645,64360,1118213,76000
601,IN2018,420605,269411,271114,611274,767257,805147,29000,1538000,178104,2593,39514,177604,656,65715,1108218,73000
602,IN2019,419270,270299,270270,609536,766019,803356,31000,1536000,180911,2594,41164,178375,683,66741,1098907,67000
603,IN2020,416851,285729,280394,620841,781931,821884,,,203864,2561,42766,181602,726,68877,1103419,
604,IN2021,410543,285102,282405,618534,778022,818562,33000,1552000,204734,2521,44016,183303,748,70257,1091005,77000
605,IN2022,409528,281173,285924,618440,777331,817734,37000,1532000,207903,2487,46558,186105,787,71534,1079691,72000
606,IN2023,407418,274850,289773,619515,776022,815534,41000,1540000,211110,2442,48103,188574,822,72415,1068090,81000
607,IN2024,405896,271617,289744,618829,773410,812676,48000,1531000,214271,2348,49873,190879,882,72916,1054917,
608,KS1990,189972,103454,98182,271033,322187,340454,,,,,,,,,,
609,KS1991,188645,107933,100328,275127,326682,345351,,,,,,,,,,
610,KS1992,187638,112771,104556,275906,330954,349917,,,,,,,,,,
611,KS1993,186501,117359,107380,276022,334071,353191,,,,,,,,,,
612,KS1994,184993,121330,111630,275720,337130,356543,,,,,,,,,,
613,KS1995,182144,121810,115958,274212,337363,356761,,,,,,,,,,
614,KS1996,181218,121599,120112,273369,338434,357864,,,,,,,,,,
615,KS1997,182661,122171,124147,275022,342200,361801,,,,,,,,,,
616,KS1998,185325,122613,125643,276821,345292,365110,,,,,,,,,,
617,KS1999,187202,122929,125411,277480,346549,366473,,,,,,,,,,
618,KS2000,188781,122530,125287,277289,347155,366732,,,74851,6866,12540,49599,356,19206,550469,
619,KS2000-2002,,,,,,,,,,,,,,,,24000
620,KS2001,188589,122197,125424,274713,345635,365288,,,78852,6799,12895,49023,409,20333,542612,
621,KS2001-2003,,,,,,,,,,,,,,,,24000
622,KS2002,190497,123159,125465,270295,345017,364399,,,82597,6742,13328,48749,400,21760,535840,
623,KS2002-2004,,,,,,,,,,,,,,,,22000
624,KS2003,192184,123077,123885,268701,344154,363693,,,86714,6695,13927,48458,420,23116,528517,
625,KS2004,192750,122320,123309,267077,343319,362137,,,90573,6691,14349,47873,425,24376,521169,
626,KS2005,192997,119914,124302,267476,342893,361796,18000,654000,95380,6626,14641,47142,469,25758,514673,31000
627,KS2006,193207,118911,123839,269320,343293,361984,19000,676000,100220,6441,14848,47040,470,27039,509219,33000
628,KS2007,196241,118264,123713,272787,346309,364696,17000,680000,106160,6313,15414,47053,511,28821,506733,40000
629,KS2008,199486,118085,121334,275784,348110,366579,15000,685000,112069,6219,15991,46954,532,30594,502330,37000
630,KS2009,202767,117939,120817,280318,352005,369836,16000,686000,118041,6199,16698,47085,572,32684,500562,43000
631,KS2010,205526,118185,120035,283781,354632,372895,18000,709000,122951,6050,17324,46944,606,34540,499112,54000
632,KS2011,204522,118848,118913,284424,354344,372363,20000,703000,124910,5801,17776,46456,562,35124,496078,54000
633,KS2012,203313,120467,118075,284740,354583,372012,14000,707000,127061,5625,18253,46327,578,35590,493161,50000
634,KS2013,201000,120949,117710,284872,353495,371036,18000,703000,128716,5484,18765,46095,586,35802,489083,53000
635,KS2014,199343,120144,118373,284856,352538,370178,19000,703000,130412,5343,19125,45704,610,36240,485282,47000
636,KS2015,197292,119468,120082,284293,351881,369254,15000,706000,131336,5172,19794,45349,638,36525,482321,51000
637,KS2016,195267,119136,120458,282729,350383,367207,15000,700000,132001,5017,20178,44587,682,36762,478363,46000
638,KS2017,192208,119553,119599,281052,347686,364726,13000,699000,132631,4833,20092,43914,741,37030,473171,43000
639,KS2018,189101,119623,118919,278950,344669,361924,14000,691000,132772,4696,20261,43481,774,37199,467410,48000
640,KS2019,186044,120148,118782,276479,342237,359216,18000,682000,132512,4664,20255,43321,831,37481,462389,45000
641,KS2020,183707,126938,123113,278750,347065,365443,,,140673,4607,20610,43481,880,38356,463901,
642,KS2021,179173,126513,123667,275709,343491,361571,13000,689000,140418,4469,20283,43039,939,38391,457523,42000
643,KS2022,176260,125031,125005,273007,340980,358323,14000,674000,140095,4361,20109,42777,1020,38466,452475,39000
644,KS2023,175447,122864,127538,271000,339959,356890,12000,675000,141831,4233,20066,42674,1029,38688,448328,S
645,KS2024,174072,121255,128319,268933,338100,354479,17000,669000,143076,4203,20347,42289,1053,38541,443070,
646,KY1990,251351,160452,161473,372675,459775,486176,,,,,,,,,,
647,KY1991,253847,164531,161598,371536,462462,489050,,,,,,,,,,
648,KY1992,258420,168948,165733,370760,468437,495424,,,,,,,,,,
649,KY1993,261077,171057,168871,370129,471882,499252,,,,,,,,,,
650,KY1994,263987,172837,173167,371448,476816,504623,,,,,,,,,,
651,KY1995,263882,171037,176300,373267,478343,506143,,,,,,,,,,
652,KY1996,263218,168444,177456,377944,479563,507499,,,,,,,,,,
653,KY1997,266555,169395,179127,387532,487174,515435,,,,,,,,,,
654,KY1998,265426,167014,176072,388784,484534,512762,,,,,,,,,,
655,KY1999,265533,166977,172510,391362,484128,512254,,,,,,,,,,
656,KY2000,265623,166267,170897,392197,483557,511427,,,19080,1865,7359,89380,371,16227,860702,
657,KY2000-2002,,,,,,,,,,,,,,,,8000
658,KY2001,267051,167152,169574,390328,482980,511125,,,21497,1882,7806,89907,386,17719,854908,
659,KY2001-2003,,,,,,,,,,,,,,,,10000
660,KY2002,268058,170816,169690,386687,483732,511519,,,24006,1848,8364,90357,420,19261,850995,
661,KY2002-2004,,,,,,,,,,,,,,,,11000
662,KY2003,270138,174125,169043,385179,485654,512831,,,27188,1823,8935,90641,460,20937,848501,
663,KY2004,271105,175286,169359,382709,485876,512583,,,30107,1851,9472,90546,494,22642,843347,
664,KY2005,272662,174113,173492,383753,488898,515122,14000,962000,33575,1796,10186,91055,494,24518,842396,15000
665,KY2006,273554,172975,176976,387790,492258,519037,14000,987000,37143,1807,10782,91724,557,26613,842669,16000
666,KY2007,277446,171557,178657,388628,495041,521247,13000,992000,40721,1745,11376,92190,634,28696,840926,S
667,KY2008,281467,170837,177461,392236,498517,523484,15000,994000,44497,1740,12167,92810,599,31063,839125,S
668,KY2009,281897,169731,174908,395174,497997,523713,17000,1000000,47558,1751,12653,92844,689,33094,833121,27000
669,KY2010,282220,169140,173828,398364,499038,524514,16000,1005000,50639,1664,13291,92989,662,34736,829571,32000
670,KY2011,280811,170658,171943,398552,498245,523719,17000,1008000,52467,1549,13775,92665,667,36124,824717,31000
671,KY2012,278065,172613,170422,397668,496982,521786,19000,999000,54276,1480,14386,92133,686,37194,818613,33000
672,KY2013,276798,173188,170343,397134,496351,521112,19000,996000,56116,1479,15295,92181,693,38600,813099,31000
673,KY2014,276120,171300,171296,396373,495150,519939,19000,996000,57385,1477,15677,91820,737,39475,808518,35000
674,KY2015,276075,169287,173376,394507,494024,519221,18000,992000,58962,1419,16648,91660,748,40331,803477,S
675,KY2016,276858,169044,173808,392905,493905,518710,19000,994000,60893,1419,17425,91961,732,41375,798810,32000
676,KY2017,276458,170192,172469,391844,492995,517968,17000,997000,63056,1338,17931,92285,802,42262,793289,27000
677,KY2018,275516,170848,170419,391234,491431,516586,15000,993000,65034,1287,18206,92135,860,43085,787410,35000
678,KY2019,272855,171788,170141,389484,489434,514834,22000,980000,66417,1257,18590,92186,882,43906,781030,40000
679,KY2020,271559,181422,176746,396683,499598,526812,,,78634,1244,19112,94155,929,45036,787300,
680,KY2021,267443,181321,178386,395296,498106,524340,24000,992000,79653,1255,19346,94657,966,45846,780723,S
681,KY2022,265618,178586,181210,395715,497313,523816,20000,985000,81772,1279,19968,95662,1113,46712,774623,30000
682,KY2023,265980,174990,184735,398141,498877,524969,19000,993000,86136,1295,20990,97699,1283,47616,768827,32000
683,KY2024,266711,173742,185512,399707,500337,525335,27000,993000,90123,1311,22312,99717,1464,48362,762383,
684,LA1990,333281,194598,189366,488739,591190,614794,,,,,,,,,,
685,LA1991,334679,202335,191863,493453,599008,623322,,,,,,,,,,
686,LA1992,337432,210422,198421,490759,606071,630963,,,,,,,,,,
687,LA1993,336553,215621,202599,484388,606921,632240,,,,,,,,,,
688,LA1994,335885,220725,208977,482044,610904,636727,,,,,,,,,,
689,LA1995,332229,221062,216124,480697,612020,638092,,,,,,,,,,
690,LA1996,325643,218226,220929,479829,609243,635384,,,,,,,,,,
691,LA1997,320057,216810,224124,478674,606715,632950,,,,,,,,,,
692,LA1998,318009,214810,223137,477028,603356,629628,,,,,,,,,,
693,LA1999,317361,212590,220104,477112,600399,626768,,,,,,,,,,
694,LA2000,316350,208960,218237,474123,595765,621905,,,30877,7891,14921,484403,283,12933,666362,
695,LA2000-2002,,,,,,,,,,,,,,,,10000
696,LA2001,316761,206805,215761,464860,589431,614756,,,32702,7842,14901,479133,311,14232,655066,
697,LA2001-2003,,,,,,,,,,,,,,,,13000
698,LA2002,318825,207215,213013,455766,584657,610162,,,34803,7899,15038,475327,334,15494,645924,
699,LA2002-2004,,,,,,,,,,,,,,,,13000
700,LA2003,320356,209032,208561,450121,580988,607082,,,36544,7904,15333,471678,346,16894,639371,
701,LA2004,322285,207545,207437,445464,578456,604275,,,38663,7977,15569,468429,351,18383,633359,
702,LA2005,323078,204924,207899,442053,575985,601969,8000,1132000,41211,7979,15740,465215,378,19820,627611,9000
703,LA2006,288282,187182,195856,407459,528746,550033,9000,1080000,40023,7476,14153,408135,354,19308,589330,S
704,LA2007,299258,186312,196235,414837,536873,559769,12000,1067000,44800,7635,14538,417513,372,21223,590561,16000
705,LA2008,309766,183733,194967,420262,542172,566556,8000,1099000,49381,7844,15134,422399,389,23260,590321,16000
706,LA2009,313165,181456,192829,426778,545325,568903,12000,1110000,52715,8014,15523,423930,406,24910,588730,S
707,LA2010,313893,182178,189803,431967,547256,570585,11000,1108000,54951,8184,15951,423769,405,26172,588409,19000
708,LA2011,313621,184323,185483,432904,546749,569582,12000,1107000,57540,7974,16543,420987,415,27507,585365,23000
709,LA2012,310945,187163,182790,433274,545697,568475,10000,1109000,60007,7784,16840,417910,420,28537,582674,25000
710,LA2013,308134,187784,182063,434831,545189,567623,11000,1101000,62913,7540,17099,415803,426,29400,579631,S
711,LA2014,309448,185899,183452,435416,546123,568092,14000,1101000,65767,7413,17129,414915,417,30839,577735,27000
712,LA2015,311817,182518,186022,435170,546588,568939,14000,1103000,69062,7289,17513,413410,458,31931,575864,S
713,LA2016,312813,181198,186674,434525,546728,568482,15000,1102000,72335,7128,17923,411394,447,32767,573216,S
714,LA2017,311134,181274,184186,431348,543469,564473,14000,1096000,74596,7001,17968,407991,426,33433,566527,33000
715,LA2018,308014,181822,180333,428149,538800,559518,18000,1079000,76875,6786,18053,402747,401,34095,559361,33000
716,LA2019,302539,184122,178486,424759,534767,555139,17000,1068000,79840,6611,18218,397922,417,34760,552138,S
717,LA2020,297263,194090,184019,429043,540760,563655,,,104911,6419,18308,394213,388,35140,545036,
718,LA2021,289112,193111,185336,424799,534954,557404,18000,1064000,105239,6237,17965,389758,372,35684,537103,S
719,LA2022,283090,188110,188015,420022,528393,550844,16000,1043000,108087,6019,17912,382316,370,36097,528436,34000
720,LA2023,280807,181802,191666,417688,524637,547326,22000,1041000,112271,5914,18001,377590,360,36517,521310,S
721,LA2024,278565,178867,192158,416804,521761,544633,25000,1037000,117518,5785,18000,374196,367,36869,513659,
722,MA1990,421335,200828,212857,518786,659973,693833,,,,,,,,,,
723,MA1991,428269,207352,206395,533094,670226,704884,,,,,,,,,,
724,MA1992,430916,212581,205175,541516,677522,712666,,,,,,,,,,
725,MA1993,432263,219405,206602,557454,689834,725890,,,,,,,,,,
726,MA1994,428333,225523,212307,570906,700141,736928,,,,,,,,,,
727,MA1995,419757,229021,218705,586006,708111,745378,,,,,,,,,,
728,MA1996,413170,232712,224394,598338,715403,753211,,,,,,,,,,
729,MA1997,406659,236692,230121,604731,720120,758083,,,,,,,,,,
730,MA1998,404190,243114,234525,609823,726691,764961,,,,,,,,,,
731,MA1999,399251,249269,237639,609659,728829,766989,,,,,,,,,,
732,MA2000,397079,254218,241864,608173,731587,769747,,,159489,3359,61804,107474,546,27053,1141609,
733,MA2000-2002,,,,,,,,,,,,,,,,97000
734,MA2001,395425,259198,247786,602619,733903,771125,,,165937,3327,64232,108928,556,28899,1133149,
735,MA2001-2003,,,,,,,,,,,,,,,,91000
736,MA2002,392593,267111,253574,589374,732955,769697,,,171331,3245,66358,110050,557,30659,1120452,
737,MA2002-2004,,,,,,,,,,,,,,,,93000
738,MA2003,388710,270026,257917,576719,728705,764667,,,175810,3201,68079,110522,555,32326,1102879,
739,MA2004,383878,268541,261758,565364,722340,757201,,,179506,3139,69694,110019,549,34045,1082589,
740,MA2005,377549,262537,269039,555015,714850,749290,70000,1380000,183071,3099,71121,109924,558,35757,1060610,114000
741,MA2006,371784,256461,271800,550157,708297,741905,59000,1390000,187968,3015,72503,110122,567,37706,1038321,103000
742,MA2007,369009,253957,271332,545459,703141,736616,63000,1369000,193255,2930,74213,110427,566,39833,1018533,106000
743,MA2008,368289,249885,266714,544839,698483,731244,64000,1365000,199479,2919,76173,110828,572,41979,997777,105000
744,MA2009,367582,247432,262036,545885,695350,727585,62000,1371000,206091,2877,78554,111063,554,44063,979733,116000
745,MA2010,367547,244931,260035,545019,692920,724612,60000,1357000,211771,2803,80874,110661,555,45999,964869,114000
746,MA2011,367417,243336,256938,542494,689569,720616,56000,1349000,215874,2765,83383,111183,559,47767,948654,106000
747,MA2012,366313,243733,253924,539742,686758,716954,63000,1338000,220878,2735,86262,112154,575,49096,932012,110000
748,MA2013,365242,243344,251691,538169,684410,714036,63000,1330000,226055,2687,89279,113327,598,50558,915942,120000
749,MA2014,365329,241768,251439,534682,682242,710976,66000,1324000,231108,2627,91950,114527,601,51891,900514,114000
750,MA2015,364915,239375,251539,530465,678720,707574,59000,1328000,236665,2633,94246,115877,610,52972,883291,117000
751,MA2016,362686,238245,250674,527276,674956,703925,69000,1310000,241076,2594,96747,117073,619,54243,866529,117000
752,MA2017,361951,237570,248877,525965,672811,701552,76000,1295000,247340,2579,99448,118723,654,55363,850256,117000
753,MA2018,360200,235776,246199,523781,668634,697322,78000,1289000,253058,2581,100610,119765,679,56325,832938,127000
754,MA2019,356147,233116,244618,519734,662476,691139,75000,1277000,256518,2544,101978,120073,708,56846,814948,124000
755,MA2020,356811,246555,254034,531429,677817,711012,,,269811,2567,106061,123633,724,58654,827379,
756,MA2021,348013,243165,250585,524242,666827,699178,77000,1285000,272266,2462,105700,124279,734,58798,801766,127000
757,MA2022,346837,238903,250734,520732,662899,694307,76000,1260000,279370,2382,107518,126851,727,59296,781062,132000
758,MA2023,346963,234636,252306,519975,661478,692402,83000,1258000,287735,2316,109076,130275,729,60145,763604,146000
759,MA2024,349758,233283,251871,520807,662697,693022,90000,1265000,297106,2259,111448,134155,740,61236,748775,
760,MD1990,369012,174263,175829,461322,577304,603122,,,,,,,,,,
761,MD1991,377895,181103,174031,475869,591137,617761,,,,,,,,,,
762,MD1992,382765,188502,177287,486944,604117,631381,,,,,,,,,,
763,MD1993,384116,195940,181064,500618,616840,644898,,,,,,,,,,
764,MD1994,380636,203195,186741,510200,626074,654698,,,,,,,,,,
765,MD1995,374446,208516,193899,523834,635700,664995,,,,,,,,,,
766,MD1996,363354,210009,199031,531422,637144,666672,,,,,,,,,,
767,MD1997,358987,214054,206762,541503,645659,675647,,,,,,,,,,
768,MD1998,357554,219174,212432,549567,654085,684642,,,,,,,,,,
769,MD1999,354631,225024,216405,552599,658914,689745,,,,,,,,,,
770,MD2000,353090,230192,220386,553293,663015,693946,,,72911,3502,51448,436811,475,31571,760243,
771,MD2000-2002,,,,,,,,,,,,,,,,78000
772,MD2001,354828,237044,225408,549272,668347,698205,,,78998,3484,53702,441119,495,34196,754558,
773,MD2001-2003,,,,,,,,,,,,,,,,80000
774,MD2002,357738,246736,230968,539912,673169,702185,,,85789,3495,55664,444993,503,36857,748053,
775,MD2002-2004,,,,,,,,,,,,,,,,76000
776,MD2003,362120,252113,235415,529993,675371,704270,,,93160,3459,57881,447104,518,39690,737829,
777,MD2004,365729,253772,241841,522108,677337,706113,,,101564,3429,60179,449176,516,42669,725917,
778,MD2005,366913,249653,250390,516010,677216,705750,59000,1339000,110593,3391,62428,449680,540,45671,710663,91000
779,MD2006,365572,243544,254967,513673,674167,703589,58000,1304000,119950,3409,64366,447478,545,48588,693420,88000
780,MD2007,365909,239158,255174,509322,670165,699398,57000,1301000,128898,3315,66058,444610,531,51450,674701,107000
781,MD2008,366115,234514,250375,508210,665708,693506,53000,1288000,136646,3212,68133,440383,531,54635,655674,100000
782,MD2009,365154,231406,244889,512182,663125,690506,55000,1295000,143308,3211,70581,438019,518,57642,640352,118000
783,MD2010,365386,227743,241611,517921,662705,689956,62000,1290000,149991,3162,73028,436280,511,60448,629241,120000
784,MD2011,367627,227043,236788,518354,661269,688543,60000,1287000,156243,3084,75234,431734,502,62329,620686,121000
785,MD2012,367028,228590,233086,518864,660209,687359,58000,1285000,162498,2988,77513,427033,490,64260,612786,128000
786,MD2013,365603,229085,230129,519788,658998,685607,59000,1285000,168344,2916,79321,423951,517,65788,603768,119000
787,MD2014,368244,227772,229300,522019,660497,686838,59000,1292000,178169,2892,80898,422815,524,67529,594508,129000
788,MD2015,368501,224643,230715,523092,660097,686854,63000,1285000,185150,2902,82642,421260,522,68980,585495,138000
789,MD2016,367140,223429,231262,524818,659936,686713,63000,1284000,192992,2903,83835,418825,517,70274,577303,137000
790,MD2017,365716,224733,229670,525122,659170,686071,66000,1281000,200974,2838,85268,416042,530,71440,568149,139000
791,MD2018,364897,225781,226573,524179,657492,683938,55000,1283000,208423,2810,85848,412508,550,72156,559135,133000
792,MD2019,363644,227360,225242,521986,656168,682064,65000,1268000,215597,2795,86058,410238,554,72962,550028,135000
793,MD2020,366993,244759,237280,539347,679490,708889,,,249177,2772,88015,420712,582,74657,552464,
794,MD2021,358533,243698,238602,534774,673277,702330,67000,1293000,251415,2655,87585,416830,568,74614,541940,136000
